acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.001,-0.009,9.8,-0.002,0.001,-0.002
0.016,0.018,9.783,0.007,0.004,-0.012
0.024,-0.004,9.788,0.009,-0.004,-0.004
0.001,-0.015,9.794,0.012,0.003,-0.005
0.007,-0.01,9.786,-0.017,-0.001,-0.007
-0.007,0.001,9.803,0.003,0.015,0.002
-0.003,0.006,9.796,0.014,-0.014,0.0
0.017,-0.009,9.803,0.009,0.008,0.018
0.014,-0.009,9.797,0.005,-0.002,0.006
-0.018,0.003,9.783,0.004,-0.001,0.007
-0.006,0.007,9.814,-0.011,0.005,0.013
0.004,0.002,9.789,-0.003,0.012,-0.013
-0.006,0.01,9.795,0.014,0.009,-0.004
0.007,0.001,9.813,-0.002,0.018,0.009
-0.005,0.004,9.789,-0.014,-0.016,0.002
-0.008,0.001,9.791,-0.024,0.009,-0.008
-0.01,0.004,9.553,-0.018,0.017,0.006
-0.012,0.006,9.309,-0.002,0.002,0.003
0.003,-0.013,9.082,-0.004,-0.01,-0.01
0.001,0.006,8.871,0.014,0.013,0.01
0.007,-0.004,8.704,0.013,0.012,0.006
0.004,-0.013,8.542,0.0,0.014,-0.0
0.004,0.003,8.423,-0.005,0.003,-0.023
-0.004,-0.005,8.356,-0.001,0.008,-0.006
-0.002,0.022,8.304,0.006,-0.023,0.008
-0.008,0.026,8.294,-0.008,-0.004,-0.001
-0.009,-0.005,8.335,-0.025,-0.007,-0.003
0.002,0.004,8.43,-0.011,-0.006,0.002
0.008,-0.0,8.549,-0.002,-0.006,0.008
0.017,0.002,8.691,-0.003,-0.01,0.007
-0.003,0.008,8.869,0.003,-0.005,0.004
-0.016,-0.011,9.091,0.007,-0.007,-0.006
-0.0,0.008,9.304,-0.012,0.011,0.006
-0.011,-0.004,9.549,-0.009,-0.003,0.002
0.01,0.023,8.503,-0.004,0.003,-0.008
-0.002,-0.018,10.122,0.005,0.008,0.013
-0.011,0.002,10.407,-0.009,0.014,0.023
0.006,-0.008,10.685,0.008,0.016,-0.005
0.005,-0.01,10.909,-0.011,-0.005,0.001
0.004,-0.009,11.086,-0.006,-0.023,-0.011
-0.01,-0.005,11.221,0.004,0.001,-0.02
-0.002,-0.004,11.293,0.017,0.003,0.006
-0.022,-0.009,11.277,-0.017,0.013,0.0
0.005,-0.004,11.227,0.011,0.004,-0.014
0.012,0.007,11.118,0.005,0.012,0.003
0.005,-0.012,10.89,0.005,-0.007,0.016
-0.005,0.007,10.687,-0.007,-0.002,0.007
-0.011,0.014,10.407,0.015,0.005,-0.005
-0.007,-0.006,10.106,0.02,0.003,0.003
-0.016,0.028,9.812,0.001,-0.012,-0.003
