acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.002,-0.0,9.799,-0.011,0.007,-0.022
0.001,-0.017,9.801,0.001,-0.003,0.008
0.002,-0.004,9.802,-0.01,-0.002,0.004
0.022,-0.004,9.785,0.007,0.011,0.009
0.002,-0.007,9.798,0.0,0.005,0.012
-0.004,-0.0,9.8,-0.005,0.009,0.001
0.009,-0.003,9.803,-0.006,-0.008,0.016
0.018,-0.008,9.813,-0.01,0.005,0.01
-0.01,0.018,9.798,0.02,-0.001,0.008
-0.007,0.009,9.781,-0.009,0.005,-0.005
-0.001,-0.021,9.785,-0.006,-0.009,0.014
0.004,0.001,9.809,-0.007,-0.001,-0.002
-0.015,-0.004,9.811,0.005,0.012,-0.005
-0.001,-0.002,9.459,0.005,-0.011,-0.018
-0.022,0.007,9.16,0.015,0.021,-0.014
0.008,-0.014,8.865,0.011,-0.015,-0.006
-0.002,0.015,8.623,-0.007,-0.003,0.004
0.009,-0.004,8.444,0.005,-0.01,0.002
0.021,-0.008,8.352,0.01,-0.008,-0.009
-0.015,0.0,8.309,0.011,-0.001,0.009
-0.006,0.005,8.345,-0.002,0.004,0.006
-0.015,-0.009,8.442,-0.003,0.009,0.011
0.008,-0.011,8.624,0.002,0.011,0.007
-0.01,0.01,8.872,0.005,0.013,-0.005
0.004,-0.006,9.144,-0.001,0.013,-0.003
0.012,0.021,9.459,-0.013,-0.001,0.004
0.012,-0.006,8.295,-0.001,0.001,0.002
0.012,-0.017,10.123,0.01,0.01,-0.0
-0.016,0.006,10.459,-0.006,0.013,0.004
-0.015,0.0,10.727,0.009,-0.005,0.0
0.004,-0.0,10.965,0.003,-0.0,0.003
0.003,-0.013,11.154,-0.012,-0.002,0.006
-0.004,-0.015,11.261,0.002,0.013,0.013
-0.002,0.003,11.309,0.003,0.001,-0.02
-0.021,-0.01,11.27,0.004,0.004,-0.01
-0.003,0.003,11.149,-0.005,0.025,-0.002
0.005,0.005,10.964,0.013,-0.01,-0.001
0.008,0.006,10.726,-0.002,-0.005,0.005
-0.002,-0.016,10.461,-0.008,-0.005,-0.003
0.011,-0.009,10.141,-0.013,-0.005,-0.0
0.008,-0.005,9.805,-0.004,0.003,-0.002
0.007,0.016,9.809,-0.0,0.004,-0.013
-0.004,0.011,9.82,-0.012,0.013,0.011
-0.004,-0.006,9.814,-0.001,-0.004,0.007
-0.001,0.003,9.811,0.02,-0.0,-0.021
-0.002,0.001,9.82,-0.002,-0.009,0.014
-0.001,0.011,9.805,-0.008,0.005,-0.003
0.004,0.011,9.777,0.0,0.007,-0.009
0.003,0.01,9.803,0.021,-0.022,0.001
0.016,0.009,9.803,-0.004,0.002,0.009
