acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.001,-0.013,9.802,0.011,0.001,-0.008
0.015,0.027,9.804,0.005,0.0,-0.008
-0.016,0.016,9.783,-0.006,0.011,0.015
-0.011,-0.009,9.785,0.001,-0.005,-0.006
-0.012,0.022,9.815,0.002,0.009,-0.008
-0.014,-0.01,9.814,0.007,-0.012,-0.01
0.0,-0.008,9.786,-0.005,0.002,0.024
-0.008,-0.011,9.795,0.003,0.006,0.018
0.009,-0.005,9.786,0.025,-0.002,-0.005
0.011,-0.015,9.798,-0.008,-0.002,-0.004
0.004,0.003,9.802,0.004,0.002,0.012
0.008,0.002,9.805,0.006,-0.013,-0.004
0.003,0.001,9.526,0.007,0.003,0.014
0.013,0.0,9.274,0.011,0.011,-0.001
0.006,0.004,9.053,0.015,-0.002,0.013
-0.006,0.005,8.832,0.002,0.018,0.004
0.004,-0.002,8.656,0.008,-0.012,-0.002
-0.001,0.007,8.504,-0.008,0.019,0.012
0.002,-0.01,8.389,-0.012,-0.002,-0.01
-0.019,-0.004,8.309,0.007,0.01,0.005
-0.005,-0.006,8.306,0.017,-0.022,-0.014
0.013,-0.004,8.317,0.003,0.001,-0.018
-0.016,0.014,8.391,-0.004,-0.012,-0.004
0.002,0.01,8.494,0.008,0.006,-0.003
0.009,0.006,8.653,-0.011,0.005,-0.01
0.0,-0.014,8.823,-0.004,0.005,-0.013
-0.009,-0.002,9.057,0.003,-0.002,0.012
-0.018,-0.004,9.28,0.008,0.024,0.001
-0.0,0.018,9.539,0.0,0.012,-0.009
0.005,0.009,8.606,-0.01,-0.003,0.013
0.008,-0.002,10.159,-0.009,0.001,0.004
-0.007,0.004,10.51,0.018,-0.02,0.015
0.007,-0.004,10.804,-0.001,0.001,-0.002
-0.028,-0.013,11.023,0.013,0.014,-0.0
0.003,0.009,11.22,0.009,-0.0,-0.017
-0.006,-0.004,11.277,-0.006,0.014,-0.007
-0.0,-0.007,11.284,-0.015,-0.001,-0.009
-0.001,-0.002,11.215,0.01,-0.008,-0.001
0.003,0.004,11.027,-0.006,-0.018,-0.006
0.025,0.016,10.767,-0.005,0.009,-0.006
0.003,0.006,10.498,0.016,-0.018,0.002
-0.011,0.006,10.156,-0.001,-0.006,-0.005
0.007,0.006,9.799,-0.003,0.01,0.008
0.001,-0.014,9.788,0.012,-0.007,-0.015
-0.0,-0.013,9.792,0.007,-0.006,-0.008
-0.016,-0.007,9.817,0.021,-0.011,-0.003
-0.004,0.003,9.789,0.003,0.012,0.008
0.005,-0.005,9.796,0.007,-0.011,0.002
-0.017,0.006,9.804,-0.015,-0.017,0.002
0.016,0.005,9.801,-0.003,0.002,0.005
