acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.01,0.012,9.808,-0.004,0.004,-0.004
0.009,-0.008,9.799,0.002,0.006,0.002
-0.007,-0.015,9.807,-0.013,0.005,-0.004
-0.001,0.017,9.798,0.001,0.003,-0.004
0.018,0.006,9.81,-0.011,-0.002,0.006
0.005,-0.003,9.798,-0.014,-0.003,-0.002
-0.0,0.014,9.797,0.007,0.013,0.008
-0.014,0.016,9.787,0.022,0.014,0.003
-0.004,0.005,9.798,-0.016,0.009,-0.009
-0.008,0.001,9.796,0.016,-0.01,0.011
0.016,0.008,9.791,0.007,0.01,0.01
-0.02,0.01,9.802,-0.009,0.003,0.002
-0.009,-0.001,9.804,0.006,-0.021,0.004
-0.006,-0.001,9.533,0.006,0.003,0.004
0.003,0.011,9.285,-0.007,-0.01,-0.002
0.01,0.012,9.065,-0.012,0.004,0.003
0.001,-0.007,8.828,-0.003,0.003,0.002
-0.026,-0.004,8.643,0.003,-0.005,-0.005
0.007,-0.001,8.514,-0.007,-0.028,0.012
-0.013,-0.01,8.397,-0.015,0.009,-0.004
-0.002,0.002,8.321,-0.015,0.0,0.013
0.004,-0.001,8.298,-0.006,-0.0,0.014
-0.025,-0.004,8.307,-0.008,0.014,0.009
-0.004,-0.015,8.376,-0.011,0.017,-0.009
-0.017,-0.009,8.507,-0.015,-0.007,0.017
0.004,0.02,8.658,-0.006,-0.004,0.001
0.005,-0.001,8.828,0.011,-0.012,0.007
-0.007,0.0,9.061,-0.005,0.007,0.007
-0.001,-0.002,9.28,-0.002,0.006,-0.005
-0.0,0.0,9.536,0.0,-0.009,-0.016
0.004,-0.007,8.209,-0.003,0.004,0.012
0.022,-0.011,10.185,-0.003,-0.003,-0.002
0.006,0.008,10.55,0.01,-0.004,-0.008
-0.012,0.013,10.868,0.002,0.01,-0.002
0.006,-0.012,11.102,0.029,0.008,0.006
-0.0,-0.014,11.265,-0.017,-0.003,0.001
0.009,0.011,11.307,0.027,0.001,-0.007
-0.001,0.005,11.234,0.006,0.007,-0.015
0.011,-0.003,11.109,0.016,0.017,0.0
0.007,0.003,10.841,-0.004,-0.003,-0.013
0.006,-0.009,10.52,0.012,0.031,-0.024
0.008,-0.002,10.183,-0.011,0.002,-0.011
0.017,0.002,9.788,0.012,-0.005,-0.007
0.001,-0.008,9.788,-0.002,0.012,0.008
0.013,0.01,9.8,0.02,0.006,-0.007
-0.003,-0.013,9.795,-0.004,-0.01,0.002
-0.002,-0.009,9.804,-0.002,-0.018,-0.013
-0.005,-0.004,9.804,0.006,-0.002,-0.001
0.019,-0.001,9.802,0.0,0.006,-0.005
-0.005,-0.009,9.8,-0.009,0.011,-0.008
