acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.013,-0.004,9.789,-0.001,0.002,-0.002
-0.012,-0.019,9.793,0.009,0.004,0.003
-0.01,-0.012,9.796,-0.015,0.009,-0.007
-0.011,0.011,9.8,0.006,-0.004,0.015
-0.002,0.006,9.805,0.008,0.004,0.006
0.009,0.004,9.813,-0.003,0.017,-0.013
-0.003,-0.013,9.814,0.008,0.02,0.002
0.01,0.001,9.787,-0.005,-0.016,0.003
0.018,-0.016,9.801,0.004,-0.012,0.019
0.002,0.018,9.792,-0.002,0.012,0.018
-0.007,0.017,9.798,-0.008,0.019,-0.004
-0.005,-0.003,9.81,0.008,-0.011,0.008
-0.004,-0.0,9.807,0.005,0.001,0.008
0.004,0.003,9.792,0.0,0.004,0.008
-0.009,0.006,9.494,0.016,-0.001,0.006
-0.001,0.0,9.226,0.02,-0.004,-0.006
0.006,0.007,8.976,-0.002,-0.0,0.01
0.009,-0.002,8.747,-0.002,-0.021,-0.008
-0.015,0.016,8.55,-0.001,0.015,0.009
0.001,0.013,8.425,0.009,-0.0,0.002
-0.003,-0.016,8.34,0.011,0.0,0.009
-0.013,-0.005,8.296,0.009,0.002,0.002
0.018,-0.01,8.329,0.015,-0.009,-0.011
-0.016,-0.018,8.408,0.008,-0.002,-0.01
0.011,0.004,8.55,0.007,0.006,-0.012
-0.015,-0.001,8.74,-0.019,-0.004,0.003
0.008,0.006,8.964,0.001,0.02,0.014
0.001,0.004,9.216,0.002,0.015,0.015
-0.003,0.012,9.508,0.01,-0.003,0.003
0.031,-0.015,8.352,-0.002,0.001,0.0
-0.007,-0.006,10.033,0.003,-0.015,0.0
0.012,0.008,10.268,0.009,0.011,-0.005
-0.009,-0.004,10.473,-0.004,-0.01,0.001
-0.01,-0.022,10.672,0.016,0.0,0.004
0.002,0.005,10.857,-0.016,0.009,0.02
0.006,-0.005,11.021,-0.006,-0.002,-0.01
0.017,0.003,11.144,-0.0,0.005,0.018
-0.002,-0.002,11.232,-0.003,0.007,-0.012
0.001,0.003,11.271,-0.012,0.005,0.015
0.017,0.01,11.293,0.01,-0.001,0.001
0.005,0.015,11.29,0.014,0.023,-0.02
-0.002,-0.012,11.22,0.007,0.006,0.0
0.012,0.006,11.143,0.002,0.0,0.01
0.001,-0.02,11.005,-0.004,-0.017,-0.004
-0.0,-0.0,10.855,-0.019,-0.007,0.013
0.012,0.029,10.651,-0.016,0.012,-0.015
0.004,-0.006,10.47,-0.003,-0.002,0.001
0.015,-0.012,10.279,-0.009,-0.003,-0.004
0.0,-0.009,10.051,0.009,0.013,0.004
-0.006,-0.015,9.79,0.001,0.006,-0.012
