acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.004,-0.0,9.797,-0.017,-0.002,-0.016
-0.011,0.01,9.805,-0.0,0.003,0.013
-0.006,-0.004,9.794,0.01,0.011,-0.001
0.006,0.003,9.791,0.016,-0.003,-0.009
-0.006,0.004,9.787,0.003,-0.003,0.001
-0.007,-0.009,9.799,0.012,-0.001,-0.007
-0.002,0.014,9.796,0.0,-0.006,-0.009
0.008,0.007,9.778,-0.005,0.015,-0.006
0.007,-0.004,9.792,0.009,0.013,0.005
0.026,-0.001,9.807,0.003,-0.004,0.008
0.001,0.008,9.786,0.002,-0.016,0.033
0.005,-0.003,9.786,-0.018,0.016,-0.012
0.011,0.008,9.804,0.004,-0.001,0.004
0.005,0.014,9.806,0.013,0.008,-0.0
-0.015,-0.01,9.793,0.005,-0.007,-0.011
0.011,-0.005,9.791,-0.007,0.002,0.015
0.002,-0.015,9.56,0.002,0.022,0.006
-0.002,0.009,9.315,0.009,-0.003,0.012
0.003,-0.005,9.073,-0.013,0.011,-0.005
-0.002,-0.003,8.863,0.015,-0.001,-0.006
0.017,0.003,8.694,-0.003,-0.01,-0.001
-0.009,0.013,8.547,-0.011,-0.008,-0.011
-0.01,0.014,8.433,-0.006,-0.006,0.006
-0.021,-0.001,8.36,-0.002,-0.004,-0.016
0.014,0.008,8.302,0.003,0.001,-0.021
-0.008,-0.012,8.285,0.008,-0.008,0.005
-0.017,-0.009,8.338,0.002,0.008,0.008
-0.008,-0.005,8.438,0.008,0.009,0.006
-0.004,-0.005,8.539,-0.003,-0.014,0.003
0.022,0.0,8.691,0.003,-0.022,-0.006
0.012,-0.009,8.88,-0.002,-0.008,-0.012
-0.001,0.008,9.088,0.002,-0.015,0.005
0.004,-0.002,9.314,-0.002,-0.005,-0.018
0.026,0.007,9.556,0.001,0.016,-0.008
0.013,-0.027,8.568,0.01,-0.009,-0.013
-0.009,-0.005,10.112,-0.007,0.0,0.009
0.024,0.012,10.421,-0.014,0.01,-0.007
0.021,0.001,10.666,-0.013,-0.0,-0.011
-0.004,0.019,10.91,0.006,0.007,0.001
-0.014,0.007,11.103,0.001,0.029,0.004
0.017,0.001,11.228,0.007,0.006,0.002
0.004,0.009,11.287,0.004,-0.014,-0.008
-0.012,0.007,11.294,0.003,0.008,-0.017
-0.015,-0.003,11.21,-0.002,-0.013,0.001
0.007,-0.003,11.092,0.004,-0.003,0.008
0.005,-0.008,10.935,-0.015,-0.011,0.011
-0.023,0.009,10.676,-0.013,0.009,0.006
-0.008,0.016,10.412,-0.001,-0.008,0.001
0.001,-0.009,10.112,0.0,-0.005,0.016
-0.004,-0.009,9.801,-0.002,0.01,0.002
