acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.006,0.001,9.786,0.002,0.006,0.003
-0.006,-0.015,9.803,-0.012,0.01,-0.004
0.001,-0.004,9.806,-0.006,-0.006,-0.006
-0.014,0.002,9.786,-0.01,0.004,-0.005
-0.005,0.002,9.811,-0.012,-0.003,-0.002
0.004,-0.013,9.798,0.003,-0.003,-0.014
0.012,0.006,9.8,0.005,0.0,0.013
-0.005,-0.012,9.795,0.001,0.017,0.007
0.008,0.003,9.798,-0.018,-0.012,0.008
-0.021,0.013,9.795,0.007,-0.02,-0.001
-0.003,-0.013,9.819,-0.003,0.005,-0.012
0.011,0.009,9.43,-0.002,-0.002,0.014
0.005,0.002,9.108,0.004,0.005,0.001
0.013,0.006,8.815,0.006,0.015,-0.006
0.005,0.003,8.572,-0.011,-0.012,0.008
0.003,0.007,8.392,0.01,-0.007,0.012
0.006,0.021,8.311,0.003,-0.002,0.011
0.002,0.011,8.309,-0.012,0.012,-0.013
0.007,-0.0,8.386,0.009,0.0,-0.004
0.014,0.003,8.576,-0.006,0.014,0.006
-0.005,-0.001,8.804,0.004,-0.008,-0.019
-0.001,0.006,9.098,0.0,0.008,-0.003
-0.004,-0.007,9.456,-0.016,0.009,0.007
-0.0,-0.014,8.691,-0.014,0.005,0.002
-0.012,-0.008,10.032,-0.003,0.005,0.01
-0.004,-0.01,10.284,-0.011,0.003,-0.019
0.006,-0.018,10.464,0.015,0.002,-0.004
0.006,-0.01,10.684,-0.015,0.003,-0.001
0.033,-0.004,10.858,0.01,-0.007,-0.003
-0.003,0.001,11.019,-0.016,-0.011,-0.007
0.014,0.004,11.135,0.012,-0.005,-0.003
-0.008,-0.004,11.234,-0.006,-0.003,0.011
-0.005,0.015,11.277,-0.012,0.023,-0.008
-0.019,0.009,11.307,-0.01,0.011,-0.009
0.005,0.008,11.29,0.005,0.002,0.011
0.002,-0.019,11.203,-0.002,-0.012,-0.013
-0.007,-0.01,11.146,-0.0,0.004,0.001
-0.004,-0.001,11.007,-0.004,0.001,-0.014
-0.007,-0.012,10.862,0.005,-0.01,0.001
0.02,-0.009,10.669,0.009,-0.006,0.006
0.012,0.003,10.477,-0.009,0.006,0.017
0.002,-0.009,10.278,-0.006,-0.011,0.011
0.008,-0.002,10.02,0.008,-0.004,0.007
0.001,-0.005,9.8,-0.002,-0.006,0.013
-0.001,0.004,9.802,0.005,0.006,-0.002
0.01,0.016,9.792,-0.001,0.012,-0.034
0.011,0.019,9.804,0.01,0.008,0.01
-0.0,-0.002,9.813,-0.009,-0.014,-0.013
-0.005,0.011,9.807,-0.018,0.009,0.004
0.002,0.0,9.806,-0.027,0.008,-0.01
