acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.001,0.01,9.827,0.009,-0.004,0.009
-0.006,0.004,9.8,0.026,-0.017,0.019
0.016,-0.004,9.789,-0.005,-0.015,-0.005
0.006,0.001,9.812,0.024,0.009,-0.002
0.0,0.015,9.803,-0.008,0.004,0.005
0.003,0.002,9.792,0.002,-0.003,-0.001
-0.002,-0.006,9.797,-0.016,-0.001,0.012
-0.007,0.003,9.802,-0.003,-0.021,-0.014
-0.005,-0.004,9.824,-0.007,-0.012,0.006
0.009,-0.008,9.804,-0.007,0.017,-0.012
0.011,0.002,9.814,0.012,0.021,0.015
0.001,0.011,9.795,0.003,0.01,-0.006
0.008,-0.004,9.785,0.006,-0.0,0.008
0.003,-0.017,9.511,-0.013,0.013,0.004
-0.0,-0.006,9.221,-0.004,0.014,0.001
-0.015,0.006,8.983,0.003,-0.007,-0.011
-0.006,0.005,8.714,-0.015,0.003,0.006
0.021,0.004,8.567,-0.002,-0.014,-0.001
-0.012,-0.006,8.415,0.001,0.007,-0.023
-0.001,-0.0,8.336,-0.017,0.011,0.013
-0.005,0.01,8.316,-0.0,0.007,0.012
0.004,0.007,8.345,-0.019,-0.009,0.026
-0.004,0.01,8.407,0.006,-0.008,0.009
0.015,-0.012,8.557,-0.001,-0.0,0.004
-0.006,-0.005,8.751,0.004,-0.004,-0.009
0.012,0.005,8.971,0.019,-0.015,-0.01
-0.018,-0.01,9.239,-0.001,0.011,-0.032
0.009,-0.013,9.516,-0.005,-0.015,0.002
0.014,-0.015,8.5,0.013,-0.001,-0.01
0.012,-0.008,10.26,0.005,0.001,-0.012
0.003,0.013,10.695,-0.019,-0.0,0.007
0.008,0.0,11.005,-0.011,-0.011,0.006
-0.003,-0.0,11.229,-0.008,0.002,0.012
-0.011,-0.005,11.287,-0.0,-0.004,0.006
0.006,0.006,11.218,0.001,-0.02,-0.005
-0.007,0.006,11.012,-0.0,-0.012,-0.005
0.011,0.008,10.676,-0.001,0.009,0.018
0.011,0.002,10.278,-0.006,-0.003,-0.012
-0.004,0.012,9.815,0.002,0.001,0.006
-0.002,0.026,9.821,-0.003,-0.01,-0.005
0.009,0.001,9.799,-0.016,-0.002,-0.003
-0.008,-0.016,9.808,0.007,-0.004,0.005
0.01,0.002,9.804,-0.019,0.007,0.005
-0.01,-0.0,9.789,-0.002,0.003,-0.001
-0.011,0.01,9.804,-0.017,0.002,0.002
-0.002,-0.003,9.796,-0.001,0.001,-0.01
-0.006,-0.001,9.801,0.005,-0.006,-0.012
0.023,-0.03,9.806,-0.005,0.008,-0.027
-0.008,0.001,9.798,-0.004,-0.002,0.003
-0.007,0.006,9.803,0.002,0.007,-0.013
