acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.012,-0.008,9.812,0.001,-0.017,0.003
-0.005,0.012,9.81,0.02,-0.011,-0.0
0.004,0.004,9.789,0.006,0.004,0.007
0.013,-0.005,9.809,-0.008,-0.028,0.003
-0.006,-0.008,9.801,-0.003,-0.009,0.021
-0.009,0.002,9.81,-0.005,-0.0,-0.002
-0.007,-0.007,9.818,-0.007,-0.009,-0.003
-0.002,0.001,9.802,-0.014,0.007,0.005
0.009,-0.002,9.786,-0.001,0.012,0.006
-0.0,0.01,9.779,-0.013,0.007,0.004
0.005,-0.016,9.816,-0.021,0.004,0.012
0.001,0.028,9.799,0.004,0.0,-0.0
0.019,0.011,9.807,0.001,-0.004,0.0
-0.004,0.007,9.785,-0.013,-0.009,-0.009
0.013,0.0,9.822,0.013,-0.004,0.001
-0.011,0.013,9.784,-0.002,-0.008,-0.014
0.005,-0.009,9.54,-0.005,0.019,-0.013
0.015,-0.003,9.312,-0.007,0.007,0.022
-0.013,0.0,9.043,-0.014,-0.015,0.009
0.018,-0.01,8.84,-0.016,0.005,-0.004
-0.007,-0.006,8.655,0.012,0.007,0.009
-0.015,0.012,8.505,-0.002,0.007,-0.001
-0.023,-0.0,8.384,-0.012,-0.001,0.001
-0.0,-0.013,8.313,-0.014,0.001,-0.008
0.0,0.01,8.312,0.001,0.004,0.002
0.007,0.008,8.324,-0.003,0.004,0.012
0.006,0.002,8.377,-0.0,0.007,-0.008
-0.013,0.01,8.495,0.005,0.002,-0.004
-0.011,-0.001,8.647,-0.002,0.01,-0.012
-0.005,0.003,8.85,-0.001,0.014,0.002
0.026,-0.002,9.053,0.009,0.012,0.002
-0.017,-0.012,9.293,0.01,-0.01,0.018
-0.018,-0.0,9.554,0.011,0.002,0.0
-0.008,0.001,8.46,0.001,-0.001,0.012
0.01,0.0,10.152,-0.005,0.001,0.003
0.005,0.008,10.511,-0.001,-0.003,0.007
0.01,0.005,10.817,0.016,0.005,0.009
-0.007,0.013,11.048,0.003,-0.009,0.0
0.001,-0.001,11.196,-0.005,-0.005,0.004
0.003,-0.005,11.288,-0.021,0.004,-0.016
0.008,0.011,11.288,-0.01,-0.002,-0.004
-0.012,-0.003,11.206,-0.002,0.005,-0.004
0.02,0.005,11.06,0.013,-0.007,0.021
0.008,0.004,10.805,0.009,0.006,0.002
-0.017,-0.021,10.511,0.01,-0.007,0.002
0.005,-0.003,10.152,0.003,0.002,-0.007
0.008,0.002,9.8,-0.002,-0.012,-0.006
0.008,-0.004,9.795,-0.007,-0.003,-0.002
-0.006,0.011,9.813,-0.006,0.014,-0.002
0.004,-0.007,9.784,0.012,-0.016,0.004
