acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.002,0.001,9.82,-0.007,-0.005,-0.01
-0.002,-0.016,9.795,-0.012,0.009,-0.005
0.014,-0.001,9.819,0.003,-0.002,-0.012
0.006,-0.005,9.804,-0.003,-0.012,0.002
-0.0,-0.009,9.791,-0.012,0.001,-0.003
-0.006,-0.016,9.817,-0.007,0.014,0.002
0.0,-0.008,9.812,0.001,0.003,-0.007
-0.01,-0.015,9.806,-0.01,0.012,-0.018
-0.013,-0.003,9.792,-0.007,-0.025,0.001
-0.009,0.006,9.814,-0.016,-0.004,-0.001
-0.013,0.012,9.798,-0.006,-0.008,-0.005
-0.004,-0.001,9.805,-0.004,0.002,-0.001
0.005,-0.001,9.788,-0.011,0.002,-0.024
0.003,0.001,9.491,0.002,0.005,0.008
-0.004,0.006,9.161,0.022,0.009,-0.003
0.007,-0.014,8.857,0.0,-0.005,-0.024
0.006,-0.002,8.626,-0.013,0.004,0.01
-0.011,-0.004,8.436,-0.016,0.014,-0.016
-0.003,0.001,8.32,-0.011,0.009,-0.005
0.016,-0.001,8.309,0.011,-0.008,0.01
-0.009,0.007,8.324,-0.001,-0.017,0.001
0.002,0.002,8.452,0.025,-0.008,0.0
-0.004,0.003,8.648,0.004,0.017,0.002
-0.017,-0.016,8.854,0.0,0.001,0.018
0.004,0.007,9.133,0.008,-0.021,0.002
-0.018,-0.016,9.454,0.009,0.012,0.011
-0.01,-0.001,8.686,-0.0,0.004,0.006
-0.016,-0.003,10.079,0.0,0.017,0.003
0.011,-0.004,10.375,0.004,0.002,-0.01
0.008,0.002,10.624,-0.002,-0.017,-0.01
-0.005,0.007,10.866,-0.001,-0.003,0.002
-0.013,0.004,11.05,-0.006,-0.003,0.012
0.009,0.009,11.196,0.013,0.008,0.012
-0.002,0.017,11.268,-0.005,-0.014,0.005
0.019,0.006,11.301,0.001,-0.009,0.007
0.008,-0.015,11.269,-0.004,-0.004,0.004
0.003,0.005,11.192,-0.008,0.01,0.008
0.018,-0.009,11.033,0.003,-0.021,0.009
0.012,0.009,10.859,-0.006,0.011,-0.007
0.016,-0.009,10.644,-0.007,0.002,0.016
0.0,0.011,10.38,-0.004,0.004,0.01
-0.003,0.007,10.083,-0.004,0.008,-0.002
-0.018,-0.001,9.791,0.003,-0.003,-0.001
0.008,-0.015,9.816,0.023,-0.018,-0.01
-0.01,0.014,9.805,-0.0,0.005,0.021
0.018,0.011,9.82,-0.007,0.001,-0.009
-0.003,-0.009,9.786,0.011,-0.002,0.004
0.003,0.002,9.819,0.006,0.018,-0.014
-0.005,0.007,9.798,0.005,0.007,-0.015
0.025,-0.004,9.789,0.004,-0.005,-0.003
