acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.008,0.017,9.814,0.001,0.003,0.003
-0.019,0.003,9.788,-0.001,-0.003,0.005
0.007,-0.0,9.784,0.014,0.009,0.012
0.005,0.009,9.805,0.008,-0.006,-0.012
0.002,-0.013,9.794,0.008,-0.009,-0.002
0.006,-0.014,9.805,-0.011,-0.006,0.001
-0.025,0.005,9.789,0.005,0.014,-0.015
0.005,-0.016,9.794,-0.005,-0.001,-0.001
-0.004,-0.014,9.789,0.004,-0.013,-0.013
0.01,0.022,9.794,0.0,-0.006,0.011
0.006,0.009,9.816,-0.014,-0.022,-0.019
-0.001,0.008,9.797,-0.01,-0.001,-0.009
-0.002,-0.011,9.805,0.005,-0.01,0.005
-0.001,0.014,9.799,0.009,0.005,-0.002
0.001,0.001,9.496,-0.006,-0.007,0.002
-0.004,0.001,9.193,-0.007,0.023,-0.01
0.011,-0.006,8.907,0.007,-0.017,-0.006
-0.006,-0.028,8.701,-0.017,0.017,-0.015
0.012,-0.002,8.506,0.003,0.004,-0.01
-0.001,-0.006,8.377,0.003,-0.003,-0.006
-0.017,0.006,8.308,-0.011,-0.015,0.005
0.006,0.015,8.307,0.014,-0.005,0.001
0.01,-0.011,8.377,-0.01,0.003,-0.009
-0.002,0.01,8.503,-0.002,-0.011,-0.005
-0.012,-0.002,8.697,0.014,0.001,-0.004
-0.012,-0.002,8.895,-0.013,0.002,0.004
-0.01,0.013,9.197,0.009,0.014,0.01
0.021,0.004,9.489,0.006,0.001,0.005
-0.003,0.004,8.329,-0.012,0.015,0.009
0.012,0.02,10.19,-0.009,-0.01,0.004
0.002,-0.014,10.57,0.012,0.007,-0.008
-0.013,-0.002,10.869,-0.008,-0.002,0.003
-0.005,0.006,11.106,0.017,-0.015,0.005
-0.004,0.0,11.256,0.015,-0.004,-0.01
0.0,-0.009,11.306,-0.007,0.005,-0.004
-0.003,-0.001,11.272,0.017,0.007,0.005
-0.005,0.002,11.096,-0.006,-0.012,-0.002
-0.003,-0.006,10.869,-0.002,0.002,-0.022
0.027,0.004,10.542,0.015,-0.007,-0.01
-0.01,0.007,10.198,0.02,-0.002,-0.017
-0.005,0.006,9.806,0.012,0.006,-0.014
0.001,0.008,9.795,-0.02,-0.01,-0.006
-0.014,-0.0,9.805,-0.001,-0.003,0.003
0.006,-0.003,9.809,-0.005,-0.01,0.012
-0.014,-0.002,9.801,0.005,-0.007,-0.012
0.006,-0.016,9.809,-0.01,-0.01,-0.004
-0.007,-0.01,9.801,0.001,0.003,-0.009
0.013,0.013,9.805,0.002,0.009,0.008
-0.002,0.003,9.78,0.008,-0.015,-0.001
-0.011,-0.0,9.799,0.007,-0.019,0.014
