acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.007,-0.012,9.794,-0.01,-0.01,0.02
-0.001,0.019,9.802,0.001,-0.009,0.001
0.003,-0.008,9.813,0.006,-0.003,0.013
-0.003,0.005,9.803,0.002,-0.006,0.008
-0.007,-0.0,9.789,-0.023,-0.005,0.004
-0.012,-0.007,9.825,-0.01,-0.013,0.002
0.017,0.004,9.794,0.024,0.009,0.012
0.008,0.0,9.813,-0.002,-0.009,0.002
-0.03,0.011,9.816,0.005,-0.002,0.0
-0.007,0.008,9.785,0.011,0.006,-0.017
-0.007,-0.017,9.81,-0.007,-0.003,0.007
0.005,-0.002,9.796,-0.022,-0.002,0.008
0.005,-0.004,9.454,-0.001,0.02,-0.007
-0.012,-0.019,9.145,0.004,0.008,0.009
0.013,-0.011,8.865,0.022,-0.008,-0.009
-0.007,-0.015,8.62,0.006,-0.0,-0.002
0.004,0.005,8.434,0.007,0.002,-0.005
-0.009,-0.011,8.347,0.01,-0.004,0.016
-0.002,0.023,8.301,-0.002,-0.005,-0.023
0.003,-0.019,8.332,-0.015,0.006,0.003
-0.005,-0.015,8.444,-0.005,-0.017,0.001
-0.003,-0.009,8.636,-0.018,0.01,-0.009
0.004,-0.01,8.86,-0.007,-0.003,0.016
-0.009,0.028,9.159,-0.008,0.001,-0.003
0.01,-0.007,9.472,-0.01,-0.003,-0.009
-0.018,0.01,8.612,0.006,0.002,0.02
-0.0,0.014,10.226,0.006,-0.012,-0.004
-0.003,0.005,10.626,0.02,-0.021,-0.001
0.012,-0.026,10.945,0.018,0.004,-0.003
-0.013,0.004,11.152,-0.001,-0.014,-0.005
-0.003,-0.004,11.268,0.007,-0.009,-0.012
-0.007,0.016,11.273,-0.005,0.012,0.005
0.001,-0.001,11.159,-0.011,-0.001,-0.011
0.02,0.002,10.924,0.005,0.009,0.001
0.003,0.008,10.614,0.018,-0.004,-0.0
0.009,0.015,10.217,0.014,-0.009,0.005
0.022,-0.011,9.796,0.025,0.007,0.004
-0.001,0.004,9.791,0.013,-0.001,0.007
0.017,-0.006,9.803,-0.004,-0.003,0.004
0.012,0.003,9.786,0.015,0.012,0.005
-0.003,-0.015,9.791,0.004,-0.012,-0.01
0.008,-0.0,9.808,-0.004,-0.001,-0.002
-0.01,-0.019,9.804,-0.003,-0.004,-0.006
0.001,-0.018,9.79,-0.006,0.005,0.006
0.002,0.015,9.811,0.004,0.003,0.002
0.001,-0.01,9.797,0.005,-0.018,-0.001
-0.006,-0.002,9.804,-0.003,0.008,-0.007
0.0,0.001,9.797,-0.002,0.016,0.009
0.002,-0.005,9.811,0.004,-0.022,-0.002
0.007,-0.015,9.783,-0.004,-0.008,-0.013
