acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.012,-0.019,9.803,-0.003,0.004,0.008
-0.007,-0.004,9.809,0.006,0.01,0.005
-0.012,-0.01,9.809,0.001,0.004,0.015
-0.007,-0.007,9.807,0.019,-0.001,-0.001
-0.003,0.014,9.812,-0.01,-0.006,-0.005
-0.001,0.003,9.812,-0.004,0.02,0.0
0.002,-0.015,9.784,0.002,-0.0,-0.016
-0.008,0.002,9.805,0.0,-0.008,0.008
-0.003,0.007,9.799,-0.003,-0.016,0.013
-0.008,0.003,9.81,0.0,-0.002,0.007
0.006,-0.006,9.798,-0.003,-0.011,-0.017
-0.007,-0.007,9.535,-0.02,-0.006,-0.012
-0.013,-0.007,9.253,0.002,0.002,-0.005
-0.012,0.01,8.993,-0.004,-0.003,-0.021
-0.009,-0.003,8.786,-0.007,-0.017,0.019
0.012,0.009,8.596,0.003,0.002,0.017
0.013,-0.006,8.461,0.0,0.006,0.002
0.012,0.006,8.356,0.007,0.003,0.015
-0.0,-0.003,8.286,0.016,-0.004,0.0
-0.003,-0.004,8.302,-0.004,-0.003,-0.001
-0.015,0.005,8.352,0.006,-0.003,0.003
0.007,0.02,8.442,0.024,-0.011,-0.01
-0.003,0.001,8.582,0.018,0.009,0.002
-0.013,-0.013,8.792,0.004,-0.012,-0.005
0.009,0.004,9.024,-0.008,0.012,-0.012
0.015,-0.01,9.236,0.014,-0.003,-0.001
0.006,-0.004,9.519,-0.009,0.003,-0.002
0.004,0.002,8.52,0.023,-0.015,0.006
-0.007,0.016,10.096,0.001,0.001,0.016
-0.012,0.007,10.416,0.013,-0.007,-0.005
-0.0,0.009,10.676,0.008,0.005,0.003
-0.005,-0.002,10.92,0.009,-0.008,0.008
0.002,0.005,11.118,0.007,0.01,0.01
0.011,0.007,11.221,-0.008,0.004,0.012
-0.003,0.014,11.286,-0.003,0.001,0.01
0.014,0.022,11.266,0.01,0.002,-0.02
-0.001,0.002,11.238,0.001,0.006,-0.003
0.001,-0.001,11.084,-0.012,0.006,0.008
0.003,0.005,10.913,0.002,0.013,0.004
-0.009,0.0,10.685,-0.002,-0.004,-0.004
-0.017,-0.011,10.408,0.005,0.001,0.009
-0.009,-0.002,10.11,0.0,-0.012,-0.013
-0.002,-0.006,9.792,-0.009,-0.006,0.01
0.006,0.002,9.789,-0.001,0.006,-0.001
0.012,0.013,9.807,-0.003,-0.015,-0.016
-0.005,0.009,9.797,-0.015,-0.006,-0.007
0.011,-0.006,9.816,0.002,-0.03,0.02
-0.01,-0.006,9.808,0.007,0.006,-0.007
0.004,-0.012,9.792,0.003,0.01,0.006
0.005,0.011,9.809,0.006,-0.013,-0.024
