acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.023,-0.003,9.785,0.005,-0.006,0.014
-0.002,0.014,9.78,0.001,-0.013,-0.014
-0.005,0.002,9.812,0.007,-0.003,-0.013
-0.008,0.002,9.797,-0.006,0.004,0.004
0.003,0.004,9.801,-0.003,-0.009,-0.001
0.011,0.023,9.8,-0.021,-0.009,-0.008
-0.002,-0.008,9.79,0.015,-0.008,0.003
0.01,0.008,9.792,0.003,0.002,0.02
-0.005,0.01,9.782,-0.011,-0.018,-0.004
0.0,0.002,9.78,-0.005,0.012,-0.023
-0.008,0.003,9.801,0.0,-0.007,0.015
0.013,-0.003,9.794,-0.016,0.006,-0.002
-0.009,-0.004,9.823,-0.01,0.005,-0.006
0.011,0.003,9.792,-0.002,-0.005,0.006
-0.006,0.008,9.341,0.017,0.015,0.013
-0.001,-0.004,8.925,0.012,0.011,-0.0
-0.022,0.009,8.58,0.021,0.016,-0.007
-0.011,0.0,8.382,-0.014,0.005,-0.005
-0.008,-0.004,8.3,-0.002,0.008,0.001
0.003,-0.014,8.366,-0.001,0.007,0.004
-0.004,0.002,8.596,0.008,0.01,-0.0
0.009,0.01,8.935,0.003,0.002,-0.002
-0.008,0.0,9.322,0.009,0.008,-0.004
0.005,-0.007,8.708,-0.004,-0.009,-0.008
0.025,0.01,10.216,-0.01,-0.006,-0.005
0.005,-0.015,10.613,-0.005,0.014,0.007
0.006,0.007,10.933,-0.017,-0.01,0.007
-0.01,-0.002,11.146,-0.016,0.004,0.013
0.019,0.012,11.276,-0.016,0.017,-0.012
-0.003,0.017,11.27,-0.01,0.005,0.01
0.006,0.008,11.16,0.013,0.002,-0.008
0.0,-0.003,10.938,-0.003,-0.006,-0.004
0.002,-0.011,10.602,-0.01,-0.013,-0.005
-0.004,0.002,10.223,0.006,0.01,-0.009
-0.001,-0.01,9.784,-0.004,-0.007,0.01
0.015,-0.008,9.818,-0.017,0.004,0.004
-0.004,0.007,9.795,-0.012,-0.018,0.005
0.01,0.002,9.79,-0.007,-0.013,0.006
0.019,0.003,9.805,-0.017,-0.002,0.001
-0.007,-0.009,9.794,-0.006,0.007,0.002
-0.01,-0.003,9.799,-0.012,-0.01,0.019
-0.015,-0.01,9.795,0.006,0.015,-0.006
-0.009,-0.013,9.8,-0.018,-0.0,0.016
-0.011,0.01,9.804,0.014,-0.01,-0.004
0.004,0.01,9.81,-0.002,-0.006,-0.001
0.019,0.004,9.807,-0.014,-0.001,-0.002
-0.013,0.002,9.774,0.027,-0.01,0.002
0.001,-0.011,9.795,0.009,0.005,-0.002
-0.007,0.003,9.792,-0.006,-0.004,-0.005
0.005,0.014,9.794,-0.004,-0.012,-0.003
