acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.006,0.003,9.816,0.007,-0.0,-0.001
-0.001,-0.01,9.782,-0.017,-0.018,0.003
-0.029,-0.004,9.807,0.011,-0.013,-0.002
-0.003,0.004,9.795,0.016,-0.014,0.009
-0.005,-0.0,9.805,-0.002,-0.009,-0.006
-0.009,0.022,9.802,0.009,-0.004,0.004
0.002,0.004,9.803,0.001,0.017,0.014
0.002,0.004,9.803,-0.003,0.009,0.009
0.001,-0.001,9.802,0.009,-0.009,-0.01
-0.001,-0.007,9.805,-0.0,-0.012,0.019
-0.001,0.011,9.803,-0.008,0.001,0.001
0.007,0.015,9.798,0.007,0.002,0.004
0.001,-0.008,9.789,-0.01,0.007,0.007
0.021,-0.006,9.799,0.032,-0.011,0.009
0.007,-0.005,9.803,0.0,-0.009,0.004
-0.011,-0.005,9.788,0.021,0.003,0.012
-0.005,-0.002,9.547,-0.004,-0.021,-0.001
0.002,-0.01,9.301,0.001,-0.003,0.026
-0.0,-0.006,9.078,0.009,-0.015,-0.008
-0.004,-0.0,8.878,-0.006,0.009,-0.006
0.016,0.003,8.7,0.014,-0.012,-0.004
-0.016,0.009,8.554,-0.009,-0.013,0.008
-0.001,0.001,8.417,-0.003,-0.003,0.011
-0.004,-0.0,8.346,-0.007,0.003,0.003
0.001,-0.009,8.29,-0.004,0.003,-0.022
0.01,-0.006,8.304,-0.002,-0.001,-0.008
-0.009,0.018,8.338,-0.004,0.011,0.004
0.015,-0.017,8.434,-0.011,0.013,0.009
-0.008,0.02,8.533,-0.001,-0.005,-0.003
0.007,-0.003,8.69,0.013,0.011,-0.002
-0.012,-0.004,8.883,0.002,0.002,-0.002
-0.003,-0.016,9.063,-0.003,-0.0,0.009
0.003,-0.0,9.336,-0.006,-0.001,0.008
0.005,0.01,9.549,-0.003,0.003,-0.002
0.0,-0.007,8.267,-0.009,-0.014,0.008
0.008,-0.015,10.112,-0.001,0.002,0.004
0.01,-0.018,10.412,-0.01,-0.007,-0.013
0.006,-0.014,10.671,0.006,0.018,0.011
0.008,0.008,10.926,-0.005,-0.025,0.012
0.001,0.002,11.09,0.003,0.008,0.011
-0.02,0.012,11.225,-0.002,0.011,-0.004
-0.005,-0.003,11.299,0.003,-0.001,0.009
0.026,0.009,11.285,-0.005,0.005,-0.0
-0.007,0.008,11.232,-0.003,-0.011,0.004
-0.003,0.007,11.091,-0.021,-0.005,-0.014
-0.005,-0.009,10.912,0.006,0.001,0.017
-0.008,0.008,10.683,0.002,-0.012,-0.005
-0.007,0.011,10.416,-0.001,0.009,0.001
-0.004,0.005,10.097,-0.003,0.014,0.002
0.0,-0.01,9.794,-0.001,0.002,-0.0
