acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.004,-0.018,9.778,-0.009,-0.007,0.0
0.009,0.002,9.805,-0.002,-0.005,0.001
-0.005,0.004,9.817,-0.003,-0.006,-0.001
0.009,-0.007,9.793,0.015,-0.002,-0.005
0.006,-0.006,9.789,-0.002,0.012,-0.009
0.012,-0.006,9.803,-0.003,0.0,-0.013
-0.001,0.004,9.811,-0.002,0.001,0.005
-0.01,0.019,9.793,-0.006,-0.004,-0.011
-0.008,-0.011,9.798,0.027,-0.012,-0.012
0.002,-0.006,9.805,-0.014,-0.012,0.001
-0.005,0.007,9.807,0.002,-0.002,-0.014
0.004,0.013,9.481,-0.002,-0.008,-0.008
0.007,0.01,9.17,0.009,-0.003,0.005
0.011,0.015,8.906,-0.013,0.013,0.01
0.002,-0.004,8.696,0.006,-0.006,-0.008
-0.003,0.002,8.518,0.004,0.002,0.015
0.007,-0.029,8.35,-0.002,0.018,-0.016
0.004,0.0,8.294,-0.02,-0.013,0.011
0.007,0.022,8.307,0.014,0.009,0.007
-0.009,-0.005,8.381,0.011,-0.012,0.008
0.022,-0.02,8.505,0.004,-0.008,-0.011
0.001,0.008,8.689,0.009,0.002,0.009
-0.026,0.002,8.913,-0.009,0.004,0.03
-0.009,-0.018,9.193,-0.003,0.003,0.021
0.007,-0.003,9.49,-0.022,-0.003,-0.003
-0.015,0.003,8.854,0.001,-0.002,0.007
-0.008,-0.021,10.053,-0.004,-0.012,-0.013
0.003,-0.016,10.253,-0.006,0.004,0.008
0.011,-0.014,10.493,-0.017,-0.007,0.014
-0.011,-0.012,10.678,0.008,0.017,-0.011
-0.013,0.019,10.853,-0.006,0.002,0.02
-0.001,0.002,11.016,-0.001,0.009,0.005
-0.014,0.005,11.144,-0.001,0.007,0.011
-0.013,-0.013,11.237,0.033,-0.015,0.011
-0.023,-0.016,11.281,0.017,-0.007,-0.02
-0.014,-0.005,11.316,0.005,-0.001,-0.001
0.003,0.001,11.292,0.0,-0.002,0.009
0.015,-0.011,11.228,-0.006,0.012,0.007
0.001,-0.005,11.137,0.005,-0.021,-0.003
-0.011,-0.007,11.006,0.003,-0.001,0.024
-0.007,-0.014,10.859,0.01,-0.002,0.013
0.013,-0.004,10.662,-0.011,-0.002,0.016
0.003,-0.014,10.477,0.013,-0.018,-0.009
-0.012,-0.0,10.269,0.012,-0.002,0.007
-0.007,-0.003,10.034,-0.018,0.001,-0.005
-0.001,0.016,9.813,-0.002,-0.021,0.012
-0.006,0.006,9.797,0.005,0.017,0.011
0.003,0.014,9.789,-0.005,-0.004,-0.001
0.016,-0.02,9.807,0.008,-0.015,-0.019
-0.004,0.02,9.797,0.006,0.012,-0.001
