acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.013,0.005,9.789,-0.005,-0.002,0.004
-0.006,-0.027,9.784,0.008,-0.002,-0.013
-0.013,-0.005,9.794,-0.005,0.013,-0.017
0.009,-0.009,9.806,0.011,0.013,0.005
0.013,-0.014,9.804,0.003,-0.003,-0.001
-0.013,0.019,9.797,-0.001,0.005,-0.011
-0.007,-0.001,9.819,-0.006,-0.017,0.007
-0.019,0.007,9.774,0.001,-0.006,-0.004
-0.003,0.005,9.776,-0.002,-0.012,0.007
-0.005,0.007,9.808,0.009,0.008,0.013
0.009,-0.02,9.814,0.006,-0.016,-0.01
-0.004,0.006,9.807,0.004,-0.015,-0.011
-0.002,0.013,9.801,0.02,-0.012,-0.012
0.014,-0.004,9.797,0.0,-0.008,0.002
0.008,0.001,9.808,-0.005,-0.019,0.014
0.005,0.007,9.797,0.013,0.003,0.001
-0.004,-0.02,9.416,0.006,-0.012,-0.003
-0.001,0.006,9.037,0.007,0.004,0.004
-0.002,-0.013,8.748,-0.007,0.018,0.01
0.006,-0.005,8.5,-0.012,0.008,-0.01
-0.012,0.018,8.354,0.006,-0.003,-0.007
-0.005,0.005,8.295,0.01,0.001,-0.004
-0.006,-0.011,8.35,-0.004,-0.012,0.004
-0.001,-0.005,8.514,-0.01,0.02,-0.007
0.006,0.023,8.733,-0.011,0.012,-0.006
0.012,-0.015,9.029,-0.0,-0.007,0.002
-0.009,0.018,9.415,0.001,-0.015,0.0
-0.007,-0.009,8.834,-0.008,-0.011,0.006
-0.014,-0.015,10.184,0.0,0.013,0.006
0.001,-0.018,10.557,-0.003,-0.016,-0.002
0.001,-0.003,10.874,0.022,-0.004,-0.002
0.012,-0.005,11.101,0.0,-0.01,0.006
-0.019,-0.008,11.249,0.003,0.011,-0.006
-0.005,0.005,11.31,-0.01,0.007,0.011
-0.0,0.008,11.246,0.004,0.003,0.002
0.015,0.001,11.098,-0.009,0.027,0.005
0.002,-0.002,10.862,0.01,-0.01,0.012
0.004,-0.011,10.553,-0.003,0.003,0.006
-0.023,-0.003,10.193,-0.006,-0.004,-0.0
-0.005,-0.012,9.816,-0.006,-0.007,0.011
0.009,0.012,9.798,0.005,-0.007,0.011
0.01,0.006,9.792,0.003,0.005,0.001
-0.019,-0.014,9.786,-0.005,0.008,-0.018
0.006,-0.01,9.798,-0.015,-0.0,-0.023
-0.013,0.005,9.816,0.004,0.016,0.026
0.012,-0.019,9.793,-0.021,0.017,0.005
-0.002,-0.009,9.811,-0.001,-0.003,0.008
-0.005,0.004,9.795,-0.006,-0.007,-0.001
-0.019,0.012,9.782,0.008,0.008,-0.015
0.005,0.009,9.78,-0.006,0.013,0.001
