acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.001,0.005,9.807,0.012,-0.002,-0.003
-0.008,-0.003,9.803,0.014,-0.008,0.013
0.005,-0.009,9.794,-0.01,-0.017,0.002
0.005,0.006,9.787,0.001,-0.019,0.001
-0.002,0.001,9.803,-0.007,-0.008,-0.006
0.003,0.011,9.804,-0.002,-0.008,-0.011
-0.026,-0.005,9.805,0.016,0.013,-0.001
-0.017,-0.004,9.789,0.006,-0.02,0.001
0.008,0.004,9.792,0.003,-0.002,0.01
0.004,0.009,9.818,0.004,-0.013,-0.005
0.003,0.006,9.803,-0.025,0.0,0.01
0.005,0.008,9.81,-0.013,0.006,0.018
-0.005,-0.001,9.804,-0.002,0.015,0.018
0.003,-0.009,9.808,-0.003,0.003,0.019
0.001,0.004,9.802,-0.001,0.006,0.007
-0.012,0.002,9.809,0.01,-0.018,-0.009
-0.003,-0.005,9.4,-0.011,0.014,0.005
-0.022,0.018,9.05,0.01,0.013,-0.004
-0.01,-0.019,8.723,0.011,0.01,-0.008
-0.009,0.013,8.483,0.002,0.02,-0.009
0.004,-0.016,8.352,0.017,0.011,-0.005
0.01,0.006,8.294,-0.012,0.002,-0.019
-0.026,0.011,8.336,0.0,-0.001,-0.002
-0.003,0.012,8.485,0.0,-0.008,-0.004
-0.011,0.003,8.755,-0.014,-0.003,0.011
-0.002,0.005,9.048,0.002,0.002,0.008
-0.006,-0.012,9.436,0.001,-0.002,0.001
0.002,0.001,8.224,0.003,-0.008,0.002
0.005,-0.005,10.059,-0.011,-0.015,0.003
0.003,-0.005,10.339,0.016,-0.011,-0.002
0.004,-0.005,10.585,0.011,-0.008,0.005
-0.0,0.007,10.804,-0.009,0.006,-0.016
0.005,-0.004,11.003,-0.022,0.008,-0.008
0.003,0.002,11.127,-0.009,-0.002,0.004
0.012,-0.005,11.234,0.007,0.005,0.001
0.008,0.0,11.294,0.01,-0.015,-0.023
0.001,0.003,11.301,0.018,-0.012,0.017
-0.01,-0.004,11.239,-0.009,0.015,-0.014
0.014,0.001,11.153,0.004,-0.013,0.008
-0.003,-0.009,11.001,0.011,0.006,0.012
0.0,-0.001,10.814,0.005,-0.004,-0.011
0.012,-0.016,10.588,0.014,0.002,-0.006
0.003,0.009,10.347,0.0,-0.025,-0.007
-0.016,-0.001,10.082,0.001,0.015,-0.005
0.012,0.013,9.809,0.0,0.001,-0.021
0.01,-0.015,9.797,0.008,-0.003,0.016
-0.01,0.007,9.813,0.016,-0.022,0.019
0.01,-0.02,9.807,-0.004,0.01,0.007
-0.0,0.015,9.809,0.001,0.003,0.011
0.011,0.021,9.798,0.006,0.005,0.007
