acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.008,-0.001,9.784,-0.007,0.0,-0.019
-0.003,0.017,9.824,-0.0,-0.006,0.004
0.017,0.004,9.808,0.01,-0.007,-0.019
0.002,-0.015,9.812,-0.002,-0.019,-0.004
-0.002,0.016,9.785,0.007,0.001,0.002
0.005,-0.016,9.808,-0.015,-0.004,0.006
-0.002,-0.009,9.807,-0.01,0.016,0.003
0.001,0.001,9.798,0.005,-0.018,0.019
-0.012,0.007,9.812,0.013,0.009,0.007
0.021,-0.012,9.802,0.01,0.001,-0.004
0.003,0.012,9.794,-0.014,0.007,0.004
-0.016,-0.003,9.805,0.033,-0.004,0.015
-0.002,0.004,9.8,0.009,0.022,-0.009
-0.012,-0.005,9.817,0.008,-0.007,0.001
-0.002,0.001,9.8,-0.006,-0.01,-0.014
0.024,0.007,9.812,0.021,-0.013,0.015
0.007,-0.011,9.455,0.014,0.007,0.012
-0.018,-0.005,9.097,-0.005,-0.007,-0.005
-0.004,-0.008,8.801,-0.024,-0.009,-0.004
0.0,-0.005,8.593,0.001,0.007,-0.009
-0.012,0.004,8.4,0.002,0.011,-0.006
-0.005,-0.02,8.301,-0.001,-0.001,0.002
0.007,-0.004,8.312,-0.01,0.013,-0.008
-0.007,-0.009,8.401,-0.003,-0.007,-0.017
0.007,0.009,8.574,-0.002,-0.03,0.01
-0.002,0.006,8.818,-0.0,-0.002,0.028
0.002,0.002,9.098,-0.016,-0.003,0.001
-0.006,0.002,9.441,0.006,0.01,-0.006
-0.008,-0.006,8.502,-0.007,0.008,0.014
0.008,-0.019,10.239,0.005,-0.001,-0.006
-0.001,-0.01,10.671,-0.032,0.001,0.003
0.0,0.003,11.022,0.011,-0.003,0.011
-0.01,0.013,11.236,-0.005,-0.004,0.007
0.003,-0.002,11.289,0.015,0.0,-0.02
-0.007,-0.011,11.228,-0.016,-0.003,0.003
0.003,0.013,11.014,0.001,0.017,-0.004
-0.013,-0.001,10.684,0.008,0.013,0.012
0.015,0.012,10.282,-0.009,0.002,0.01
0.006,0.017,9.792,0.005,0.001,-0.014
0.017,0.015,9.804,0.005,-0.006,-0.005
0.018,0.002,9.793,-0.007,0.002,-0.002
-0.025,0.002,9.788,0.001,-0.008,0.001
0.0,-0.005,9.781,0.003,-0.004,0.016
-0.011,0.001,9.801,-0.006,0.002,-0.011
-0.002,-0.023,9.795,0.006,0.002,-0.008
0.009,-0.002,9.786,-0.003,-0.009,0.001
0.004,0.003,9.817,-0.008,0.015,0.001
-0.004,-0.003,9.812,0.008,-0.006,-0.001
0.001,-0.013,9.801,0.001,0.023,0.004
0.011,0.009,9.792,0.003,0.001,0.006
