acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.003,0.001,9.796,0.004,-0.007,0.005
-0.004,-0.006,9.803,0.016,0.002,0.007
0.005,0.013,9.81,0.006,0.009,0.004
0.006,-0.008,9.82,-0.003,-0.005,0.007
0.012,0.002,9.809,0.003,-0.005,-0.005
0.016,-0.009,9.811,-0.007,0.008,0.016
-0.005,-0.001,9.794,-0.005,-0.004,0.013
0.006,0.002,9.8,0.007,-0.003,0.007
-0.019,-0.011,9.79,-0.003,-0.007,-0.003
-0.006,0.011,9.778,-0.016,0.002,-0.007
0.0,0.006,9.799,0.015,0.007,-0.005
-0.005,-0.011,9.792,0.002,0.005,0.0
0.004,-0.006,9.807,0.003,-0.001,-0.01
-0.01,-0.014,9.366,-0.014,0.026,0.009
-0.006,0.004,8.984,0.007,-0.008,-0.005
0.001,0.007,8.683,0.004,0.003,-0.005
0.004,-0.001,8.445,-0.004,-0.002,0.007
0.013,-0.008,8.321,0.003,0.007,-0.002
-0.012,0.012,8.3,0.0,0.007,0.018
0.008,-0.012,8.437,0.008,0.01,0.001
-0.0,0.004,8.647,-0.004,0.006,0.013
-0.014,0.003,8.992,0.012,0.0,-0.004
0.001,-0.008,9.387,0.001,0.005,0.011
0.01,0.008,8.717,0.0,-0.001,-0.005
-0.007,-0.006,10.267,-0.001,0.0,0.013
-0.011,0.002,10.668,-0.002,0.005,-0.02
-0.001,-0.012,11.023,-0.009,-0.017,-0.003
-0.005,0.004,11.229,0.01,0.006,0.005
0.001,-0.001,11.302,0.008,0.012,-0.002
0.004,-0.009,11.236,-0.013,0.006,-0.005
0.001,-0.01,11.02,0.013,0.023,-0.011
0.003,0.005,10.684,0.002,-0.016,-0.004
-0.004,0.005,10.267,-0.003,0.003,-0.008
-0.002,-0.014,9.803,0.007,-0.002,-0.014
-0.005,0.009,9.825,-0.009,-0.004,0.002
-0.004,-0.014,9.812,-0.006,-0.001,0.006
-0.002,0.021,9.801,-0.009,-0.017,0.012
0.0,-0.008,9.799,-0.0,0.0,0.002
-0.005,0.007,9.802,0.001,0.008,-0.0
-0.004,0.005,9.797,0.008,0.011,-0.006
-0.004,0.016,9.796,-0.012,0.001,-0.003
-0.002,0.01,9.795,-0.004,-0.004,-0.016
0.013,0.006,9.793,0.006,0.009,-0.003
0.011,-0.007,9.807,-0.007,0.001,-0.004
0.015,-0.007,9.8,-0.019,0.004,0.007
-0.017,0.009,9.789,-0.014,0.0,0.005
0.012,0.001,9.798,0.006,0.011,-0.017
-0.001,-0.006,9.801,0.019,-0.012,0.014
-0.013,0.006,9.809,0.005,-0.024,-0.008
0.004,0.006,9.804,0.006,0.003,0.003
