acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.017,0.002,9.796,-0.007,-0.003,-0.005
0.01,0.004,9.806,-0.0,0.005,-0.008
0.002,-0.013,9.823,0.018,0.009,-0.01
0.001,-0.006,9.801,0.008,0.005,-0.01
-0.01,-0.019,9.802,-0.003,0.003,-0.008
-0.003,-0.002,9.81,-0.011,-0.017,0.001
-0.02,-0.002,9.817,0.005,-0.015,-0.016
0.017,-0.018,9.821,-0.001,-0.016,0.002
0.007,-0.003,9.804,0.004,-0.009,-0.005
-0.013,0.003,9.796,-0.013,0.007,-0.002
-0.017,-0.005,9.81,0.002,-0.013,-0.003
-0.015,-0.017,9.793,-0.015,-0.0,-0.008
-0.002,0.0,9.805,0.019,-0.008,-0.002
-0.014,-0.011,9.542,0.003,-0.015,-0.009
-0.002,-0.008,9.295,0.015,0.02,0.004
0.01,-0.011,9.044,-0.008,-0.01,-0.008
-0.012,0.001,8.852,0.003,0.011,-0.007
0.006,0.014,8.666,0.01,0.019,-0.004
0.014,0.004,8.515,0.001,-0.009,-0.004
-0.004,0.011,8.387,-0.009,-0.023,-0.007
0.002,-0.012,8.318,-0.006,0.007,-0.003
0.013,-0.002,8.31,-0.014,-0.014,0.011
0.0,-0.008,8.316,0.008,0.008,-0.015
0.003,0.006,8.402,0.015,0.002,-0.008
0.002,0.019,8.511,-0.007,-0.0,-0.008
-0.0,-0.003,8.641,0.026,0.001,0.013
-0.01,0.01,8.838,-0.004,-0.003,0.005
-0.004,-0.013,9.068,-0.006,0.001,-0.002
0.004,0.005,9.284,-0.006,-0.013,0.011
0.015,0.011,9.543,0.009,0.01,0.006
-0.005,0.018,8.389,-0.0,0.005,0.003
0.005,-0.002,10.049,0.008,0.005,0.014
0.021,0.012,10.282,-0.006,0.011,-0.002
-0.005,-0.008,10.494,-0.004,-0.0,-0.008
0.001,0.009,10.715,-0.008,0.004,-0.005
-0.004,0.004,10.896,0.001,0.008,0.005
-0.009,-0.018,11.057,0.002,-0.009,0.001
0.006,0.001,11.167,0.004,-0.0,-0.006
-0.004,-0.005,11.25,-0.025,0.002,-0.024
-0.005,-0.012,11.295,-0.008,-0.007,-0.017
0.013,0.016,11.284,-0.009,-0.004,-0.003
0.022,-0.002,11.268,-0.011,-0.027,-0.004
-0.01,-0.003,11.174,-0.008,0.004,-0.008
0.017,0.014,11.046,-0.007,0.002,0.001
0.003,-0.003,10.911,0.014,-0.007,-0.005
0.005,0.007,10.722,0.001,0.005,0.002
0.004,0.015,10.51,0.013,0.004,-0.002
0.006,-0.009,10.279,0.009,0.008,0.013
-0.009,0.0,10.051,0.004,-0.005,-0.009
-0.001,-0.024,9.822,0.023,0.005,-0.005
