acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.0,0.296,9.803,0.001,0.112,-0.006
0.065,0.277,9.825,0.018,0.095,-0.005
0.114,0.278,9.851,0.028,0.107,0.004
0.194,0.29,9.857,0.027,0.099,-0.002
0.236,0.245,9.904,0.043,0.089,-0.005
0.303,0.224,9.917,0.029,0.088,-0.006
0.341,0.226,9.942,0.062,0.064,-0.006
0.389,0.204,9.963,0.074,0.079,-0.004
0.425,0.163,9.966,0.091,0.047,-0.0
0.454,0.131,9.979,0.09,0.037,0.002
0.473,0.093,9.978,0.088,0.05,0.001
0.486,0.057,9.994,0.109,0.016,-0.002
0.485,0.012,10.031,0.123,0.01,0.003
0.493,-0.028,10.004,0.099,-0.002,0.0
0.476,-0.063,10.005,0.112,-0.009,-0.001
0.486,-0.084,9.966,0.081,-0.038,-0.007
0.447,-0.121,9.981,0.102,-0.052,-0.022
0.419,-0.161,9.98,0.104,-0.044,-0.007
0.391,-0.213,9.939,0.087,-0.065,-0.008
0.357,-0.221,9.922,0.063,-0.081,-0.0
0.293,-0.231,9.937,0.064,-0.102,-0.014
0.246,-0.285,9.899,0.035,-0.071,-0.014
0.174,-0.29,9.887,0.027,-0.075,-0.011
0.112,-0.283,9.86,0.03,-0.094,0.017
0.065,-0.309,9.824,0.023,-0.111,-0.002
0.003,-0.304,9.813,0.002,-0.1,0.022
-0.061,-0.283,9.776,-0.011,-0.095,0.005
-0.115,-0.288,9.764,-0.031,-0.094,0.005
-0.176,-0.272,9.721,-0.033,-0.112,-0.015
-0.242,-0.27,9.704,-0.055,-0.075,-0.001
-0.309,-0.246,9.695,-0.057,-0.076,0.028
-0.354,-0.212,9.668,-0.068,-0.075,-0.009
-0.378,-0.176,9.64,-0.083,-0.054,0.008
-0.412,-0.157,9.627,-0.078,-0.059,-0.0
-0.442,-0.109,9.617,-0.098,-0.06,-0.004
-0.488,-0.097,9.628,-0.096,-0.019,0.013
-0.477,-0.05,9.611,-0.1,-0.029,0.005
-0.489,-0.01,9.597,-0.107,0.005,-0.001
-0.515,0.01,9.583,-0.074,0.006,0.003
-0.487,0.048,9.587,-0.107,0.03,0.003
-0.462,0.093,9.596,-0.097,0.033,0.013
-0.442,0.111,9.616,-0.095,0.041,0.001
-0.423,0.152,9.628,-0.095,0.052,0.013
-0.391,0.195,9.639,-0.092,0.059,-0.0
-0.367,0.21,9.662,-0.057,0.072,0.007
-0.28,0.265,9.707,-0.086,0.067,-0.008
-0.263,0.268,9.703,-0.047,0.098,0.002
-0.185,0.274,9.71,-0.039,0.092,-0.015
-0.14,0.308,9.767,-0.019,0.083,0.005
-0.067,0.299,9.781,-0.012,0.092,0.002
