acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.015,0.286,9.825,-0.013,0.098,-0.009
0.039,0.304,9.826,0.017,0.102,0.006
0.117,0.292,9.863,0.023,0.097,-0.007
0.19,0.285,9.882,0.037,0.095,0.012
0.241,0.272,9.916,0.046,0.084,0.003
0.292,0.252,9.92,0.073,0.072,-0.001
0.343,0.212,9.956,0.055,0.071,-0.011
0.377,0.195,9.954,0.079,0.062,-0.013
0.422,0.159,9.966,0.088,0.053,-0.005
0.449,0.128,9.989,0.089,0.038,-0.004
0.458,0.091,9.98,0.109,0.017,0.001
0.507,0.064,9.983,0.105,0.005,0.003
0.487,0.02,10.0,0.084,0.002,0.008
0.495,-0.014,10.006,0.116,-0.008,-0.017
0.503,-0.052,9.998,0.097,-0.005,0.001
0.492,-0.107,9.976,0.108,-0.018,0.003
0.46,-0.138,9.966,0.099,-0.047,0.015
0.412,-0.163,9.955,0.071,-0.059,0.013
0.382,-0.201,9.964,0.061,-0.069,0.019
0.347,-0.218,9.943,0.062,-0.067,0.019
0.296,-0.257,9.917,0.051,-0.075,-0.005
0.247,-0.263,9.9,0.04,-0.085,0.011
0.184,-0.274,9.889,0.035,-0.085,-0.0
0.11,-0.304,9.845,0.008,-0.084,0.002
0.07,-0.281,9.823,0.014,-0.109,0.007
-0.001,-0.295,9.784,-0.025,-0.083,0.003
-0.063,-0.275,9.765,-0.016,-0.097,-0.004
-0.132,-0.284,9.733,-0.006,-0.087,-0.013
-0.188,-0.288,9.739,-0.036,-0.086,-0.018
-0.243,-0.267,9.695,-0.043,-0.078,0.0
-0.299,-0.252,9.701,-0.071,-0.079,-0.003
-0.343,-0.225,9.65,-0.076,-0.074,-0.01
-0.382,-0.19,9.637,-0.072,-0.069,0.004
-0.419,-0.172,9.637,-0.077,-0.045,0.022
-0.463,-0.12,9.614,-0.077,-0.023,0.017
-0.463,-0.086,9.603,-0.094,-0.041,0.024
-0.489,-0.046,9.603,-0.108,-0.019,-0.012
-0.488,0.002,9.601,-0.107,-0.01,-0.014
-0.496,0.015,9.585,-0.107,0.002,-0.025
-0.493,0.053,9.616,-0.084,0.015,-0.001
-0.467,0.095,9.624,-0.101,0.015,-0.0
-0.452,0.124,9.622,-0.093,0.041,-0.003
-0.433,0.155,9.633,-0.08,0.055,-0.013
-0.382,0.177,9.637,-0.073,0.066,0.016
-0.342,0.238,9.673,-0.074,0.071,-0.007
-0.311,0.251,9.678,-0.062,0.085,0.003
-0.253,0.256,9.706,-0.066,0.089,0.005
-0.189,0.265,9.72,-0.048,0.098,-0.018
-0.136,0.297,9.757,-0.008,0.095,-0.01
-0.062,0.306,9.765,-0.019,0.067,0.007
