acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.027,0.289,9.797,0.009,0.099,-0.011
0.086,0.294,9.833,0.02,0.113,0.012
0.117,0.283,9.852,0.013,0.108,0.007
0.171,0.282,9.877,0.04,0.096,0.028
0.251,0.25,9.895,0.041,0.089,0.001
0.303,0.242,9.932,0.059,0.067,-0.011
0.352,0.222,9.948,0.077,0.062,-0.002
0.399,0.2,9.944,0.052,0.051,-0.004
0.429,0.151,9.959,0.078,0.05,0.003
0.45,0.126,9.971,0.095,0.05,0.014
0.475,0.1,9.989,0.083,0.014,0.02
0.481,0.068,10.005,0.096,0.038,0.013
0.503,0.05,9.997,0.107,0.015,0.002
0.519,-0.012,9.997,0.094,-0.01,0.004
0.497,-0.06,9.996,0.102,-0.027,-0.008
0.473,-0.076,9.993,0.087,-0.039,-0.007
0.449,-0.133,9.99,0.095,-0.046,0.007
0.419,-0.162,9.982,0.091,-0.067,-0.002
0.378,-0.164,9.949,0.086,-0.058,-0.007
0.354,-0.205,9.946,0.05,-0.075,0.003
0.298,-0.248,9.911,0.065,-0.073,-0.017
0.234,-0.249,9.891,0.057,-0.086,0.008
0.178,-0.291,9.873,0.039,-0.085,0.004
0.124,-0.291,9.842,0.03,-0.103,-0.007
0.064,-0.285,9.832,-0.005,-0.103,0.007
0.009,-0.303,9.807,-0.009,-0.111,-0.005
-0.071,-0.293,9.786,-0.001,-0.105,0.005
-0.138,-0.281,9.752,-0.03,-0.096,0.013
-0.196,-0.294,9.734,-0.042,-0.097,-0.003
-0.227,-0.258,9.693,-0.079,-0.079,0.01
-0.286,-0.242,9.682,-0.065,-0.077,0.026
-0.342,-0.23,9.664,-0.065,-0.067,0.011
-0.397,-0.195,9.641,-0.079,-0.055,0.003
-0.415,-0.17,9.623,-0.099,-0.061,-0.012
-0.457,-0.135,9.627,-0.08,-0.058,0.019
-0.485,-0.095,9.602,-0.087,-0.017,0.008
-0.496,-0.054,9.611,-0.084,-0.012,0.005
-0.49,-0.009,9.598,-0.096,0.005,-0.002
-0.509,0.023,9.594,-0.09,0.014,0.017
-0.506,0.07,9.622,-0.093,0.021,0.002
-0.48,0.083,9.601,-0.095,0.025,0.017
-0.451,0.136,9.608,-0.091,0.045,0.001
-0.412,0.168,9.626,-0.069,0.07,0.005
-0.371,0.175,9.63,-0.06,0.067,0.012
-0.326,0.215,9.673,-0.073,0.074,0.0
-0.31,0.245,9.675,-0.047,0.097,-0.007
-0.261,0.264,9.699,-0.045,0.102,-0.005
-0.167,0.299,9.738,-0.036,0.101,0.006
-0.13,0.282,9.753,-0.024,0.095,0.005
-0.044,0.297,9.755,-0.013,0.097,-0.003
