acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.017,0.288,9.793,-0.001,0.104,0.019
0.042,0.283,9.829,-0.003,0.1,-0.01
0.137,0.303,9.839,0.022,0.095,-0.013
0.182,0.288,9.874,0.037,0.096,0.001
0.237,0.26,9.899,0.031,0.087,0.001
0.307,0.237,9.924,0.07,0.068,0.008
0.367,0.231,9.931,0.054,0.09,-0.01
0.375,0.187,9.945,0.072,0.069,0.002
0.426,0.153,9.972,0.091,0.065,0.007
0.442,0.124,9.988,0.087,0.058,-0.008
0.465,0.103,9.98,0.09,0.025,0.005
0.488,0.06,10.001,0.1,0.009,0.015
0.492,0.028,10.008,0.107,0.026,-0.001
0.501,-0.004,10.006,0.12,-0.008,0.01
0.492,-0.055,10.023,0.106,-0.025,-0.005
0.478,-0.096,9.997,0.094,-0.026,0.005
0.467,-0.116,9.994,0.077,-0.043,0.009
0.443,-0.149,9.971,0.079,-0.049,0.007
0.386,-0.196,9.963,0.063,-0.058,0.007
0.338,-0.221,9.941,0.07,-0.097,0.009
0.306,-0.224,9.92,0.041,-0.105,-0.005
0.266,-0.247,9.9,0.032,-0.085,0.009
0.186,-0.292,9.869,0.035,-0.086,-0.007
0.112,-0.281,9.846,0.029,-0.103,-0.002
0.054,-0.307,9.827,0.017,-0.103,-0.003
-0.015,-0.308,9.814,-0.022,-0.128,0.001
-0.069,-0.301,9.801,-0.015,-0.108,-0.016
-0.131,-0.293,9.754,-0.043,-0.101,0.019
-0.171,-0.274,9.748,-0.047,-0.078,0.006
-0.246,-0.278,9.704,-0.035,-0.087,0.0
-0.304,-0.262,9.695,-0.08,-0.087,-0.012
-0.325,-0.225,9.659,-0.096,-0.056,-0.008
-0.394,-0.174,9.65,-0.059,-0.054,-0.015
-0.419,-0.148,9.625,-0.089,-0.053,0.006
-0.458,-0.114,9.63,-0.076,-0.05,-0.003
-0.501,-0.103,9.609,-0.095,-0.028,-0.005
-0.508,-0.047,9.621,-0.089,-0.011,0.01
-0.498,-0.029,9.61,-0.108,-0.009,0.002
-0.503,0.029,9.596,-0.105,-0.008,-0.026
-0.493,0.053,9.593,-0.08,0.005,0.009
-0.461,0.078,9.601,-0.098,0.035,-0.011
-0.449,0.137,9.603,-0.081,0.036,0.006
-0.436,0.162,9.625,-0.072,0.054,-0.005
-0.378,0.18,9.652,-0.093,0.068,-0.001
-0.341,0.224,9.648,-0.066,0.083,0.016
-0.287,0.23,9.669,-0.057,0.096,0.01
-0.242,0.253,9.695,-0.057,0.081,0.003
-0.198,0.274,9.721,-0.024,0.102,-0.002
-0.132,0.276,9.75,-0.028,0.094,-0.008
-0.083,0.287,9.792,-0.024,0.112,-0.02
