acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.013,0.296,9.826,-0.008,0.107,-0.004
0.049,0.293,9.824,0.016,0.084,-0.016
0.114,0.302,9.852,0.033,0.094,0.004
0.179,0.274,9.875,0.051,0.081,0.003
0.231,0.255,9.907,0.052,0.073,0.004
0.298,0.225,9.92,0.062,0.069,0.002
0.352,0.213,9.943,0.084,0.086,-0.007
0.388,0.175,9.939,0.082,0.07,-0.007
0.429,0.152,9.976,0.077,0.029,0.01
0.446,0.124,9.994,0.099,0.054,0.009
0.474,0.088,9.999,0.09,0.01,0.001
0.484,0.061,9.984,0.087,0.031,0.003
0.495,0.033,9.997,0.093,0.028,-0.012
0.499,-0.014,10.003,0.098,-0.01,-0.001
0.487,-0.048,10.005,0.103,-0.016,-0.007
0.456,-0.086,9.996,0.097,-0.037,0.015
0.456,-0.139,9.988,0.092,-0.043,-0.008
0.43,-0.169,9.976,0.067,-0.048,-0.004
0.382,-0.185,9.964,0.067,-0.073,0.001
0.343,-0.22,9.932,0.081,-0.074,-0.005
0.282,-0.245,9.914,0.044,-0.076,-0.012
0.237,-0.251,9.909,0.049,-0.097,0.006
0.196,-0.275,9.895,0.035,-0.086,-0.002
0.132,-0.295,9.854,0.018,-0.082,0.017
0.045,-0.306,9.83,0.01,-0.095,0.007
0.019,-0.305,9.794,0.0,-0.091,0.009
-0.054,-0.301,9.764,-0.018,-0.107,0.009
-0.127,-0.284,9.744,-0.051,-0.095,0.005
-0.165,-0.267,9.73,-0.032,-0.095,0.003
-0.236,-0.267,9.707,-0.049,-0.095,-0.002
-0.278,-0.235,9.688,-0.061,-0.063,-0.022
-0.333,-0.215,9.664,-0.07,-0.091,0.01
-0.377,-0.196,9.631,-0.074,-0.051,-0.006
-0.444,-0.159,9.637,-0.078,-0.045,0.007
-0.46,-0.131,9.615,-0.078,-0.022,-0.011
-0.486,-0.079,9.611,-0.113,-0.033,0.017
-0.487,-0.058,9.594,-0.101,-0.015,0.009
-0.512,-0.005,9.587,-0.097,-0.009,0.0
-0.511,0.009,9.596,-0.106,0.008,-0.009
-0.491,0.043,9.617,-0.086,-0.006,0.013
-0.459,0.079,9.603,-0.09,0.02,-0.004
-0.442,0.139,9.628,-0.083,0.033,-0.0
-0.415,0.173,9.633,-0.077,0.022,0.001
-0.376,0.183,9.63,-0.08,0.071,0.004
-0.333,0.215,9.662,-0.066,0.063,0.0
-0.303,0.241,9.682,-0.065,0.085,0.008
-0.248,0.259,9.712,-0.039,0.105,-0.004
-0.204,0.28,9.736,-0.03,0.066,-0.0
-0.14,0.284,9.74,-0.039,0.086,-0.007
-0.072,0.308,9.778,-0.02,0.091,-0.002
