acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.001,0.301,9.799,-0.015,0.112,-0.006
0.061,0.315,9.838,0.018,0.083,0.011
0.131,0.294,9.871,0.027,0.093,-0.009
0.181,0.289,9.865,0.057,0.087,0.014
0.233,0.258,9.895,0.057,0.084,0.009
0.279,0.249,9.938,0.059,0.074,0.013
0.352,0.22,9.943,0.062,0.072,-0.001
0.377,0.191,9.947,0.063,0.062,0.0
0.435,0.164,9.975,0.087,0.054,-0.011
0.467,0.113,9.976,0.093,0.029,0.008
0.477,0.088,9.992,0.087,0.048,0.006
0.5,0.06,10.003,0.096,0.027,0.005
0.501,0.014,10.017,0.094,0.008,0.005
0.486,-0.018,10.0,0.101,-0.01,-0.009
0.485,-0.071,10.005,0.113,-0.016,0.01
0.486,-0.099,9.984,0.087,-0.037,-0.014
0.449,-0.111,9.99,0.072,-0.041,0.01
0.428,-0.164,9.962,0.101,-0.05,-0.009
0.362,-0.188,9.948,0.08,-0.057,-0.011
0.361,-0.217,9.941,0.062,-0.077,-0.007
0.3,-0.247,9.933,0.06,-0.084,-0.012
0.238,-0.254,9.914,0.042,-0.088,0.014
0.193,-0.272,9.874,0.038,-0.098,-0.005
0.121,-0.272,9.856,0.02,-0.105,0.0
0.062,-0.302,9.831,0.005,-0.098,-0.001
0.0,-0.296,9.811,0.007,-0.089,0.008
-0.062,-0.271,9.782,-0.013,-0.1,-0.015
-0.129,-0.286,9.757,-0.011,-0.105,0.001
-0.182,-0.278,9.736,-0.052,-0.082,0.005
-0.239,-0.266,9.704,-0.042,-0.08,0.003
-0.304,-0.252,9.692,-0.07,-0.094,0.011
-0.347,-0.225,9.672,-0.073,-0.066,0.011
-0.386,-0.186,9.655,-0.08,-0.07,-0.001
-0.434,-0.151,9.628,-0.087,-0.086,-0.008
-0.452,-0.126,9.605,-0.091,-0.038,0.0
-0.469,-0.076,9.615,-0.088,-0.025,0.011
-0.498,-0.063,9.614,-0.11,-0.011,-0.003
-0.486,-0.009,9.584,-0.106,-0.036,0.009
-0.502,0.024,9.594,-0.122,-0.009,-0.016
-0.524,0.054,9.594,-0.121,0.01,0.028
-0.455,0.097,9.603,-0.097,0.043,-0.005
-0.427,0.128,9.62,-0.112,0.032,0.0
-0.425,0.165,9.629,-0.093,0.047,0.009
-0.391,0.185,9.649,-0.065,0.071,0.015
-0.349,0.21,9.655,-0.063,0.056,-0.006
-0.295,0.248,9.707,-0.062,0.063,-0.008
-0.239,0.266,9.713,-0.055,0.094,0.0
-0.2,0.275,9.716,-0.047,0.096,0.005
-0.127,0.298,9.741,-0.019,0.101,-0.014
-0.058,0.316,9.774,-0.013,0.092,0.015
