acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.012,0.269,9.793,0.006,0.101,-0.004
0.049,0.302,9.823,0.011,0.099,-0.002
0.114,0.277,9.866,0.011,0.1,0.014
0.188,0.278,9.875,0.047,0.093,-0.006
0.234,0.27,9.887,0.049,0.077,-0.006
0.291,0.243,9.929,0.063,0.095,-0.001
0.351,0.217,9.926,0.059,0.08,0.009
0.392,0.205,9.949,0.095,0.066,0.008
0.411,0.167,9.955,0.052,0.063,-0.008
0.448,0.107,9.993,0.086,0.043,0.003
0.487,0.078,9.982,0.076,0.035,0.013
0.493,0.072,10.0,0.099,0.008,-0.01
0.507,0.014,10.002,0.097,0.006,-0.012
0.498,-0.025,9.994,0.126,-0.005,0.023
0.497,-0.072,9.989,0.11,-0.014,0.001
0.457,-0.092,9.98,0.1,-0.022,-0.01
0.442,-0.111,9.969,0.086,-0.036,0.017
0.424,-0.167,9.971,0.084,-0.059,-0.0
0.376,-0.199,9.966,0.081,-0.069,0.011
0.338,-0.214,9.943,0.074,-0.075,-0.01
0.285,-0.234,9.916,0.045,-0.079,0.003
0.226,-0.277,9.909,0.043,-0.092,-0.006
0.186,-0.288,9.867,0.043,-0.116,-0.005
0.12,-0.282,9.832,0.033,-0.091,0.016
0.07,-0.292,9.827,0.034,-0.104,0.002
-0.009,-0.305,9.821,0.009,-0.096,0.0
-0.055,-0.292,9.784,-0.007,-0.101,0.009
-0.135,-0.284,9.759,-0.023,-0.089,-0.004
-0.197,-0.277,9.73,-0.053,-0.094,0.014
-0.238,-0.244,9.704,-0.061,-0.078,0.006
-0.291,-0.236,9.696,-0.043,-0.072,-0.006
-0.34,-0.229,9.663,-0.095,-0.062,-0.001
-0.379,-0.186,9.634,-0.067,-0.072,-0.008
-0.434,-0.162,9.628,-0.073,-0.033,-0.005
-0.454,-0.116,9.601,-0.085,-0.037,-0.003
-0.483,-0.096,9.615,-0.097,-0.029,-0.008
-0.493,-0.067,9.598,-0.093,-0.009,-0.003
-0.494,-0.024,9.593,-0.111,0.001,-0.005
-0.504,0.021,9.599,-0.089,-0.005,-0.0
-0.496,0.048,9.608,-0.085,0.02,-0.014
-0.465,0.09,9.611,-0.078,0.034,-0.009
-0.462,0.142,9.603,-0.097,0.038,-0.019
-0.428,0.169,9.641,-0.097,0.065,0.01
-0.38,0.185,9.637,-0.067,0.053,-0.001
-0.359,0.216,9.657,-0.086,0.069,-0.005
-0.282,0.222,9.665,-0.067,0.08,0.008
-0.248,0.273,9.682,-0.052,0.088,0.007
-0.191,0.292,9.727,-0.037,0.106,0.021
-0.133,0.294,9.744,-0.023,0.086,0.005
-0.062,0.288,9.774,-0.012,0.085,-0.005
