acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.029,0.295,9.817,-0.007,0.113,-0.01
0.063,0.31,9.815,0.027,0.096,0.001
0.137,0.301,9.855,0.016,0.097,-0.014
0.174,0.284,9.867,0.028,0.105,0.008
0.25,0.256,9.88,0.055,0.079,-0.003
0.293,0.256,9.919,0.056,0.095,-0.0
0.341,0.219,9.93,0.063,0.063,0.009
0.405,0.185,9.954,0.075,0.065,-0.003
0.421,0.135,9.983,0.075,0.041,-0.0
0.446,0.133,9.992,0.105,0.039,-0.012
0.464,0.085,9.987,0.09,0.035,-0.01
0.502,0.041,9.995,0.098,0.019,-0.009
0.487,0.021,9.99,0.093,0.003,-0.01
0.494,-0.015,9.992,0.102,-0.027,0.004
0.499,-0.063,9.992,0.12,-0.006,-0.021
0.494,-0.09,9.995,0.081,-0.054,-0.004
0.459,-0.131,9.976,0.085,-0.049,0.003
0.422,-0.149,9.977,0.091,-0.059,-0.007
0.368,-0.188,9.951,0.083,-0.079,0.001
0.353,-0.212,9.954,0.076,-0.082,-0.003
0.281,-0.251,9.91,0.061,-0.089,0.004
0.252,-0.262,9.89,0.041,-0.077,-0.005
0.172,-0.273,9.869,0.031,-0.096,-0.015
0.122,-0.288,9.845,0.037,-0.102,0.004
0.064,-0.292,9.82,0.01,-0.105,0.016
0.01,-0.311,9.823,0.022,-0.096,0.001
-0.058,-0.304,9.774,-0.005,-0.094,0.016
-0.125,-0.291,9.751,-0.025,-0.105,0.024
-0.177,-0.273,9.732,-0.029,-0.098,-0.003
-0.234,-0.251,9.689,-0.045,-0.084,0.017
-0.305,-0.218,9.687,-0.05,-0.076,-0.005
-0.327,-0.212,9.668,-0.062,-0.064,-0.003
-0.386,-0.19,9.649,-0.079,-0.051,-0.002
-0.424,-0.16,9.635,-0.087,-0.056,0.003
-0.438,-0.138,9.639,-0.09,-0.053,0.002
-0.467,-0.104,9.603,-0.096,-0.011,-0.005
-0.484,-0.058,9.602,-0.108,-0.016,0.006
-0.507,-0.024,9.602,-0.103,-0.02,-0.008
-0.51,0.02,9.611,-0.087,0.014,-0.005
-0.489,0.074,9.618,-0.084,0.016,-0.008
-0.462,0.094,9.602,-0.104,0.026,-0.006
-0.458,0.122,9.612,-0.084,0.03,0.005
-0.425,0.19,9.639,-0.098,0.053,-0.014
-0.389,0.191,9.632,-0.076,0.067,0.003
-0.321,0.217,9.649,-0.056,0.075,0.007
-0.296,0.238,9.678,-0.052,0.086,0.011
-0.242,0.286,9.709,-0.041,0.086,0.002
-0.193,0.284,9.71,-0.045,0.128,-0.003
-0.134,0.274,9.744,-0.024,0.093,0.013
-0.064,0.277,9.753,-0.014,0.095,0.009
