acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.006,0.278,9.803,-0.013,0.1,-0.003
0.055,0.292,9.837,0.009,0.102,0.003
0.131,0.296,9.858,0.033,0.103,0.016
0.183,0.27,9.874,0.023,0.092,-0.013
0.229,0.272,9.899,0.058,0.091,-0.006
0.298,0.248,9.922,0.071,0.083,-0.011
0.334,0.221,9.933,0.082,0.087,0.004
0.37,0.197,9.938,0.089,0.057,0.013
0.407,0.156,9.975,0.102,0.063,-0.002
0.453,0.133,9.985,0.117,0.035,-0.016
0.464,0.098,10.005,0.081,0.05,0.001
0.5,0.057,9.997,0.099,0.008,-0.003
0.503,0.017,9.995,0.1,0.015,-0.006
0.529,-0.007,9.99,0.116,-0.011,-0.016
0.493,-0.063,10.004,0.112,-0.006,0.011
0.479,-0.093,10.004,0.102,-0.027,0.008
0.418,-0.12,9.977,0.091,-0.039,0.011
0.412,-0.154,9.974,0.105,-0.039,0.014
0.385,-0.185,9.953,0.069,-0.073,-0.003
0.355,-0.228,9.937,0.057,-0.076,-0.004
0.292,-0.238,9.917,0.059,-0.083,-0.015
0.256,-0.256,9.883,0.045,-0.086,0.007
0.178,-0.282,9.879,0.035,-0.105,0.011
0.123,-0.295,9.843,0.007,-0.078,-0.012
0.066,-0.3,9.824,0.021,-0.086,0.003
-0.023,-0.3,9.805,0.006,-0.102,-0.002
-0.06,-0.275,9.768,-0.02,-0.105,-0.006
-0.131,-0.284,9.741,-0.02,-0.125,0.002
-0.186,-0.29,9.722,-0.035,-0.081,0.002
-0.235,-0.265,9.703,-0.062,-0.086,0.014
-0.29,-0.242,9.688,-0.064,-0.077,-0.008
-0.364,-0.225,9.652,-0.075,-0.094,0.018
-0.379,-0.187,9.661,-0.065,-0.073,0.001
-0.407,-0.157,9.632,-0.071,-0.038,0.004
-0.445,-0.12,9.607,-0.085,-0.04,-0.007
-0.463,-0.102,9.623,-0.091,-0.017,0.006
-0.486,-0.053,9.601,-0.101,-0.018,0.0
-0.495,-0.017,9.604,-0.089,-0.006,-0.012
-0.498,0.021,9.599,-0.084,-0.014,-0.013
-0.496,0.059,9.619,-0.101,0.041,-0.01
-0.493,0.091,9.612,-0.102,0.018,0.024
-0.446,0.131,9.615,-0.091,0.035,-0.024
-0.431,0.161,9.618,-0.088,0.05,0.014
-0.387,0.19,9.628,-0.09,0.062,-0.009
-0.368,0.225,9.667,-0.049,0.08,0.006
-0.311,0.231,9.687,-0.064,0.085,0.006
-0.243,0.266,9.687,-0.044,0.081,-0.004
-0.181,0.283,9.735,-0.022,0.102,0.007
-0.125,0.287,9.753,-0.018,0.083,-0.02
-0.06,0.29,9.756,-0.024,0.102,0.016
