acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.006,0.308,9.81,-0.002,0.095,-0.01
0.073,0.289,9.821,0.016,0.089,0.003
0.125,0.286,9.839,0.014,0.108,0.001
0.186,0.262,9.879,0.019,0.092,-0.009
0.258,0.289,9.918,0.056,0.095,0.02
0.298,0.245,9.93,0.08,0.055,-0.006
0.344,0.213,9.932,0.049,0.082,0.006
0.393,0.184,9.949,0.074,0.054,-0.006
0.43,0.149,9.972,0.083,0.048,0.008
0.441,0.133,9.983,0.095,0.031,-0.002
0.469,0.103,9.995,0.084,0.024,0.005
0.498,0.037,9.998,0.099,0.013,-0.01
0.491,0.024,9.995,0.09,0.008,-0.0
0.489,-0.017,10.005,0.102,-0.008,-0.001
0.491,-0.074,10.006,0.08,-0.027,0.008
0.483,-0.103,9.976,0.09,-0.028,-0.016
0.454,-0.122,9.96,0.101,-0.059,0.005
0.418,-0.161,9.958,0.078,-0.047,-0.002
0.378,-0.185,9.942,0.066,-0.055,-0.0
0.329,-0.22,9.927,0.084,-0.082,0.008
0.275,-0.247,9.915,0.057,-0.083,0.002
0.237,-0.256,9.914,0.041,-0.079,0.007
0.191,-0.274,9.885,0.048,-0.083,-0.005
0.125,-0.28,9.837,0.027,-0.09,-0.02
0.067,-0.287,9.824,-0.001,-0.125,-0.003
0.005,-0.302,9.791,-0.009,-0.095,0.005
-0.064,-0.308,9.789,-0.001,-0.103,0.017
-0.124,-0.294,9.74,-0.029,-0.1,-0.009
-0.185,-0.281,9.734,-0.031,-0.094,-0.014
-0.253,-0.254,9.703,-0.058,-0.093,-0.02
-0.307,-0.243,9.693,-0.063,-0.072,-0.003
-0.335,-0.218,9.657,-0.076,-0.075,-0.005
-0.388,-0.194,9.643,-0.08,-0.07,0.001
-0.415,-0.175,9.647,-0.082,-0.058,-0.02
-0.467,-0.136,9.623,-0.096,-0.043,0.003
-0.47,-0.09,9.613,-0.088,-0.024,-0.005
-0.501,-0.057,9.614,-0.091,-0.014,-0.013
-0.502,-0.021,9.6,-0.091,0.01,-0.008
-0.496,0.018,9.593,-0.1,0.005,-0.008
-0.486,0.064,9.617,-0.087,0.032,-0.019
-0.479,0.073,9.62,-0.098,0.024,-0.001
-0.45,0.134,9.601,-0.081,0.044,-0.006
-0.41,0.155,9.644,-0.084,0.044,0.006
-0.387,0.168,9.666,-0.081,0.048,-0.003
-0.344,0.217,9.683,-0.07,0.07,-0.008
-0.294,0.238,9.696,-0.062,0.084,0.01
-0.245,0.24,9.711,-0.045,0.089,0.007
-0.177,0.284,9.73,-0.03,0.09,-0.009
-0.138,0.294,9.752,-0.026,0.095,0.002
-0.062,0.303,9.757,-0.042,0.092,0.003
