acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.001,0.286,9.775,-0.011,0.091,0.001
0.063,0.289,9.823,0.006,0.104,-0.003
0.108,0.297,9.855,0.014,0.097,0.013
0.185,0.271,9.864,0.031,0.083,-0.009
0.233,0.274,9.892,0.04,0.094,0.005
0.285,0.25,9.93,0.043,0.096,0.002
0.332,0.218,9.939,0.064,0.073,0.011
0.389,0.19,9.968,0.065,0.074,-0.003
0.434,0.159,9.977,0.076,0.044,0.002
0.439,0.133,9.982,0.085,0.053,0.003
0.463,0.095,9.99,0.094,0.05,-0.006
0.514,0.04,9.997,0.098,0.033,-0.006
0.494,0.026,9.991,0.083,0.008,0.009
0.513,-0.022,10.005,0.098,-0.003,0.0
0.478,-0.059,10.007,0.106,-0.017,0.006
0.485,-0.098,9.99,0.099,-0.028,-0.008
0.45,-0.135,9.981,0.083,-0.052,0.017
0.426,-0.157,9.969,0.092,-0.052,-0.014
0.387,-0.189,9.965,0.073,-0.052,0.021
0.322,-0.217,9.931,0.077,-0.076,-0.017
0.283,-0.255,9.926,0.039,-0.085,0.003
0.244,-0.271,9.895,0.045,-0.084,-0.006
0.196,-0.294,9.874,0.044,-0.079,-0.005
0.129,-0.292,9.838,0.035,-0.091,0.004
0.053,-0.282,9.822,0.017,-0.092,-0.002
0.001,-0.302,9.806,-0.014,-0.086,-0.0
-0.075,-0.285,9.767,-0.015,-0.096,-0.012
-0.142,-0.279,9.733,-0.013,-0.082,-0.004
-0.194,-0.262,9.728,-0.034,-0.086,-0.006
-0.239,-0.28,9.721,-0.041,-0.089,-0.003
-0.302,-0.254,9.676,-0.069,-0.083,-0.004
-0.32,-0.211,9.683,-0.08,-0.061,0.0
-0.394,-0.184,9.657,-0.071,-0.062,-0.008
-0.415,-0.175,9.609,-0.086,-0.05,0.008
-0.447,-0.127,9.623,-0.089,-0.036,0.013
-0.474,-0.085,9.593,-0.096,-0.02,0.007
-0.486,-0.051,9.594,-0.091,-0.006,0.018
-0.497,-0.012,9.591,-0.101,0.006,-0.004
-0.499,0.018,9.608,-0.119,0.016,0.004
-0.486,0.054,9.595,-0.113,0.02,0.001
-0.483,0.087,9.62,-0.084,0.03,0.008
-0.45,0.135,9.615,-0.082,0.042,-0.0
-0.43,0.156,9.622,-0.086,0.05,-0.007
-0.373,0.183,9.647,-0.074,0.072,-0.003
-0.348,0.243,9.67,-0.091,0.076,0.007
-0.311,0.233,9.686,-0.04,0.086,-0.001
-0.246,0.275,9.698,-0.063,0.082,0.015
-0.181,0.277,9.728,-0.02,0.086,0.0
-0.101,0.282,9.733,-0.034,0.093,0.007
-0.07,0.301,9.767,0.002,0.091,0.006
