acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.003,0.296,9.805,-0.0,0.082,0.009
0.05,0.289,9.821,0.005,0.094,0.013
0.112,0.3,9.846,0.032,0.089,-0.003
0.18,0.288,9.878,0.036,0.09,0.005
0.248,0.281,9.893,0.052,0.086,0.014
0.287,0.237,9.915,0.072,0.078,-0.012
0.344,0.222,9.941,0.06,0.076,0.007
0.397,0.215,9.957,0.093,0.07,-0.007
0.403,0.171,9.98,0.074,0.057,-0.009
0.456,0.118,9.972,0.083,0.062,-0.018
0.475,0.099,9.999,0.115,0.036,-0.005
0.493,0.053,9.981,0.097,0.029,-0.007
0.491,0.013,9.992,0.116,-0.017,0.006
0.493,-0.012,9.996,0.127,-0.026,-0.009
0.496,-0.06,9.999,0.096,-0.031,-0.006
0.48,-0.085,10.001,0.114,-0.006,0.007
0.462,-0.129,10.001,0.075,-0.054,-0.008
0.414,-0.171,9.964,0.093,-0.043,-0.01
0.397,-0.19,9.95,0.082,-0.043,-0.004
0.351,-0.242,9.963,0.061,-0.072,0.002
0.281,-0.223,9.92,0.053,-0.086,0.002
0.238,-0.255,9.896,0.034,-0.107,0.016
0.196,-0.281,9.874,0.022,-0.086,-0.006
0.118,-0.301,9.852,0.003,-0.095,0.018
0.047,-0.289,9.841,0.007,-0.1,-0.008
0.006,-0.301,9.802,-0.016,-0.084,-0.022
-0.064,-0.296,9.785,-0.015,-0.092,-0.005
-0.123,-0.303,9.738,-0.027,-0.124,-0.002
-0.197,-0.3,9.744,-0.05,-0.078,0.007
-0.256,-0.261,9.707,-0.064,-0.081,-0.0
-0.308,-0.241,9.673,-0.063,-0.078,-0.023
-0.34,-0.244,9.65,-0.067,-0.061,-0.021
-0.387,-0.187,9.644,-0.072,-0.053,0.005
-0.422,-0.153,9.635,-0.061,-0.073,-0.001
-0.434,-0.136,9.628,-0.083,-0.044,0.009
-0.47,-0.103,9.606,-0.08,-0.021,-0.008
-0.486,-0.051,9.606,-0.104,-0.019,0.003
-0.487,-0.007,9.607,-0.101,-0.002,0.006
-0.511,0.02,9.62,-0.084,0.007,-0.001
-0.496,0.058,9.605,-0.089,0.031,-0.008
-0.475,0.084,9.616,-0.089,0.036,0.009
-0.452,0.125,9.63,-0.068,0.047,0.01
-0.434,0.164,9.642,-0.081,0.058,0.003
-0.384,0.21,9.649,-0.07,0.066,0.004
-0.334,0.208,9.67,-0.068,0.071,-0.012
-0.284,0.237,9.689,-0.069,0.075,-0.013
-0.248,0.259,9.7,-0.06,0.091,0.014
-0.184,0.283,9.726,-0.047,0.105,0.001
-0.124,0.272,9.768,-0.017,0.093,0.004
-0.058,0.295,9.772,-0.014,0.084,-0.015
