acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.014,0.3,9.788,-0.0,0.092,-0.004
0.068,0.294,9.81,0.008,0.116,-0.011
0.142,0.287,9.847,0.025,0.087,-0.008
0.173,0.297,9.855,0.041,0.09,0.006
0.229,0.268,9.894,0.039,0.081,0.013
0.281,0.252,9.908,0.05,0.093,0.013
0.337,0.211,9.93,0.054,0.071,-0.002
0.373,0.196,9.952,0.093,0.059,-0.023
0.433,0.149,9.953,0.093,0.049,0.001
0.437,0.106,9.985,0.09,0.043,0.007
0.479,0.095,9.984,0.087,0.019,-0.015
0.485,0.051,10.009,0.092,0.029,-0.008
0.49,0.021,9.997,0.092,-0.003,-0.002
0.502,-0.007,9.992,0.1,0.002,0.016
0.487,-0.068,10.005,0.089,-0.024,0.003
0.471,-0.09,9.965,0.111,-0.015,0.005
0.455,-0.113,9.99,0.089,-0.034,-0.006
0.422,-0.161,9.965,0.083,-0.049,-0.004
0.36,-0.193,9.963,0.07,-0.049,-0.0
0.333,-0.221,9.937,0.068,-0.072,0.017
0.284,-0.259,9.936,0.05,-0.076,-0.005
0.231,-0.26,9.907,0.042,-0.094,-0.004
0.182,-0.289,9.848,0.026,-0.084,0.01
0.126,-0.289,9.84,0.011,-0.099,0.003
0.066,-0.301,9.832,0.029,-0.109,-0.0
0.011,-0.314,9.782,-0.008,-0.101,0.012
-0.063,-0.297,9.765,-0.004,-0.099,0.013
-0.128,-0.293,9.762,-0.019,-0.109,-0.007
-0.185,-0.296,9.734,-0.028,-0.088,0.001
-0.24,-0.275,9.684,-0.039,-0.076,-0.003
-0.295,-0.23,9.68,-0.074,-0.079,0.009
-0.359,-0.208,9.67,-0.073,-0.071,-0.009
-0.368,-0.199,9.647,-0.088,-0.081,-0.005
-0.432,-0.168,9.641,-0.085,-0.059,-0.012
-0.463,-0.139,9.631,-0.085,-0.055,-0.0
-0.485,-0.099,9.611,-0.086,-0.039,-0.003
-0.478,-0.054,9.624,-0.078,-0.005,0.002
-0.501,-0.021,9.593,-0.1,-0.002,-0.013
-0.5,0.007,9.603,-0.096,0.0,-0.003
-0.48,0.07,9.597,-0.093,0.038,-0.001
-0.477,0.099,9.6,-0.097,0.016,0.005
-0.436,0.115,9.645,-0.093,0.054,0.004
-0.407,0.163,9.639,-0.103,0.065,-0.011
-0.362,0.192,9.641,-0.087,0.063,-0.012
-0.351,0.227,9.66,-0.079,0.081,-0.006
-0.302,0.248,9.697,-0.069,0.073,0.023
-0.256,0.279,9.682,-0.049,0.086,-0.0
-0.191,0.288,9.723,-0.042,0.1,0.0
-0.143,0.293,9.764,-0.009,0.083,0.013
-0.051,0.318,9.762,-0.014,0.103,-0.005
