acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.003,0.301,9.81,-0.008,0.09,0.008
0.073,0.293,9.827,0.024,0.114,0.001
0.131,0.275,9.861,0.02,0.097,0.003
0.184,0.263,9.869,0.044,0.093,0.004
0.229,0.259,9.897,0.034,0.106,0.003
0.296,0.239,9.928,0.076,0.103,-0.025
0.337,0.205,9.917,0.081,0.078,-0.011
0.397,0.208,9.96,0.07,0.05,-0.01
0.43,0.175,9.971,0.075,0.029,0.01
0.465,0.133,9.976,0.092,0.044,-0.002
0.474,0.088,10.003,0.101,0.025,0.006
0.494,0.05,9.997,0.086,0.005,0.012
0.509,-0.001,10.004,0.106,0.001,0.015
0.502,0.003,9.996,0.096,0.005,0.002
0.502,-0.052,9.988,0.081,0.004,0.009
0.486,-0.087,9.986,0.1,-0.029,-0.005
0.446,-0.133,9.98,0.083,-0.039,-0.014
0.42,-0.171,9.966,0.084,-0.049,0.01
0.376,-0.209,9.949,0.093,-0.093,-0.004
0.329,-0.195,9.941,0.067,-0.058,0.017
0.293,-0.24,9.909,0.067,-0.077,0.003
0.231,-0.262,9.894,0.036,-0.086,0.009
0.179,-0.267,9.888,0.039,-0.1,-0.009
0.109,-0.301,9.866,0.002,-0.101,0.01
0.085,-0.286,9.842,0.014,-0.09,0.01
-0.008,-0.316,9.782,0.025,-0.102,0.003
-0.074,-0.288,9.773,-0.014,-0.101,-0.017
-0.137,-0.292,9.734,-0.029,-0.085,-0.019
-0.184,-0.266,9.721,-0.018,-0.077,0.004
-0.238,-0.264,9.68,-0.053,-0.103,0.008
-0.286,-0.242,9.676,-0.05,-0.083,-0.006
-0.327,-0.205,9.663,-0.077,-0.086,-0.012
-0.378,-0.191,9.662,-0.08,-0.074,0.003
-0.426,-0.172,9.639,-0.082,-0.056,-0.008
-0.447,-0.114,9.637,-0.1,-0.033,-0.02
-0.483,-0.089,9.617,-0.097,-0.031,0.014
-0.48,-0.047,9.618,-0.115,-0.026,-0.006
-0.512,-0.029,9.599,-0.092,-0.001,-0.005
-0.497,0.025,9.585,-0.115,-0.008,0.0
-0.503,0.052,9.6,-0.085,0.011,-0.003
-0.479,0.101,9.624,-0.092,0.031,0.005
-0.464,0.124,9.617,-0.076,0.046,-0.017
-0.423,0.157,9.639,-0.066,0.031,-0.011
-0.379,0.192,9.65,-0.07,0.07,-0.001
-0.357,0.24,9.65,-0.064,0.066,-0.004
-0.296,0.246,9.674,-0.058,0.083,0.002
-0.235,0.261,9.712,-0.055,0.087,0.014
-0.184,0.276,9.725,-0.053,0.098,0.016
-0.137,0.286,9.755,-0.018,0.093,-0.004
-0.055,0.291,9.768,-0.013,0.102,-0.0
