acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.004,0.292,9.815,-0.012,0.082,0.006
0.057,0.296,9.845,0.02,0.113,-0.007
0.111,0.288,9.847,0.038,0.08,-0.007
0.171,0.259,9.879,0.05,0.102,-0.002
0.237,0.257,9.899,0.057,0.087,-0.005
0.298,0.244,9.916,0.084,0.084,-0.017
0.347,0.218,9.927,0.06,0.061,-0.003
0.384,0.212,9.941,0.075,0.067,-0.004
0.458,0.163,9.977,0.074,0.062,-0.012
0.45,0.132,9.987,0.09,0.032,-0.007
0.46,0.101,10.007,0.106,0.038,0.002
0.487,0.044,9.986,0.105,0.015,-0.004
0.496,0.033,9.999,0.093,0.004,-0.007
0.485,-0.021,10.008,0.094,-0.001,-0.017
0.49,-0.059,9.992,0.089,-0.018,0.021
0.478,-0.106,10.003,0.088,-0.037,0.005
0.445,-0.134,9.981,0.081,-0.032,-0.005
0.42,-0.163,9.975,0.067,-0.062,0.009
0.371,-0.183,9.96,0.079,-0.056,-0.025
0.356,-0.222,9.963,0.067,-0.075,0.01
0.296,-0.251,9.913,0.054,-0.066,0.001
0.231,-0.254,9.913,0.039,-0.092,0.002
0.182,-0.266,9.872,0.032,-0.093,0.014
0.126,-0.296,9.857,0.019,-0.088,-0.006
0.081,-0.296,9.846,0.009,-0.105,-0.0
0.006,-0.314,9.806,-0.004,-0.11,-0.014
-0.087,-0.306,9.771,-0.003,-0.094,0.001
-0.115,-0.298,9.754,-0.033,-0.108,0.011
-0.174,-0.273,9.738,-0.027,-0.088,0.003
-0.25,-0.25,9.705,-0.048,-0.078,0.001
-0.31,-0.245,9.68,-0.077,-0.075,0.016
-0.36,-0.224,9.66,-0.049,-0.061,-0.003
-0.393,-0.181,9.642,-0.08,-0.074,0.005
-0.426,-0.167,9.642,-0.095,-0.065,0.005
-0.451,-0.124,9.608,-0.099,-0.038,-0.012
-0.481,-0.093,9.608,-0.088,-0.031,0.01
-0.485,-0.055,9.629,-0.098,-0.031,0.003
-0.51,-0.015,9.597,-0.099,-0.01,0.014
-0.49,0.017,9.593,-0.102,0.014,0.009
-0.504,0.062,9.603,-0.099,0.027,0.002
-0.473,0.088,9.608,-0.088,0.047,0.003
-0.434,0.136,9.635,-0.077,0.056,-0.001
-0.423,0.155,9.636,-0.077,0.065,0.016
-0.383,0.199,9.652,-0.076,0.045,0.015
-0.354,0.218,9.672,-0.077,0.088,0.017
-0.285,0.243,9.68,-0.064,0.07,0.012
-0.236,0.253,9.705,-0.041,0.077,-0.018
-0.197,0.287,9.731,-0.024,0.094,0.001
-0.126,0.291,9.742,-0.028,0.09,-0.009
-0.063,0.298,9.781,-0.013,0.096,0.007
