acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.002,0.308,9.802,0.024,0.08,0.011
0.061,0.313,9.808,-0.004,0.115,0.003
0.13,0.277,9.845,0.037,0.102,0.015
0.181,0.312,9.89,0.026,0.088,0.006
0.236,0.254,9.903,0.059,0.086,-0.005
0.288,0.239,9.92,0.065,0.07,0.007
0.343,0.207,9.941,0.054,0.072,0.001
0.399,0.2,9.953,0.096,0.066,-0.008
0.423,0.153,9.964,0.085,0.053,-0.01
0.451,0.147,9.971,0.088,0.062,-0.002
0.476,0.094,10.001,0.102,0.036,-0.011
0.471,0.042,9.992,0.103,0.009,0.012
0.502,0.029,10.006,0.102,0.017,0.01
0.508,-0.034,10.003,0.1,-0.006,-0.017
0.493,-0.045,10.011,0.082,-0.015,-0.006
0.472,-0.107,10.005,0.075,-0.007,-0.002
0.437,-0.13,9.996,0.117,-0.041,-0.009
0.41,-0.17,9.983,0.075,-0.056,0.022
0.388,-0.196,9.936,0.08,-0.065,0.011
0.355,-0.215,9.948,0.069,-0.093,-0.013
0.288,-0.231,9.921,0.059,-0.082,0.007
0.245,-0.26,9.884,0.063,-0.098,0.009
0.205,-0.28,9.892,0.037,-0.093,-0.008
0.131,-0.286,9.836,0.012,-0.103,0.008
0.052,-0.309,9.824,0.005,-0.103,-0.007
-0.003,-0.296,9.801,-0.002,-0.093,-0.002
-0.069,-0.303,9.786,-0.001,-0.107,0.003
-0.128,-0.3,9.752,-0.013,-0.096,-0.006
-0.202,-0.266,9.722,-0.056,-0.078,0.005
-0.244,-0.269,9.701,-0.046,-0.104,0.002
-0.29,-0.233,9.664,-0.05,-0.067,0.002
-0.324,-0.202,9.64,-0.062,-0.072,0.005
-0.389,-0.202,9.649,-0.095,-0.075,-0.01
-0.415,-0.153,9.637,-0.076,-0.055,-0.006
-0.459,-0.146,9.615,-0.092,-0.031,-0.003
-0.486,-0.115,9.619,-0.102,-0.035,-0.002
-0.487,-0.045,9.604,-0.102,-0.035,0.031
-0.507,-0.039,9.608,-0.079,-0.007,-0.003
-0.499,0.017,9.609,-0.096,0.025,-0.0
-0.479,0.032,9.593,-0.096,0.022,-0.012
-0.472,0.102,9.624,-0.097,0.027,-0.005
-0.472,0.136,9.615,-0.099,0.045,-0.002
-0.443,0.148,9.632,-0.079,0.061,0.008
-0.393,0.194,9.647,-0.074,0.063,-0.001
-0.362,0.237,9.682,-0.078,0.055,0.001
-0.311,0.236,9.696,-0.049,0.069,0.001
-0.271,0.26,9.703,-0.046,0.102,0.006
-0.199,0.264,9.741,-0.038,0.089,-0.023
-0.128,0.292,9.742,-0.033,0.115,-0.016
-0.059,0.291,9.787,-0.012,0.097,-0.003
