acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.002,0.303,9.806,0.007,0.098,-0.003
0.073,0.302,9.825,0.022,0.106,-0.004
0.127,0.286,9.862,0.039,0.106,0.007
0.173,0.266,9.858,0.038,0.086,-0.006
0.252,0.242,9.899,0.04,0.086,0.003
0.298,0.258,9.923,0.056,0.089,0.003
0.333,0.214,9.927,0.077,0.081,-0.025
0.383,0.186,9.961,0.075,0.078,-0.026
0.424,0.167,9.985,0.079,0.07,0.008
0.452,0.127,9.966,0.095,0.049,-0.011
0.476,0.079,9.964,0.08,0.028,-0.007
0.495,0.043,9.992,0.091,0.027,-0.005
0.51,0.033,10.011,0.072,0.006,0.008
0.515,-0.022,10.003,0.083,-0.016,0.01
0.49,-0.068,10.018,0.092,-0.008,0.014
0.476,-0.076,10.001,0.096,-0.043,-0.002
0.45,-0.118,9.969,0.088,-0.038,-0.005
0.416,-0.156,9.987,0.084,-0.057,-0.003
0.379,-0.177,9.957,0.075,-0.062,0.01
0.347,-0.205,9.936,0.059,-0.077,-0.007
0.274,-0.239,9.918,0.071,-0.082,-0.0
0.241,-0.272,9.918,0.034,-0.094,0.01
0.18,-0.297,9.889,0.038,-0.088,0.004
0.12,-0.297,9.856,0.032,-0.1,-0.005
0.051,-0.299,9.818,0.011,-0.095,0.006
0.017,-0.292,9.803,-0.007,-0.101,-0.002
-0.078,-0.297,9.775,-0.023,-0.103,-0.01
-0.115,-0.309,9.747,-0.029,-0.109,0.007
-0.201,-0.263,9.725,-0.024,-0.094,-0.001
-0.246,-0.26,9.702,-0.032,-0.081,0.0
-0.289,-0.26,9.671,-0.05,-0.072,0.003
-0.339,-0.222,9.658,-0.063,-0.061,0.01
-0.376,-0.197,9.649,-0.073,-0.061,0.007
-0.422,-0.167,9.631,-0.092,-0.052,0.005
-0.447,-0.124,9.643,-0.082,-0.043,0.002
-0.475,-0.11,9.613,-0.086,-0.043,0.019
-0.488,-0.055,9.597,-0.09,-0.012,-0.02
-0.5,-0.018,9.611,-0.11,-0.011,-0.006
-0.49,0.021,9.618,-0.107,-0.001,-0.007
-0.487,0.077,9.617,-0.106,0.018,-0.0
-0.492,0.065,9.612,-0.096,0.011,0.006
-0.447,0.116,9.626,-0.093,0.026,0.006
-0.404,0.152,9.634,-0.09,0.044,-0.002
-0.389,0.187,9.638,-0.078,0.066,0.006
-0.354,0.211,9.658,-0.076,0.081,0.006
-0.298,0.229,9.696,-0.056,0.093,0.013
-0.235,0.254,9.703,-0.052,0.095,-0.0
-0.182,0.282,9.722,-0.039,0.078,0.005
-0.128,0.28,9.75,-0.027,0.095,0.022
-0.054,0.289,9.77,-0.008,0.114,0.016
