acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.004,0.307,9.8,-0.004,0.098,-0.005
0.067,0.298,9.818,0.009,0.111,-0.011
0.124,0.308,9.847,0.041,0.096,0.005
0.184,0.273,9.87,0.048,0.086,0.015
0.255,0.267,9.901,0.036,0.074,-0.006
0.291,0.238,9.909,0.065,0.094,0.003
0.331,0.211,9.929,0.071,0.069,-0.0
0.379,0.178,9.958,0.081,0.066,-0.0
0.422,0.152,9.953,0.084,0.052,0.009
0.437,0.127,9.99,0.1,0.023,-0.009
0.468,0.112,9.993,0.085,0.029,0.011
0.494,0.064,10.006,0.097,0.023,-0.014
0.512,0.012,9.994,0.118,-0.003,0.005
0.525,-0.037,10.0,0.113,-0.025,-0.011
0.477,-0.047,9.996,0.08,-0.017,0.004
0.487,-0.078,9.993,0.09,-0.035,0.007
0.452,-0.113,9.971,0.104,-0.059,-0.017
0.427,-0.153,9.968,0.078,-0.049,0.002
0.39,-0.189,9.943,0.069,-0.063,0.011
0.342,-0.241,9.961,0.063,-0.073,0.012
0.303,-0.227,9.909,0.064,-0.075,-0.008
0.239,-0.265,9.877,0.047,-0.092,-0.002
0.192,-0.277,9.884,0.037,-0.104,-0.005
0.12,-0.272,9.84,0.03,-0.089,-0.008
0.075,-0.311,9.827,0.023,-0.098,0.006
-0.003,-0.288,9.794,0.012,-0.099,0.015
-0.067,-0.305,9.775,-0.021,-0.097,0.004
-0.117,-0.291,9.755,-0.033,-0.101,0.007
-0.209,-0.288,9.728,-0.039,-0.1,-0.012
-0.231,-0.269,9.701,-0.041,-0.091,0.005
-0.293,-0.24,9.686,-0.044,-0.089,-0.004
-0.346,-0.227,9.653,-0.071,-0.07,-0.007
-0.38,-0.18,9.657,-0.079,-0.061,0.0
-0.421,-0.16,9.619,-0.092,-0.053,-0.01
-0.457,-0.131,9.624,-0.119,-0.036,0.001
-0.471,-0.086,9.605,-0.091,-0.021,0.007
-0.5,-0.043,9.604,-0.082,-0.034,0.012
-0.483,-0.014,9.606,-0.095,0.012,0.027
-0.508,0.023,9.597,-0.103,-0.007,-0.012
-0.494,0.069,9.59,-0.099,0.022,-0.011
-0.467,0.087,9.616,-0.106,0.027,0.009
-0.447,0.132,9.619,-0.083,0.042,0.002
-0.443,0.143,9.644,-0.078,0.045,0.003
-0.386,0.199,9.649,-0.086,0.056,-0.012
-0.347,0.229,9.665,-0.052,0.086,0.004
-0.284,0.235,9.681,-0.053,0.072,-0.002
-0.238,0.254,9.7,-0.043,0.107,0.01
-0.169,0.292,9.728,-0.05,0.097,0.001
-0.116,0.287,9.733,-0.027,0.095,-0.003
-0.054,0.3,9.764,-0.017,0.107,0.001
