acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.001,0.292,9.804,0.004,0.112,-0.001
0.074,0.287,9.814,-0.015,0.1,0.001
0.137,0.304,9.87,0.034,0.091,-0.008
0.178,0.268,9.864,0.031,0.082,0.008
0.224,0.273,9.902,0.038,0.088,0.009
0.296,0.235,9.925,0.072,0.096,0.008
0.347,0.21,9.922,0.064,0.068,0.012
0.374,0.191,9.952,0.084,0.086,0.021
0.427,0.164,9.975,0.082,0.047,0.009
0.46,0.142,9.971,0.077,0.056,0.002
0.502,0.075,10.011,0.094,0.021,0.001
0.476,0.069,10.009,0.1,0.016,-0.0
0.494,0.031,10.007,0.101,0.018,0.003
0.501,-0.021,10.007,0.108,-0.006,-0.005
0.501,-0.049,10.001,0.1,-0.021,-0.002
0.475,-0.09,9.976,0.107,-0.049,0.013
0.461,-0.142,9.97,0.079,-0.04,-0.009
0.43,-0.158,9.96,0.063,-0.032,0.01
0.388,-0.205,9.965,0.073,-0.069,-0.004
0.347,-0.228,9.949,0.063,-0.054,0.001
0.297,-0.237,9.904,0.067,-0.074,-0.001
0.259,-0.262,9.891,0.061,-0.119,-0.011
0.171,-0.282,9.878,0.041,-0.099,0.017
0.131,-0.282,9.857,0.017,-0.098,0.008
0.068,-0.289,9.82,0.011,-0.097,-0.011
0.007,-0.298,9.791,0.016,-0.089,0.008
-0.06,-0.299,9.778,-0.001,-0.095,0.001
-0.112,-0.276,9.754,-0.028,-0.077,-0.021
-0.183,-0.286,9.732,-0.039,-0.099,0.001
-0.243,-0.272,9.711,-0.04,-0.076,-0.004
-0.297,-0.245,9.68,-0.061,-0.073,-0.004
-0.356,-0.221,9.678,-0.074,-0.066,0.011
-0.389,-0.194,9.654,-0.067,-0.067,0.005
-0.436,-0.181,9.638,-0.111,-0.081,-0.008
-0.457,-0.132,9.615,-0.101,-0.037,-0.012
-0.485,-0.096,9.619,-0.088,-0.034,0.006
-0.491,-0.061,9.618,-0.103,-0.031,-0.004
-0.511,-0.029,9.616,-0.083,-0.022,0.001
-0.485,0.013,9.598,-0.092,0.011,0.019
-0.484,0.059,9.612,-0.088,0.009,0.025
-0.495,0.096,9.603,-0.093,0.051,0.013
-0.45,0.123,9.631,-0.095,0.029,-0.012
-0.43,0.164,9.619,-0.086,0.071,0.004
-0.373,0.19,9.653,-0.059,0.06,0.007
-0.329,0.205,9.671,-0.075,0.084,-0.008
-0.294,0.249,9.688,-0.056,0.062,0.002
-0.238,0.271,9.71,-0.035,0.092,0.002
-0.181,0.271,9.719,-0.041,0.098,-0.014
-0.139,0.301,9.746,-0.017,0.085,-0.003
-0.076,0.299,9.766,-0.018,0.091,0.001
