acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.006,0.312,9.822,-0.002,0.102,-0.002
0.063,0.303,9.824,0.019,0.095,0.005
0.134,0.313,9.832,0.038,0.114,0.005
0.206,0.264,9.87,0.03,0.1,0.0
0.242,0.261,9.885,0.07,0.085,-0.006
0.288,0.235,9.925,0.046,0.077,-0.006
0.336,0.206,9.941,0.063,0.063,-0.007
0.382,0.193,9.955,0.062,0.07,-0.0
0.414,0.16,9.966,0.101,0.054,-0.017
0.46,0.139,9.969,0.1,0.052,-0.003
0.484,0.087,9.976,0.096,0.027,-0.007
0.491,0.059,10.005,0.08,0.024,0.001
0.505,0.017,9.993,0.097,0.024,-0.002
0.484,-0.024,10.012,0.104,-0.012,-0.001
0.501,-0.066,9.993,0.086,-0.03,0.006
0.497,-0.071,9.985,0.099,-0.034,0.02
0.466,-0.128,9.977,0.115,-0.05,-0.001
0.429,-0.154,9.971,0.112,-0.081,-0.002
0.378,-0.195,9.953,0.071,-0.081,-0.014
0.338,-0.204,9.93,0.08,-0.078,0.011
0.28,-0.248,9.925,0.061,-0.057,0.016
0.242,-0.273,9.898,0.055,-0.092,0.003
0.182,-0.283,9.87,0.039,-0.098,0.002
0.12,-0.296,9.849,0.028,-0.087,-0.007
0.068,-0.302,9.837,-0.012,-0.112,0.018
0.002,-0.311,9.783,-0.007,-0.096,0.019
-0.059,-0.302,9.789,-0.006,-0.11,-0.005
-0.132,-0.298,9.751,-0.032,-0.089,-0.007
-0.2,-0.262,9.724,-0.038,-0.097,0.003
-0.247,-0.267,9.698,-0.055,-0.085,0.0
-0.29,-0.263,9.7,-0.061,-0.085,-0.002
-0.339,-0.22,9.671,-0.053,-0.068,0.002
-0.393,-0.185,9.66,-0.086,-0.068,0.017
-0.407,-0.162,9.607,-0.076,-0.074,-0.019
-0.439,-0.143,9.608,-0.079,-0.049,-0.0
-0.459,-0.084,9.612,-0.095,-0.009,-0.04
-0.506,-0.054,9.597,-0.096,-0.019,0.018
-0.504,-0.019,9.618,-0.077,-0.019,-0.006
-0.499,0.007,9.612,-0.093,0.017,0.0
-0.48,0.069,9.604,-0.095,0.02,-0.004
-0.483,0.101,9.608,-0.083,0.022,0.014
-0.452,0.127,9.62,-0.085,0.047,0.007
-0.426,0.16,9.644,-0.091,0.054,-0.0
-0.378,0.187,9.633,-0.067,0.06,0.006
-0.338,0.228,9.665,-0.065,0.084,0.007
-0.291,0.238,9.689,-0.056,0.085,0.01
-0.249,0.26,9.693,-0.071,0.081,-0.007
-0.191,0.275,9.745,-0.027,0.084,-0.004
-0.12,0.295,9.766,-0.041,0.075,-0.007
-0.086,0.293,9.755,-0.019,0.095,0.014
