acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.015,0.313,9.799,-0.001,0.1,0.009
0.078,0.286,9.822,0.008,0.1,0.008
0.118,0.306,9.847,0.015,0.091,0.004
0.173,0.285,9.879,0.028,0.081,0.012
0.247,0.266,9.893,0.054,0.082,-0.015
0.298,0.248,9.918,0.067,0.094,0.009
0.327,0.191,9.961,0.076,0.064,-0.008
0.402,0.223,9.945,0.08,0.062,-0.023
0.426,0.166,9.961,0.076,0.044,0.003
0.426,0.131,10.0,0.09,0.043,0.008
0.475,0.097,9.98,0.097,0.031,0.008
0.493,0.061,10.01,0.105,0.036,0.01
0.496,0.019,10.002,0.081,0.009,0.005
0.491,-0.021,9.99,0.079,-0.01,-0.01
0.5,-0.07,9.993,0.113,-0.011,-0.007
0.474,-0.115,10.01,0.114,-0.018,-0.003
0.436,-0.138,9.971,0.088,-0.037,0.012
0.414,-0.157,9.96,0.091,-0.052,0.002
0.381,-0.189,9.954,0.061,-0.058,0.012
0.346,-0.21,9.935,0.06,-0.069,-0.008
0.289,-0.243,9.904,0.057,-0.074,0.003
0.238,-0.271,9.89,0.04,-0.088,0.011
0.193,-0.279,9.869,0.031,-0.082,0.003
0.131,-0.297,9.851,0.025,-0.092,0.01
0.059,-0.304,9.822,-0.006,-0.106,-0.017
-0.013,-0.312,9.788,0.002,-0.078,0.02
-0.056,-0.297,9.78,-0.03,-0.099,0.006
-0.114,-0.294,9.747,-0.017,-0.079,0.011
-0.201,-0.288,9.719,-0.066,-0.088,-0.004
-0.235,-0.267,9.708,-0.046,-0.095,0.006
-0.305,-0.236,9.691,-0.061,-0.075,0.005
-0.334,-0.221,9.665,-0.061,-0.076,-0.01
-0.404,-0.19,9.642,-0.078,-0.055,-0.007
-0.427,-0.151,9.641,-0.082,-0.057,-0.001
-0.443,-0.136,9.625,-0.082,-0.042,-0.007
-0.449,-0.101,9.608,-0.103,-0.04,0.013
-0.482,-0.059,9.605,-0.094,-0.016,0.012
-0.477,-0.023,9.605,-0.124,0.003,0.008
-0.489,0.001,9.591,-0.1,0.018,-0.0
-0.496,0.06,9.6,-0.094,0.024,0.002
-0.468,0.1,9.612,-0.097,0.046,0.009
-0.444,0.124,9.618,-0.099,0.033,-0.025
-0.422,0.174,9.622,-0.072,0.059,-0.001
-0.382,0.2,9.632,-0.074,0.062,-0.003
-0.33,0.209,9.654,-0.064,0.073,0.016
-0.295,0.246,9.678,-0.058,0.072,-0.011
-0.241,0.273,9.703,-0.04,0.1,0.003
-0.183,0.269,9.722,-0.044,0.08,0.012
-0.121,0.297,9.767,-0.018,0.1,0.019
-0.087,0.314,9.777,-0.004,0.102,-0.008
