acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.001,0.308,9.804,0.007,0.107,0.013
0.066,0.29,9.844,0.03,0.093,0.011
0.111,0.306,9.846,0.052,0.103,0.006
0.184,0.281,9.867,0.032,0.105,-0.006
0.257,0.278,9.879,0.051,0.088,-0.021
0.282,0.237,9.93,0.062,0.091,0.006
0.333,0.218,9.94,0.069,0.082,-0.003
0.388,0.187,9.954,0.077,0.076,0.012
0.424,0.18,9.961,0.077,0.044,0.007
0.459,0.146,9.979,0.09,0.048,-0.004
0.476,0.093,9.97,0.098,0.042,-0.001
0.488,0.051,10.012,0.086,0.023,-0.008
0.501,0.023,10.011,0.094,0.009,-0.001
0.473,-0.022,9.999,0.093,-0.003,-0.013
0.481,-0.054,9.989,0.084,-0.022,0.007
0.465,-0.09,10.004,0.093,-0.021,0.007
0.455,-0.137,9.991,0.086,-0.03,0.027
0.426,-0.173,9.968,0.065,-0.059,-0.005
0.388,-0.202,9.947,0.079,-0.052,-0.006
0.342,-0.211,9.922,0.073,-0.085,-0.0
0.295,-0.263,9.931,0.062,-0.077,-0.008
0.242,-0.25,9.902,0.055,-0.101,0.012
0.187,-0.281,9.867,0.037,-0.079,0.005
0.123,-0.281,9.851,0.001,-0.098,-0.007
0.058,-0.29,9.811,0.016,-0.101,-0.004
-0.023,-0.299,9.81,0.012,-0.101,-0.007
-0.061,-0.303,9.789,-0.016,-0.102,-0.005
-0.116,-0.287,9.736,-0.029,-0.119,-0.007
-0.198,-0.28,9.722,-0.025,-0.113,-0.016
-0.241,-0.264,9.708,-0.048,-0.105,-0.005
-0.287,-0.234,9.69,-0.062,-0.08,-0.017
-0.319,-0.218,9.648,-0.057,-0.053,0.004
-0.39,-0.18,9.653,-0.064,-0.067,-0.013
-0.424,-0.171,9.622,-0.086,-0.054,0.017
-0.457,-0.132,9.618,-0.097,-0.043,-0.001
-0.491,-0.097,9.582,-0.079,-0.038,0.001
-0.506,-0.049,9.617,-0.093,-0.017,0.012
-0.501,-0.022,9.598,-0.099,-0.021,-0.02
-0.482,0.003,9.601,-0.107,0.003,-0.009
-0.491,0.052,9.61,-0.12,0.033,0.017
-0.474,0.104,9.617,-0.091,0.02,-0.005
-0.452,0.135,9.617,-0.081,0.032,0.015
-0.422,0.144,9.633,-0.08,0.041,0.005
-0.388,0.188,9.654,-0.06,0.069,0.006
-0.34,0.23,9.662,-0.086,0.071,-0.004
-0.29,0.243,9.697,-0.041,0.067,0.004
-0.246,0.261,9.699,-0.062,0.076,-0.009
-0.196,0.29,9.729,-0.027,0.087,0.009
-0.113,0.286,9.744,-0.018,0.088,-0.016
-0.057,0.297,9.775,0.003,0.105,-0.004
