acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.005,0.288,9.793,-0.002,0.088,-0.012
0.064,0.304,9.828,0.016,0.107,-0.007
0.125,0.287,9.864,0.023,0.115,0.014
0.18,0.281,9.874,0.034,0.076,0.001
0.233,0.257,9.897,0.053,0.102,-0.005
0.309,0.233,9.926,0.047,0.076,0.02
0.341,0.221,9.952,0.064,0.073,-0.014
0.393,0.178,9.955,0.068,0.075,0.014
0.436,0.156,9.978,0.075,0.041,-0.011
0.424,0.108,9.971,0.09,0.043,0.007
0.482,0.098,10.015,0.092,0.027,0.004
0.483,0.05,10.009,0.095,0.022,-0.011
0.492,0.008,10.006,0.099,-0.018,-0.0
0.52,-0.03,9.996,0.098,0.009,0.014
0.487,-0.047,10.002,0.108,-0.008,-0.003
0.487,-0.1,9.997,0.098,-0.015,-0.003
0.449,-0.134,10.004,0.091,-0.048,0.01
0.43,-0.164,9.983,0.105,-0.065,0.003
0.4,-0.169,9.959,0.071,-0.053,-0.007
0.349,-0.234,9.94,0.065,-0.066,0.006
0.295,-0.238,9.913,0.056,-0.097,0.001
0.239,-0.274,9.9,0.051,-0.091,0.007
0.188,-0.28,9.869,0.036,-0.079,0.002
0.14,-0.285,9.842,0.008,-0.087,0.005
0.053,-0.315,9.828,0.01,-0.11,-0.001
-0.002,-0.322,9.814,-0.01,-0.113,-0.008
-0.069,-0.298,9.778,0.008,-0.089,-0.0
-0.117,-0.303,9.749,-0.023,-0.112,-0.007
-0.176,-0.263,9.732,-0.011,-0.099,-0.018
-0.244,-0.26,9.71,-0.036,-0.087,0.012
-0.28,-0.247,9.697,-0.067,-0.076,0.005
-0.339,-0.222,9.684,-0.06,-0.067,0.008
-0.387,-0.188,9.647,-0.064,-0.059,-0.005
-0.417,-0.169,9.629,-0.073,-0.058,-0.007
-0.451,-0.119,9.631,-0.078,-0.035,-0.006
-0.469,-0.1,9.605,-0.104,-0.03,0.021
-0.482,-0.061,9.601,-0.102,-0.026,0.002
-0.508,-0.025,9.576,-0.095,0.019,0.009
-0.493,0.01,9.592,-0.092,0.01,0.002
-0.48,0.049,9.603,-0.109,0.011,0.006
-0.484,0.093,9.597,-0.101,0.024,0.011
-0.462,0.126,9.606,-0.1,0.042,-0.004
-0.439,0.154,9.623,-0.083,0.053,-0.006
-0.393,0.183,9.668,-0.082,0.067,0.005
-0.357,0.231,9.674,-0.086,0.076,0.013
-0.28,0.258,9.679,-0.076,0.065,-0.015
-0.271,0.26,9.701,-0.062,0.085,-0.004
-0.196,0.307,9.743,-0.043,0.1,-0.012
-0.122,0.294,9.746,-0.032,0.095,0.005
-0.061,0.312,9.777,-0.005,0.087,-0.003
