acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.009,0.293,9.789,-0.009,0.109,-0.01
0.058,0.303,9.833,0.01,0.084,-0.007
0.11,0.291,9.839,0.015,0.103,0.01
0.178,0.282,9.871,0.027,0.088,0.008
0.237,0.25,9.884,0.053,0.075,-0.0
0.305,0.243,9.932,0.058,0.085,-0.01
0.338,0.222,9.936,0.066,0.076,-0.012
0.391,0.193,9.949,0.084,0.061,-0.009
0.422,0.158,9.962,0.08,0.063,-0.004
0.454,0.135,9.986,0.092,0.049,-0.005
0.48,0.092,9.974,0.088,0.037,-0.017
0.5,0.056,9.997,0.109,0.013,-0.011
0.475,0.016,10.006,0.096,0.005,0.004
0.491,-0.025,9.995,0.077,-0.005,0.015
0.483,-0.047,9.997,0.095,-0.019,-0.008
0.466,-0.096,9.98,0.072,-0.04,-0.01
0.46,-0.141,9.97,0.081,-0.038,0.007
0.437,-0.153,9.948,0.101,-0.055,-0.014
0.39,-0.198,9.952,0.066,-0.078,-0.007
0.333,-0.221,9.945,0.045,-0.066,0.001
0.314,-0.256,9.899,0.049,-0.102,-0.023
0.243,-0.269,9.911,0.05,-0.093,-0.003
0.18,-0.265,9.884,0.044,-0.089,0.016
0.118,-0.287,9.85,0.006,-0.1,-0.008
0.051,-0.282,9.826,0.015,-0.074,0.014
-0.006,-0.294,9.814,-0.011,-0.098,0.024
-0.077,-0.288,9.766,-0.009,-0.087,-0.01
-0.122,-0.306,9.742,-0.012,-0.09,0.009
-0.185,-0.274,9.724,-0.029,-0.108,-0.001
-0.255,-0.261,9.696,-0.063,-0.088,-0.0
-0.31,-0.247,9.702,-0.072,-0.073,-0.01
-0.341,-0.217,9.654,-0.07,-0.06,0.009
-0.384,-0.183,9.652,-0.082,-0.053,0.009
-0.42,-0.169,9.625,-0.084,-0.058,0.001
-0.468,-0.134,9.583,-0.095,-0.046,0.021
-0.476,-0.09,9.618,-0.094,-0.02,0.011
-0.471,-0.063,9.599,-0.083,-0.01,-0.003
-0.493,-0.014,9.606,-0.094,0.0,-0.01
-0.502,0.009,9.618,-0.089,0.007,0.008
-0.51,0.064,9.606,-0.105,0.023,-0.004
-0.484,0.097,9.612,-0.091,0.044,0.002
-0.464,0.116,9.637,-0.085,0.044,0.009
-0.402,0.157,9.64,-0.081,0.064,0.013
-0.369,0.192,9.64,-0.072,0.064,0.015
-0.34,0.219,9.65,-0.066,0.085,-0.01
-0.282,0.246,9.675,-0.06,0.088,0.001
-0.235,0.276,9.715,-0.046,0.075,-0.001
-0.17,0.275,9.719,-0.045,0.088,0.005
-0.121,0.28,9.746,-0.03,0.095,-0.014
-0.063,0.278,9.777,-0.02,0.087,0.041
