acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.006,0.303,9.794,-0.012,0.088,0.015
0.056,0.286,9.827,0.027,0.103,-0.003
0.132,0.292,9.845,0.039,0.096,-0.015
0.175,0.253,9.884,0.037,0.088,-0.003
0.254,0.256,9.893,0.065,0.081,-0.008
0.304,0.26,9.918,0.054,0.079,-0.002
0.352,0.198,9.937,0.076,0.067,0.013
0.38,0.211,9.97,0.077,0.058,-0.007
0.411,0.178,9.951,0.087,0.058,0.001
0.456,0.124,9.981,0.092,0.044,-0.001
0.47,0.076,9.998,0.089,0.025,0.001
0.481,0.052,10.004,0.091,0.01,0.0
0.516,0.025,10.007,0.109,-0.006,0.015
0.496,-0.01,10.025,0.083,-0.015,0.006
0.505,-0.057,9.996,0.097,-0.01,-0.011
0.481,-0.093,10.006,0.102,-0.021,0.008
0.47,-0.129,9.971,0.091,-0.041,0.005
0.433,-0.154,9.98,0.086,-0.035,0.005
0.392,-0.169,9.971,0.085,-0.054,0.007
0.349,-0.225,9.954,0.065,-0.063,0.001
0.288,-0.251,9.921,0.062,-0.063,-0.022
0.242,-0.255,9.894,0.049,-0.064,-0.006
0.197,-0.289,9.89,0.042,-0.087,0.001
0.113,-0.288,9.846,0.013,-0.1,-0.013
0.056,-0.298,9.83,0.007,-0.128,-0.02
-0.021,-0.301,9.818,0.0,-0.096,0.003
-0.062,-0.298,9.771,-0.012,-0.099,-0.008
-0.124,-0.31,9.756,-0.028,-0.103,-0.002
-0.19,-0.274,9.73,-0.046,-0.093,-0.015
-0.231,-0.241,9.702,-0.044,-0.087,0.002
-0.282,-0.251,9.687,-0.05,-0.062,-0.006
-0.34,-0.242,9.68,-0.084,-0.095,-0.015
-0.413,-0.193,9.652,-0.043,-0.051,-0.006
-0.417,-0.162,9.635,-0.085,-0.054,-0.011
-0.463,-0.116,9.638,-0.078,-0.044,0.002
-0.48,-0.086,9.61,-0.09,-0.005,-0.001
-0.48,-0.061,9.605,-0.079,-0.015,0.005
-0.499,-0.027,9.604,-0.107,-0.01,0.013
-0.474,0.016,9.6,-0.103,-0.002,-0.008
-0.496,0.062,9.593,-0.083,0.021,0.01
-0.478,0.083,9.595,-0.09,0.038,-0.005
-0.462,0.133,9.611,-0.076,0.047,0.005
-0.416,0.173,9.628,-0.08,0.078,-0.001
-0.387,0.191,9.623,-0.09,0.082,0.012
-0.335,0.215,9.666,-0.076,0.061,0.004
-0.287,0.242,9.685,-0.043,0.076,-0.008
-0.24,0.261,9.713,-0.043,0.072,-0.002
-0.177,0.277,9.708,-0.051,0.082,-0.006
-0.121,0.304,9.738,-0.023,0.115,-0.015
-0.075,0.297,9.782,-0.009,0.101,-0.004
