acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.006,0.292,9.797,-0.015,0.117,0.014
0.064,0.304,9.81,0.009,0.091,-0.001
0.133,0.293,9.858,0.018,0.101,-0.002
0.181,0.288,9.871,0.042,0.101,0.003
0.253,0.255,9.899,0.05,0.083,-0.008
0.309,0.249,9.892,0.06,0.086,-0.002
0.332,0.217,9.936,0.051,0.066,0.007
0.391,0.189,9.942,0.073,0.056,0.01
0.423,0.158,9.971,0.098,0.04,-0.002
0.466,0.114,9.999,0.103,0.045,0.003
0.482,0.07,9.99,0.088,0.04,0.006
0.468,0.047,9.986,0.1,0.013,-0.0
0.486,0.012,9.991,0.091,-0.005,-0.005
0.495,-0.009,10.005,0.09,0.007,0.01
0.495,-0.041,9.993,0.097,-0.02,0.0
0.489,-0.09,10.001,0.105,-0.014,0.015
0.436,-0.129,9.971,0.082,-0.034,0.013
0.422,-0.167,9.976,0.087,-0.059,-0.007
0.381,-0.177,9.96,0.086,-0.069,0.003
0.345,-0.218,9.937,0.057,-0.078,0.012
0.296,-0.246,9.926,0.071,-0.067,0.0
0.246,-0.273,9.894,0.035,-0.068,-0.014
0.2,-0.267,9.882,0.024,-0.097,-0.006
0.137,-0.306,9.851,0.039,-0.09,0.001
0.061,-0.288,9.812,0.009,-0.101,-0.012
0.01,-0.297,9.786,-0.004,-0.112,0.002
-0.057,-0.287,9.78,-0.025,-0.094,0.006
-0.118,-0.288,9.769,-0.032,-0.08,0.005
-0.193,-0.281,9.721,-0.047,-0.088,0.013
-0.239,-0.272,9.703,-0.044,-0.085,0.008
-0.289,-0.234,9.688,-0.066,-0.09,0.0
-0.357,-0.22,9.659,-0.065,-0.092,-0.003
-0.377,-0.194,9.636,-0.078,-0.055,-0.011
-0.425,-0.165,9.636,-0.083,-0.049,-0.02
-0.44,-0.135,9.614,-0.082,-0.044,0.009
-0.476,-0.086,9.614,-0.1,-0.03,-0.022
-0.505,-0.061,9.6,-0.08,0.001,-0.036
-0.491,-0.013,9.613,-0.083,0.004,-0.014
-0.488,0.007,9.608,-0.094,0.012,0.007
-0.491,0.084,9.609,-0.101,0.016,0.004
-0.477,0.083,9.615,-0.101,0.033,-0.008
-0.46,0.127,9.614,-0.079,0.014,0.022
-0.432,0.159,9.643,-0.095,0.043,-0.003
-0.373,0.19,9.637,-0.083,0.06,-0.008
-0.332,0.22,9.659,-0.054,0.082,-0.006
-0.297,0.24,9.687,-0.054,0.081,-0.023
-0.227,0.255,9.7,-0.052,0.08,-0.017
-0.194,0.29,9.724,-0.044,0.099,0.025
-0.118,0.298,9.759,-0.013,0.093,0.006
-0.06,0.292,9.788,-0.014,0.124,0.009
