acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.002,0.314,9.786,0.001,0.101,0.002
0.056,0.29,9.81,0.012,0.101,0.01
0.122,0.304,9.831,0.03,0.086,0.009
0.194,0.27,9.879,0.04,0.082,0.002
0.244,0.261,9.898,0.05,0.064,0.005
0.288,0.224,9.92,0.049,0.093,0.009
0.344,0.232,9.936,0.068,0.079,-0.004
0.403,0.202,9.955,0.07,0.065,0.015
0.409,0.173,9.963,0.093,0.063,0.005
0.453,0.12,9.978,0.108,0.046,0.005
0.476,0.1,10.001,0.086,0.025,-0.007
0.499,0.048,9.984,0.119,0.035,0.007
0.507,0.027,9.996,0.105,0.023,0.012
0.481,-0.025,9.98,0.098,-0.003,0.0
0.48,-0.076,9.982,0.095,-0.042,-0.015
0.477,-0.108,9.971,0.114,-0.03,-0.003
0.452,-0.118,9.994,0.077,-0.043,-0.006
0.432,-0.168,9.974,0.089,-0.054,0.012
0.377,-0.208,9.955,0.088,-0.052,-0.007
0.351,-0.207,9.93,0.066,-0.068,-0.022
0.304,-0.251,9.914,0.079,-0.075,-0.015
0.233,-0.266,9.9,0.027,-0.08,0.017
0.177,-0.288,9.852,0.038,-0.09,-0.022
0.117,-0.291,9.841,0.027,-0.092,-0.012
0.062,-0.301,9.821,-0.003,-0.11,0.001
-0.007,-0.296,9.805,0.003,-0.115,0.02
-0.06,-0.305,9.777,-0.023,-0.09,-0.01
-0.111,-0.298,9.736,-0.026,-0.096,0.004
-0.169,-0.274,9.734,-0.04,-0.101,-0.004
-0.248,-0.266,9.726,-0.044,-0.068,-0.009
-0.295,-0.232,9.684,-0.038,-0.09,0.003
-0.325,-0.206,9.669,-0.08,-0.073,-0.0
-0.378,-0.208,9.658,-0.078,-0.061,0.004
-0.42,-0.148,9.625,-0.094,-0.041,0.007
-0.45,-0.137,9.609,-0.092,-0.04,0.012
-0.461,-0.099,9.599,-0.097,-0.01,0.009
-0.484,-0.057,9.617,-0.118,-0.022,0.001
-0.505,-0.025,9.598,-0.09,-0.009,-0.002
-0.492,0.022,9.613,-0.113,-0.004,-0.021
-0.488,0.056,9.594,-0.109,0.022,0.007
-0.464,0.073,9.603,-0.1,0.04,-0.002
-0.441,0.119,9.616,-0.091,0.038,0.006
-0.412,0.154,9.623,-0.085,0.035,-0.004
-0.379,0.209,9.645,-0.079,0.065,0.002
-0.339,0.212,9.678,-0.057,0.073,0.001
-0.293,0.237,9.665,-0.056,0.062,-0.008
-0.257,0.278,9.719,-0.059,0.096,0.019
-0.186,0.273,9.722,-0.035,0.089,0.002
-0.113,0.297,9.732,-0.034,0.091,-0.001
-0.061,0.285,9.773,0.01,0.112,0.019
