acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.006,0.29,9.795,-0.002,0.09,-0.003
0.067,0.307,9.822,0.016,0.101,0.007
0.122,0.29,9.856,0.036,0.088,-0.015
0.185,0.293,9.869,0.051,0.088,0.001
0.256,0.261,9.889,0.05,0.09,0.007
0.293,0.239,9.92,0.071,0.082,0.0
0.361,0.198,9.94,0.06,0.081,0.008
0.374,0.209,9.954,0.076,0.048,0.003
0.422,0.136,9.964,0.091,0.06,0.001
0.453,0.121,9.981,0.095,0.038,-0.006
0.477,0.075,9.991,0.115,0.043,-0.005
0.502,0.065,9.999,0.086,0.02,0.009
0.492,0.0,10.0,0.094,0.006,0.017
0.495,-0.024,9.997,0.094,0.009,0.014
0.485,-0.058,9.998,0.098,-0.004,-0.01
0.482,-0.087,10.0,0.091,0.003,0.014
0.434,-0.134,9.97,0.115,-0.041,0.006
0.429,-0.16,9.984,0.079,-0.049,-0.005
0.384,-0.193,9.948,0.082,-0.065,-0.002
0.359,-0.21,9.945,0.075,-0.074,-0.017
0.284,-0.242,9.917,0.052,-0.084,-0.001
0.237,-0.257,9.914,0.032,-0.079,-0.011
0.169,-0.276,9.894,0.028,-0.104,-0.003
0.116,-0.289,9.852,0.052,-0.098,-0.013
0.06,-0.295,9.83,0.014,-0.11,-0.007
0.01,-0.285,9.818,0.01,-0.106,-0.012
-0.054,-0.293,9.786,-0.001,-0.108,-0.001
-0.129,-0.282,9.741,-0.026,-0.089,-0.002
-0.182,-0.278,9.729,-0.043,-0.081,0.035
-0.23,-0.276,9.72,-0.054,-0.09,0.003
-0.302,-0.233,9.689,-0.058,-0.087,-0.003
-0.348,-0.208,9.665,-0.062,-0.079,-0.011
-0.409,-0.189,9.624,-0.07,-0.068,0.009
-0.414,-0.156,9.612,-0.083,-0.05,-0.011
-0.463,-0.146,9.626,-0.062,-0.037,0.0
-0.484,-0.099,9.617,-0.094,-0.029,0.019
-0.493,-0.063,9.608,-0.104,-0.018,-0.01
-0.502,-0.024,9.608,-0.094,-0.017,-0.019
-0.49,0.005,9.615,-0.097,0.013,0.013
-0.492,0.069,9.618,-0.09,0.02,-0.007
-0.49,0.094,9.614,-0.091,0.045,0.012
-0.442,0.111,9.616,-0.096,0.044,0.007
-0.442,0.165,9.645,-0.088,0.05,0.002
-0.387,0.198,9.645,-0.073,0.069,-0.002
-0.339,0.225,9.664,-0.071,0.074,-0.003
-0.295,0.245,9.673,-0.062,0.077,0.017
-0.252,0.26,9.707,-0.035,0.103,-0.009
-0.173,0.282,9.707,-0.026,0.092,-0.003
-0.133,0.289,9.733,-0.018,0.077,-0.012
-0.067,0.298,9.782,-0.004,0.099,0.005
