acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.004,0.304,9.829,-0.002,0.089,0.002
0.066,0.304,9.819,0.017,0.119,-0.01
0.119,0.291,9.86,0.027,0.07,0.006
0.187,0.281,9.866,0.049,0.095,-0.003
0.235,0.261,9.913,0.028,0.091,0.004
0.313,0.223,9.925,0.063,0.082,-0.007
0.364,0.224,9.948,0.08,0.072,0.005
0.386,0.189,9.94,0.068,0.065,-0.005
0.423,0.171,9.962,0.086,0.065,-0.004
0.458,0.127,9.989,0.078,0.02,0.012
0.473,0.109,9.995,0.101,0.029,0.018
0.497,0.06,9.991,0.1,0.012,-0.026
0.51,0.027,9.995,0.105,-0.008,-0.005
0.509,-0.028,9.994,0.092,0.008,0.002
0.489,-0.041,9.99,0.093,-0.021,-0.005
0.448,-0.102,9.991,0.096,-0.032,0.013
0.45,-0.12,9.988,0.09,-0.014,0.013
0.438,-0.177,9.967,0.089,-0.056,0.003
0.394,-0.178,9.952,0.066,-0.065,-0.004
0.356,-0.219,9.939,0.04,-0.068,-0.008
0.296,-0.235,9.924,0.056,-0.068,0.009
0.236,-0.286,9.889,0.045,-0.089,-0.006
0.185,-0.284,9.884,0.021,-0.096,-0.002
0.127,-0.297,9.856,0.032,-0.093,-0.008
0.067,-0.303,9.82,0.002,-0.084,0.005
0.009,-0.313,9.802,-0.006,-0.101,-0.004
-0.061,-0.32,9.779,-0.012,-0.103,0.001
-0.135,-0.285,9.75,-0.025,-0.103,-0.0
-0.193,-0.259,9.738,-0.036,-0.096,0.002
-0.243,-0.265,9.704,-0.05,-0.088,0.006
-0.282,-0.236,9.666,-0.06,-0.083,-0.005
-0.358,-0.212,9.661,-0.082,-0.082,-0.001
-0.36,-0.167,9.641,-0.061,-0.072,-0.015
-0.432,-0.155,9.627,-0.08,-0.05,0.003
-0.434,-0.115,9.633,-0.07,-0.046,0.001
-0.464,-0.088,9.621,-0.113,-0.011,-0.0
-0.498,-0.068,9.602,-0.086,-0.02,-0.001
-0.493,-0.013,9.597,-0.082,-0.021,-0.001
-0.485,0.017,9.617,-0.103,0.016,0.001
-0.499,0.048,9.59,-0.098,0.018,0.001
-0.493,0.08,9.586,-0.107,0.031,-0.006
-0.448,0.137,9.629,-0.09,0.042,0.008
-0.438,0.179,9.639,-0.075,0.048,-0.017
-0.373,0.183,9.647,-0.067,0.079,0.005
-0.344,0.204,9.656,-0.06,0.082,0.005
-0.288,0.242,9.696,-0.07,0.078,-0.001
-0.235,0.268,9.699,-0.047,0.088,0.008
-0.2,0.3,9.731,-0.026,0.092,-0.007
-0.143,0.268,9.743,-0.019,0.094,-0.001
-0.045,0.305,9.802,-0.025,0.093,-0.014
