acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.001,0.302,9.785,0.009,0.096,-0.01
0.067,0.304,9.818,0.018,0.091,0.001
0.131,0.298,9.862,0.051,0.1,0.009
0.18,0.277,9.889,0.035,0.098,-0.002
0.236,0.243,9.904,0.031,0.074,-0.014
0.286,0.232,9.918,0.058,0.078,0.002
0.334,0.221,9.945,0.081,0.079,-0.009
0.407,0.202,9.966,0.071,0.072,0.01
0.409,0.164,9.982,0.089,0.047,0.0
0.445,0.109,9.984,0.096,0.054,0.002
0.481,0.094,9.98,0.089,0.035,-0.005
0.496,0.068,10.005,0.105,0.005,0.002
0.502,0.013,10.008,0.117,0.024,0.001
0.497,-0.03,10.006,0.099,-0.009,-0.007
0.479,-0.067,10.018,0.076,-0.008,-0.003
0.484,-0.095,9.996,0.106,-0.049,-0.008
0.45,-0.115,9.985,0.083,-0.049,-0.004
0.427,-0.151,9.961,0.087,-0.047,-0.007
0.409,-0.193,9.938,0.07,-0.048,0.027
0.338,-0.222,9.958,0.055,-0.083,-0.015
0.283,-0.255,9.912,0.056,-0.083,-0.003
0.248,-0.254,9.894,0.06,-0.1,0.003
0.19,-0.288,9.874,0.053,-0.095,-0.016
0.111,-0.299,9.85,0.021,-0.097,-0.003
0.058,-0.292,9.833,0.003,-0.114,0.002
-0.007,-0.296,9.805,-0.007,-0.092,-0.012
-0.032,-0.31,9.776,-0.024,-0.115,-0.001
-0.121,-0.292,9.762,-0.004,-0.098,0.005
-0.184,-0.289,9.74,-0.054,-0.108,0.011
-0.245,-0.263,9.718,-0.051,-0.095,-0.022
-0.295,-0.242,9.682,-0.05,-0.094,0.001
-0.349,-0.213,9.668,-0.064,-0.066,0.004
-0.383,-0.172,9.634,-0.063,-0.065,-0.013
-0.419,-0.153,9.636,-0.097,-0.055,-0.009
-0.448,-0.132,9.614,-0.09,-0.072,0.004
-0.486,-0.087,9.607,-0.107,-0.024,-0.01
-0.481,-0.054,9.612,-0.102,-0.017,-0.021
-0.518,-0.018,9.59,-0.106,0.008,0.004
-0.505,0.028,9.599,-0.093,0.038,-0.002
-0.497,0.073,9.595,-0.098,0.018,-0.004
-0.48,0.095,9.615,-0.099,0.02,-0.012
-0.459,0.133,9.628,-0.073,0.037,0.001
-0.418,0.141,9.627,-0.1,0.051,0.008
-0.388,0.2,9.655,-0.068,0.058,0.013
-0.329,0.206,9.657,-0.081,0.083,-0.009
-0.286,0.253,9.678,-0.049,0.097,-0.01
-0.24,0.274,9.709,-0.041,0.075,0.013
-0.198,0.279,9.741,-0.02,0.077,-0.029
-0.13,0.292,9.766,-0.017,0.106,-0.006
-0.077,0.288,9.784,-0.025,0.088,-0.001
