acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.012,0.312,9.805,0.004,0.114,-0.006
0.074,0.286,9.833,0.006,0.093,0.001
0.127,0.296,9.838,0.028,0.103,-0.001
0.191,0.28,9.868,0.041,0.081,0.007
0.252,0.251,9.916,0.043,0.098,-0.007
0.297,0.237,9.898,0.057,0.099,0.017
0.34,0.202,9.944,0.078,0.095,0.0
0.375,0.205,9.952,0.061,0.071,0.017
0.398,0.171,9.963,0.078,0.053,-0.003
0.437,0.118,9.977,0.091,0.031,0.001
0.479,0.072,10.006,0.087,0.047,-0.004
0.47,0.063,9.978,0.095,0.021,0.015
0.51,0.008,9.988,0.101,0.005,-0.002
0.51,-0.005,10.012,0.106,-0.007,0.02
0.502,-0.046,10.006,0.109,-0.016,-0.004
0.488,-0.104,9.992,0.108,-0.047,-0.007
0.44,-0.114,9.971,0.106,-0.058,0.008
0.423,-0.167,9.963,0.082,-0.065,0.0
0.387,-0.201,9.963,0.076,-0.042,-0.004
0.333,-0.218,9.923,0.051,-0.077,0.012
0.304,-0.255,9.922,0.052,-0.071,0.001
0.227,-0.261,9.893,0.044,-0.089,0.004
0.181,-0.279,9.873,0.025,-0.085,0.009
0.133,-0.271,9.845,0.021,-0.093,0.008
0.063,-0.281,9.826,0.005,-0.081,-0.014
0.006,-0.32,9.813,-0.003,-0.106,-0.002
-0.044,-0.312,9.754,-0.03,-0.092,0.002
-0.127,-0.298,9.751,-0.015,-0.104,0.0
-0.158,-0.272,9.727,-0.03,-0.079,-0.007
-0.243,-0.27,9.711,-0.064,-0.069,-0.013
-0.293,-0.265,9.679,-0.064,-0.091,0.02
-0.342,-0.232,9.663,-0.057,-0.07,0.002
-0.395,-0.188,9.661,-0.076,-0.07,-0.013
-0.416,-0.155,9.618,-0.093,-0.06,-0.014
-0.468,-0.129,9.632,-0.091,-0.044,0.0
-0.478,-0.092,9.608,-0.091,-0.036,0.001
-0.493,-0.058,9.613,-0.108,-0.009,0.003
-0.526,0.003,9.616,-0.1,0.002,0.007
-0.494,0.01,9.592,-0.089,0.007,-0.001
-0.496,0.065,9.615,-0.109,0.022,0.004
-0.464,0.099,9.604,-0.104,0.047,-0.012
-0.457,0.109,9.613,-0.083,0.036,0.016
-0.438,0.16,9.623,-0.093,0.047,-0.005
-0.371,0.186,9.642,-0.083,0.055,0.004
-0.344,0.203,9.646,-0.074,0.068,0.014
-0.283,0.241,9.682,-0.054,0.078,0.03
-0.25,0.268,9.7,-0.037,0.08,0.007
-0.176,0.289,9.729,-0.042,0.088,-0.004
-0.12,0.293,9.745,-0.015,0.115,0.005
-0.055,0.302,9.76,-0.027,0.088,0.008
