acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.002,0.311,9.804,-0.002,0.109,-0.005
0.072,0.317,9.815,0.017,0.096,0.002
0.118,0.293,9.859,0.036,0.102,0.006
0.185,0.27,9.879,0.038,0.082,0.008
0.235,0.261,9.892,0.05,0.086,0.004
0.296,0.242,9.935,0.061,0.096,-0.011
0.337,0.227,9.927,0.065,0.083,-0.013
0.367,0.173,9.967,0.087,0.051,0.009
0.427,0.158,9.963,0.098,0.07,-0.006
0.45,0.109,9.981,0.081,0.04,-0.006
0.482,0.086,9.999,0.111,0.027,-0.004
0.498,0.052,9.998,0.096,0.015,0.014
0.509,0.016,9.998,0.107,0.021,0.032
0.52,-0.024,10.002,0.09,-0.003,0.004
0.49,-0.067,9.982,0.091,-0.032,0.002
0.478,-0.084,9.989,0.092,-0.031,0.001
0.451,-0.131,9.972,0.109,-0.032,0.003
0.431,-0.162,9.947,0.08,-0.037,-0.006
0.385,-0.188,9.972,0.081,-0.052,-0.001
0.346,-0.213,9.94,0.083,-0.092,-0.011
0.291,-0.239,9.913,0.064,-0.065,0.0
0.241,-0.261,9.885,0.039,-0.097,0.002
0.184,-0.266,9.873,0.028,-0.084,0.011
0.134,-0.307,9.872,0.015,-0.088,0.008
0.074,-0.294,9.832,0.015,-0.082,0.001
-0.001,-0.298,9.791,-0.007,-0.096,-0.003
-0.064,-0.304,9.791,0.001,-0.086,0.004
-0.124,-0.282,9.753,-0.031,-0.103,-0.011
-0.192,-0.278,9.719,-0.046,-0.09,-0.011
-0.221,-0.246,9.707,-0.049,-0.082,-0.003
-0.295,-0.23,9.675,-0.061,-0.076,-0.007
-0.341,-0.213,9.651,-0.086,-0.08,0.003
-0.389,-0.19,9.656,-0.07,-0.067,0.0
-0.44,-0.158,9.627,-0.084,-0.049,-0.006
-0.453,-0.124,9.613,-0.081,-0.028,-0.02
-0.492,-0.099,9.629,-0.105,-0.043,0.003
-0.5,-0.04,9.604,-0.091,-0.012,-0.001
-0.515,-0.021,9.609,-0.102,-0.016,0.01
-0.488,0.018,9.594,-0.103,0.004,-0.003
-0.515,0.065,9.603,-0.109,0.01,0.002
-0.469,0.091,9.616,-0.099,0.024,0.003
-0.46,0.132,9.627,-0.088,0.038,0.005
-0.417,0.167,9.63,-0.089,0.045,-0.006
-0.38,0.174,9.632,-0.054,0.065,0.005
-0.347,0.211,9.667,-0.075,0.065,-0.015
-0.301,0.226,9.687,-0.053,0.071,0.007
-0.254,0.27,9.71,-0.044,0.09,0.001
-0.178,0.279,9.725,-0.041,0.095,-0.002
-0.132,0.27,9.75,-0.031,0.107,0.014
-0.072,0.296,9.76,-0.016,0.095,-0.005
