acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.001,0.007,9.81,-0.01,-0.02,-0.002
0.001,0.003,9.814,0.013,0.006,-0.001
-0.003,-0.017,9.804,-0.0,0.007,0.014
-0.001,-0.009,9.797,0.009,0.008,0.007
-0.002,0.002,9.803,-0.009,0.013,0.002
-0.001,0.012,9.782,-0.004,0.011,-0.004
0.015,0.0,9.811,-0.024,0.003,0.003
-0.016,0.001,9.806,-0.016,0.011,0.008
-0.011,-0.005,9.804,0.002,0.005,0.008
-0.019,-0.003,9.802,-0.0,-0.004,-0.003
-0.017,-0.004,9.798,0.007,-0.006,-0.008
-0.004,-0.011,9.788,0.011,0.001,0.003
0.009,0.009,9.794,-0.001,0.017,0.003
0.006,0.012,13.691,-0.033,-0.046,0.001
0.006,0.02,16.84,-0.026,0.022,-0.013
-0.004,-0.005,18.575,0.026,-0.015,-0.001
-0.011,-0.003,18.585,0.033,-0.019,0.003
-0.003,0.011,16.827,-0.023,0.023,0.01
-0.003,0.001,13.714,0.016,-0.025,-0.017
-0.007,0.019,-0.049,-0.016,-0.027,-0.014
0.002,0.002,6.735,0.02,0.007,-0.014
0.003,0.001,4.016,-0.003,0.009,-0.004
0.012,0.002,2.015,0.001,-0.032,0.002
-0.002,-0.014,0.943,0.02,-0.026,0.005
0.007,0.005,0.95,-0.024,-0.011,0.004
0.018,0.0,1.993,-0.004,-0.044,-0.005
-0.011,-0.003,4.027,0.025,0.003,-0.003
-0.007,0.004,6.717,0.03,0.06,0.008
0.003,-0.006,9.802,0.003,0.001,0.018
0.002,-0.025,9.799,-0.007,0.003,0.002
-0.006,0.019,9.795,0.009,-0.003,-0.005
-0.003,-0.001,9.799,0.022,0.001,0.018
0.012,-0.009,9.809,-0.007,-0.001,0.008
0.002,0.011,9.823,0.005,-0.011,0.006
0.022,-0.007,9.813,0.009,0.015,-0.0
-0.009,0.008,9.789,-0.006,0.01,0.012
-0.002,0.005,9.797,-0.011,0.007,0.013
-0.001,-0.002,9.795,-0.012,-0.011,0.007
-0.015,-0.001,9.79,-0.011,0.003,0.007
0.009,0.002,9.816,0.001,-0.008,0.01
0.002,-0.001,9.79,0.0,-0.004,0.002
0.02,-0.022,9.798,-0.01,0.008,-0.018
0.002,-0.002,9.796,-0.006,-0.012,0.014
0.014,-0.001,9.794,0.01,0.005,0.011
0.007,0.009,9.804,-0.0,-0.008,0.008
0.003,-0.006,9.784,-0.007,-0.0,0.019
-0.0,0.007,9.828,-0.011,-0.001,0.015
0.005,-0.002,9.808,-0.008,-0.01,0.004
-0.007,0.011,9.796,0.007,0.015,0.016
0.004,0.009,9.798,-0.002,0.003,-0.02
