acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.001,0.01,9.815,-0.014,0.009,-0.017
-0.001,-0.012,9.795,-0.013,-0.013,-0.002
-0.014,0.006,9.8,-0.003,0.003,-0.003
0.002,0.005,9.803,-0.001,0.003,0.007
-0.002,0.007,9.815,-0.021,-0.018,-0.006
-0.015,0.007,9.805,-0.0,0.003,-0.009
-0.001,-0.002,9.809,0.009,-0.005,-0.011
0.002,0.013,9.79,0.002,-0.004,-0.005
-0.002,-0.007,9.805,0.01,-0.001,0.008
0.014,-0.009,9.793,-0.013,0.009,-0.003
0.006,-0.008,9.803,-0.007,0.009,0.005
0.001,-0.01,9.801,-0.004,-0.006,-0.019
0.003,-0.007,9.797,-0.006,0.0,0.004
-0.007,0.0,9.807,-0.013,0.018,-0.017
-0.0,0.008,9.783,0.004,-0.014,0.009
-0.013,0.014,9.786,0.03,0.009,0.004
0.013,0.003,9.787,-0.002,0.007,-0.004
-0.022,0.006,9.793,-0.003,0.01,0.014
0.002,0.002,9.808,0.017,0.024,0.009
0.007,-0.008,14.501,-0.011,0.02,0.005
0.015,0.003,17.416,-0.026,0.003,0.008
0.011,0.012,17.417,0.008,-0.001,0.003
0.007,-0.018,14.504,0.021,0.027,0.001
-0.003,0.006,-0.04,0.023,-0.009,0.004
-0.012,-0.023,8.034,-0.013,0.004,0.011
-0.016,0.004,6.33,0.017,0.028,0.002
-0.018,0.006,4.807,0.015,-0.022,-0.003
0.005,-0.002,3.573,-0.027,-0.059,0.006
0.003,-0.005,2.59,0.002,-0.02,-0.004
0.003,0.005,1.99,0.018,-0.055,0.012
0.007,-0.002,1.792,0.009,-0.014,0.005
-0.01,-0.013,1.996,-0.031,-0.018,0.015
-0.014,-0.006,2.604,-0.01,-0.004,0.02
0.003,0.003,3.555,-0.038,-0.01,0.007
-0.013,-0.017,4.807,0.009,-0.053,-0.015
-0.001,-0.003,6.327,0.031,-0.015,-0.01
0.005,0.004,8.031,0.01,0.002,0.019
0.005,0.003,9.803,0.005,-0.011,-0.013
-0.014,-0.003,9.795,-0.01,-0.013,-0.005
0.007,-0.008,9.791,-0.015,-0.024,0.006
-0.021,0.006,9.811,-0.003,0.003,-0.013
0.012,-0.007,9.806,0.004,0.008,0.001
-0.007,0.009,9.795,-0.011,0.006,0.01
0.001,-0.004,9.804,0.016,-0.007,-0.0
-0.018,-0.024,9.805,-0.003,-0.004,0.003
0.011,-0.001,9.808,0.012,-0.005,-0.009
0.019,-0.006,9.786,0.007,-0.017,0.003
-0.005,-0.006,9.782,0.009,0.015,0.008
-0.02,0.003,9.812,0.008,0.0,0.01
-0.001,0.002,9.796,0.004,0.02,-0.008
