acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.003,0.001,9.789,0.002,0.001,0.005
-0.016,-0.012,9.798,0.01,-0.007,-0.005
0.001,-0.001,9.796,-0.002,-0.002,0.003
0.006,-0.005,9.806,0.01,-0.007,0.009
0.001,-0.016,9.791,-0.02,-0.004,-0.001
-0.006,-0.008,9.818,-0.002,0.007,-0.001
0.017,-0.004,9.813,-0.008,0.003,0.01
-0.002,0.013,9.79,0.01,0.005,0.006
0.008,0.008,9.786,-0.006,0.007,-0.001
-0.012,-0.011,9.82,-0.002,0.007,-0.009
0.0,0.001,9.818,-0.004,0.003,-0.004
0.015,0.002,9.8,-0.005,0.01,-0.015
0.003,0.002,9.803,-0.004,0.011,-0.005
0.01,-0.004,9.792,-0.003,-0.016,-0.002
0.003,-0.004,9.798,0.018,-0.0,-0.002
0.001,0.001,9.802,0.007,0.01,-0.009
0.003,0.005,9.815,0.02,0.026,0.002
-0.014,-0.006,10.422,-0.01,-0.024,0.002
-0.017,0.001,11.032,0.037,0.05,-0.012
-0.0,0.001,11.567,-0.006,0.001,0.004
-0.008,-0.012,12.051,-0.026,-0.022,-0.012
-0.016,0.018,12.407,0.037,0.025,0.005
-0.007,-0.001,12.651,0.031,-0.004,0.01
0.011,-0.011,12.772,-0.029,-0.044,-0.002
-0.023,-0.013,12.787,0.03,0.012,-0.005
0.005,0.001,12.664,0.024,-0.023,0.028
0.009,-0.006,12.402,0.008,0.019,0.01
-0.01,0.005,12.033,-0.036,-0.027,-0.005
-0.007,-0.011,11.562,0.002,-0.035,0.012
-0.005,-0.005,11.009,-0.061,0.002,-0.012
0.005,0.007,10.426,-0.01,-0.003,0.009
-0.002,0.006,-0.147,-0.011,0.009,-0.011
0.002,-0.003,9.086,0.015,-0.009,-0.001
0.027,0.005,8.416,-0.003,-0.016,0.003
0.006,-0.003,7.791,0.005,-0.006,-0.004
0.006,0.011,7.341,0.018,-0.004,0.007
0.021,0.008,6.998,-0.02,-0.005,-0.006
0.012,-0.004,6.806,-0.024,-0.054,-0.001
0.013,-0.003,6.807,0.019,0.026,-0.004
-0.023,-0.01,6.992,0.011,0.022,0.005
-0.003,-0.01,7.329,0.005,0.025,0.006
-0.011,-0.008,7.814,0.002,0.0,-0.011
0.013,0.003,8.405,0.013,0.001,-0.01
0.016,0.022,9.078,0.012,0.01,0.007
0.001,0.016,9.797,0.003,0.015,0.008
-0.012,-0.002,9.796,0.003,0.003,-0.002
-0.003,0.006,9.814,0.001,-0.033,0.002
0.01,-0.017,9.812,-0.001,-0.012,0.019
0.003,-0.002,9.795,-0.005,0.011,0.0
0.011,0.0,9.806,-0.021,-0.006,-0.011
