acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.003,-0.006,9.793,-0.006,-0.008,-0.009
-0.005,-0.005,9.821,-0.005,0.002,-0.004
-0.001,-0.01,9.801,0.013,-0.008,0.0
-0.005,-0.005,9.784,-0.012,0.005,-0.005
0.008,-0.007,9.803,0.009,-0.001,0.016
-0.02,-0.01,9.819,0.003,0.002,-0.006
0.008,0.017,9.798,0.003,0.013,0.018
0.002,-0.001,9.796,0.013,0.007,0.0
-0.0,0.007,9.784,0.006,0.009,-0.004
-0.002,0.005,9.815,-0.005,0.001,-0.015
-0.012,0.005,9.797,-0.018,0.007,-0.01
-0.014,0.008,9.807,0.018,0.014,-0.009
0.002,-0.003,9.803,-0.004,0.0,-0.0
-0.001,0.004,9.811,0.003,-0.018,0.005
0.002,0.008,9.813,0.007,-0.016,0.019
0.017,0.013,9.813,-0.01,0.021,-0.009
0.01,0.021,9.812,-0.002,0.013,0.008
-0.002,0.008,9.79,0.006,-0.006,0.0
0.003,-0.005,9.799,-0.001,-0.002,-0.007
0.004,0.011,9.821,-0.01,0.015,0.009
-0.001,-0.001,9.79,0.001,-0.067,0.005
-0.024,0.019,11.709,0.037,-0.019,0.005
-0.001,0.004,13.342,0.062,0.019,0.009
-0.004,0.007,14.436,-0.002,0.036,-0.006
0.007,0.015,14.806,0.007,-0.019,0.024
0.013,-0.004,14.409,0.018,-0.027,-0.001
0.005,-0.011,13.336,0.012,-0.016,-0.013
-0.009,-0.004,11.703,-0.033,-0.021,-0.008
-0.005,-0.005,0.026,-0.0,-0.019,0.009
-0.002,0.013,8.085,0.01,-0.017,0.009
-0.008,0.015,6.598,0.027,0.025,-0.02
-0.007,0.002,5.479,-0.006,0.002,-0.001
-0.004,-0.007,4.874,0.003,-0.03,-0.009
0.005,-0.006,4.883,0.006,-0.002,0.009
-0.003,-0.013,5.464,0.029,-0.013,-0.018
-0.003,0.011,6.594,0.028,-0.004,0.009
0.015,0.032,8.09,-0.015,0.028,-0.008
-0.009,-0.016,9.79,-0.021,0.012,-0.01
0.013,-0.011,9.805,0.016,-0.01,-0.01
-0.005,0.016,9.793,-0.0,0.014,-0.0
0.006,0.02,9.785,-0.007,-0.001,-0.011
-0.013,-0.009,9.794,-0.007,0.01,-0.014
0.006,-0.014,9.813,-0.002,0.002,0.007
0.015,-0.002,9.79,0.007,0.001,0.004
0.001,0.008,9.794,-0.011,0.016,0.007
-0.015,-0.003,9.803,0.005,0.013,0.006
-0.001,0.001,9.803,-0.003,0.004,0.009
0.002,0.009,9.799,-0.023,-0.01,-0.001
0.004,-0.012,9.799,0.005,-0.01,0.011
0.006,0.007,9.783,-0.018,-0.017,-0.017
