acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.001,-0.008,9.826,-0.005,-0.001,-0.002
-0.005,0.003,9.798,-0.011,-0.018,0.012
0.005,-0.001,9.801,-0.002,0.006,0.005
0.003,0.007,9.818,0.007,-0.013,0.009
0.001,0.01,9.799,0.005,0.023,-0.002
-0.007,-0.008,9.799,-0.013,0.012,0.006
-0.009,0.002,9.802,-0.004,-0.014,-0.004
-0.004,0.014,9.805,0.002,-0.008,0.001
0.003,-0.009,9.827,0.008,-0.002,0.006
-0.014,-0.021,9.797,0.006,0.007,-0.008
0.002,-0.008,9.811,-0.009,-0.0,0.0
-0.001,0.009,9.823,-0.003,0.01,-0.006
-0.002,0.008,9.795,-0.02,0.007,-0.002
-0.013,-0.008,9.789,0.003,-0.013,-0.008
-0.003,-0.017,9.804,-0.009,-0.008,0.008
-0.001,0.001,9.808,0.017,-0.011,-0.009
-0.01,-0.004,9.805,0.012,0.003,0.006
0.001,0.008,9.812,0.008,0.014,-0.007
-0.003,0.0,9.803,-0.006,0.0,0.009
0.002,-0.003,9.802,-0.001,0.024,0.011
-0.018,0.004,9.801,0.018,0.005,-0.0
-0.007,0.005,15.299,0.01,0.04,0.006
0.011,0.006,19.32,-0.035,0.018,0.013
-0.004,0.004,20.81,-0.0,-0.019,-0.011
-0.003,-0.006,19.335,-0.007,0.005,0.009
0.004,0.017,15.31,0.008,-0.006,0.01
0.004,-0.004,-0.239,0.045,0.005,-0.002
-0.002,-0.001,4.281,0.017,-0.012,-0.015
0.022,-0.019,0.281,0.013,-0.011,-0.025
0.0,-0.002,-1.213,0.031,0.019,-0.007
0.01,-0.013,0.28,0.018,-0.043,-0.005
0.021,0.005,4.309,0.005,0.016,0.001
-0.005,0.003,9.794,-0.007,0.006,0.003
0.006,0.005,9.807,-0.019,-0.013,0.001
-0.007,0.001,9.785,-0.009,-0.007,0.013
-0.008,0.004,9.791,-0.003,0.01,-0.001
0.001,0.011,9.799,-0.002,-0.013,-0.011
0.002,-0.009,9.801,-0.01,-0.004,0.001
-0.008,0.013,9.804,0.005,-0.022,0.014
0.017,0.009,9.798,0.008,-0.016,0.012
0.005,0.014,9.807,-0.01,-0.002,0.01
0.021,0.009,9.794,0.011,0.005,-0.002
0.014,-0.0,9.802,0.004,0.007,0.002
-0.009,0.024,9.805,-0.005,0.01,-0.015
0.008,-0.006,9.801,0.001,0.002,0.001
0.012,0.006,9.814,-0.015,-0.006,-0.012
0.015,-0.024,9.812,-0.01,0.002,-0.005
-0.013,0.008,9.811,-0.005,0.007,-0.01
0.004,-0.006,9.792,0.001,-0.011,-0.019
0.008,-0.013,9.795,-0.011,0.021,-0.012
