acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.004,-0.009,9.808,-0.002,0.005,0.001
-0.013,0.007,9.8,0.012,-0.013,-0.015
-0.003,0.019,9.786,-0.001,0.005,-0.014
0.011,-0.01,9.809,0.002,0.005,0.013
-0.008,0.001,9.817,0.019,-0.006,-0.01
-0.009,-0.023,9.805,0.001,0.002,-0.008
-0.007,-0.004,9.782,-0.006,-0.013,0.015
0.002,0.009,9.797,-0.007,0.023,0.007
-0.018,0.006,9.823,0.005,-0.02,-0.022
0.005,-0.005,9.797,-0.001,0.005,0.005
-0.004,-0.007,9.806,0.047,0.012,-0.006
-0.005,0.005,11.599,-0.0,0.026,0.006
-0.002,-0.003,13.29,-0.003,-0.003,0.009
-0.004,-0.003,14.753,0.021,0.018,0.003
-0.007,-0.002,15.875,0.029,0.024,0.0
0.01,-0.003,16.56,-0.027,-0.007,-0.011
0.01,-0.002,16.789,-0.029,0.013,0.001
0.004,-0.002,16.564,0.007,0.01,-0.003
0.002,0.008,15.856,-0.034,-0.059,-0.016
0.008,0.013,14.744,-0.013,-0.001,0.016
0.001,0.003,13.315,-0.012,0.021,-0.012
-0.0,0.01,11.609,-0.021,0.02,0.003
-0.005,-0.007,0.225,-0.008,0.019,-0.005
0.0,-0.006,8.127,-0.022,-0.018,-0.005
0.021,0.016,6.536,0.011,-0.004,-0.015
0.001,0.01,5.156,-0.001,-0.014,-0.0
-0.015,0.004,4.028,0.001,0.03,-0.006
-0.006,-0.007,3.279,-0.005,0.004,0.012
0.002,-0.002,2.858,0.019,0.021,-0.016
-0.011,0.003,2.844,-0.003,-0.024,0.015
-0.003,-0.011,3.247,0.046,0.02,0.002
-0.006,-0.016,4.039,0.039,0.046,0.007
0.014,-0.003,5.177,0.034,0.029,-0.006
0.018,-0.005,6.549,0.009,0.005,-0.011
-0.004,0.004,8.117,-0.007,-0.007,0.006
-0.005,-0.003,9.8,0.001,-0.018,0.003
-0.013,-0.019,9.791,-0.004,-0.003,-0.006
0.003,0.004,9.811,0.002,-0.001,0.004
-0.002,0.014,9.801,0.012,0.014,0.022
-0.002,-0.003,9.816,-0.009,0.004,0.017
0.004,-0.004,9.776,0.005,-0.001,-0.017
-0.015,0.004,9.803,-0.003,-0.0,0.013
-0.009,0.005,9.802,-0.012,0.0,0.017
-0.012,-0.007,9.801,0.001,-0.001,-0.009
-0.003,-0.004,9.778,0.0,-0.013,-0.018
0.001,0.02,9.793,0.002,0.002,-0.003
-0.011,-0.013,9.781,-0.02,-0.001,0.012
0.003,0.008,9.794,0.006,-0.001,0.005
0.0,-0.005,9.813,-0.006,0.002,-0.015
-0.005,0.013,9.777,-0.006,0.006,0.013
