acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.009,-0.02,9.792,-0.002,0.006,0.004
-0.003,0.0,9.802,0.004,0.002,-0.0
-0.006,-0.022,9.811,-0.013,-0.018,0.006
0.008,-0.0,9.797,0.005,0.0,0.013
-0.014,-0.004,9.802,0.002,0.014,0.004
-0.006,0.017,9.812,0.001,-0.007,-0.02
0.018,0.003,9.802,-0.0,0.002,0.01
0.001,-0.005,9.8,-0.004,-0.003,0.01
-0.0,0.015,9.805,0.004,0.011,-0.01
-0.007,-0.016,9.797,0.014,0.007,0.003
0.005,0.001,9.812,-0.007,-0.006,0.011
0.011,0.003,9.804,0.003,0.005,-0.002
-0.005,-0.014,9.798,-0.002,-0.006,0.007
0.0,-0.012,9.798,-0.005,0.028,-0.015
0.016,0.008,9.806,-0.023,0.025,-0.013
0.003,0.012,12.382,-0.014,0.013,0.01
0.002,0.005,14.79,-0.013,0.023,0.002
0.005,0.009,16.891,0.013,0.042,-0.013
-0.011,-0.011,18.462,-0.035,-0.011,-0.012
0.019,-0.013,19.444,-0.038,0.03,0.009
0.008,-0.007,19.799,0.009,0.009,0.01
0.009,-0.0,19.461,0.005,0.007,-0.003
-0.003,0.005,18.458,0.012,-0.008,0.005
0.002,-0.01,16.873,-0.012,-0.021,-0.004
-0.007,-0.008,14.788,0.019,-0.016,-0.002
0.0,-0.01,12.378,0.009,0.029,-0.02
0.0,0.011,-0.135,-0.007,0.027,0.007
-0.005,0.016,7.411,-0.004,0.009,-0.002
0.016,-0.004,5.155,0.021,-0.029,-0.002
-0.008,-0.008,3.166,-0.007,-0.005,0.012
-0.0,0.0,1.588,0.019,-0.032,0.019
-0.014,-0.016,0.455,-0.01,-0.003,-0.004
-0.001,-0.004,-0.124,0.016,0.003,-0.007
-0.004,0.016,-0.125,-0.022,0.018,0.008
0.003,0.0,0.446,0.013,0.007,0.006
-0.001,-0.002,1.574,0.04,-0.015,-0.003
-0.002,0.008,3.176,0.008,-0.014,0.018
-0.001,-0.005,5.161,-0.01,-0.003,-0.004
-0.0,0.004,7.401,-0.057,-0.006,-0.011
-0.001,0.025,9.809,-0.014,-0.02,-0.012
0.001,0.007,9.82,0.001,-0.027,0.005
-0.004,-0.021,9.815,-0.001,0.007,0.009
-0.006,0.0,9.824,-0.005,0.008,0.014
-0.001,0.005,9.811,0.001,0.01,-0.009
0.009,-0.012,9.792,-0.0,-0.003,-0.022
0.007,-0.011,9.805,-0.016,0.009,0.013
-0.002,-0.017,9.803,0.005,0.01,-0.01
0.009,0.006,9.802,-0.005,0.01,0.002
0.01,-0.003,9.79,0.017,0.004,0.006
-0.006,0.014,9.806,0.002,0.01,0.012
