acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.002,0.0,9.798,-0.001,0.0,-0.013
0.002,0.006,9.809,0.006,-0.006,0.002
0.007,-0.013,9.796,0.005,-0.017,0.014
0.007,-0.013,9.811,-0.002,-0.01,-0.007
-0.006,-0.01,9.792,-0.004,0.008,0.004
0.001,-0.005,9.813,-0.001,0.013,0.003
0.004,0.006,9.792,0.016,-0.002,-0.011
0.011,0.003,9.793,-0.005,-0.009,-0.002
0.001,-0.001,9.799,0.017,-0.004,0.003
0.003,-0.008,9.787,-0.009,0.022,0.009
-0.003,-0.015,9.792,-0.013,-0.006,0.001
0.005,0.001,9.804,0.016,0.001,-0.003
-0.014,0.009,9.805,0.008,0.018,0.006
-0.015,-0.009,9.791,-0.034,-0.013,0.028
-0.0,0.003,12.568,-0.028,0.024,0.014
-0.003,0.002,15.079,-0.007,0.01,0.007
0.002,-0.004,17.088,-0.026,0.019,0.003
0.002,0.016,18.37,0.036,0.013,0.004
-0.01,-0.012,18.792,-0.033,-0.002,0.025
0.003,-0.006,18.343,-0.049,-0.027,0.003
-0.015,0.015,17.086,0.006,-0.05,0.0
0.006,0.011,15.108,-0.004,-0.023,0.002
0.002,0.004,12.578,-0.003,0.001,-0.008
-0.011,0.008,-0.034,0.019,-0.022,-0.001
0.019,-0.024,7.258,-0.022,-0.035,-0.01
-0.013,0.007,4.935,-0.026,-0.011,-0.009
0.001,0.012,3.002,0.007,0.028,0.001
-0.004,-0.007,1.609,-0.016,0.019,-0.013
0.014,0.017,0.901,0.038,0.007,-0.006
-0.007,-0.005,0.875,-0.02,-0.013,-0.016
-0.001,0.009,1.611,0.002,-0.037,0.018
0.007,-0.008,3.008,-0.024,-0.028,-0.003
-0.002,0.001,4.917,0.028,-0.012,0.014
-0.006,0.002,7.254,0.006,0.02,0.0
-0.01,0.006,9.814,0.008,0.008,0.002
-0.004,-0.012,9.799,0.002,0.016,0.01
0.002,-0.0,9.813,0.008,-0.004,-0.013
-0.001,0.0,9.788,-0.021,-0.02,0.002
0.003,-0.004,9.792,-0.016,0.008,0.0
0.003,-0.015,9.802,0.005,-0.005,0.017
0.013,-0.0,9.794,-0.007,-0.01,-0.009
0.004,0.0,9.8,0.0,0.003,-0.001
0.022,0.004,9.799,0.005,-0.001,0.014
-0.003,0.004,9.81,-0.009,0.001,0.023
-0.0,-0.006,9.78,0.016,-0.002,0.008
0.015,0.005,9.801,0.003,-0.01,-0.0
-0.01,-0.001,9.801,-0.002,0.008,0.002
-0.022,-0.006,9.791,0.002,0.009,0.009
0.003,-0.009,9.791,0.006,-0.003,0.005
-0.005,0.02,9.8,0.001,-0.008,-0.026
