acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.001,0.014,9.785,0.01,-0.006,0.0
0.014,0.017,9.792,0.0,0.009,-0.006
-0.003,-0.005,9.812,-0.002,-0.004,-0.013
-0.001,0.005,9.805,-0.001,0.015,-0.01
0.014,-0.007,9.795,0.003,0.003,0.017
0.017,0.015,9.79,0.0,0.004,0.001
0.015,-0.017,9.784,-0.002,-0.011,-0.008
0.016,-0.004,9.808,-0.004,-0.001,-0.014
-0.01,-0.001,9.791,-0.012,-0.008,-0.01
0.019,0.0,9.827,0.012,0.014,0.007
-0.008,0.019,9.79,0.005,0.0,0.009
0.005,0.0,9.808,0.004,0.012,0.013
0.002,0.009,9.805,-0.009,0.013,0.0
-0.016,-0.011,9.801,-0.016,0.012,0.0
0.004,0.005,11.77,-0.01,-0.016,0.008
0.016,0.01,13.586,-0.031,0.006,-0.023
-0.001,0.021,15.11,0.029,-0.0,-0.022
0.003,0.019,16.166,-0.027,-0.008,-0.007
-0.003,0.006,16.735,0.039,0.009,-0.008
0.0,0.001,16.717,-0.042,0.015,0.005
0.017,0.008,16.156,-0.028,0.011,0.006
-0.003,0.001,15.092,-0.0,-0.005,0.012
-0.011,-0.006,13.586,-0.033,-0.014,-0.002
0.002,0.005,11.765,0.02,0.017,-0.011
-0.011,-0.005,-0.253,0.051,0.013,0.002
-0.002,0.007,6.303,0.004,0.034,-0.006
0.0,-0.008,3.743,-0.007,0.033,-0.002
-0.009,0.024,2.793,0.032,-0.009,-0.007
0.002,0.019,3.739,0.009,-0.013,0.001
-0.0,0.014,6.293,-0.003,0.0,0.005
-0.003,-0.008,9.801,-0.01,-0.011,-0.006
-0.015,-0.016,9.797,0.017,0.002,0.011
-0.01,-0.013,9.799,-0.017,0.006,0.024
-0.004,0.014,9.806,-0.016,-0.013,-0.007
0.006,-0.009,9.792,0.001,-0.01,-0.002
-0.002,-0.01,9.796,0.008,-0.009,-0.017
0.015,0.01,9.799,-0.007,-0.02,0.011
-0.004,-0.011,9.791,-0.006,0.009,0.004
-0.025,0.018,9.789,-0.002,-0.012,0.017
0.0,-0.001,9.801,0.011,-0.005,-0.004
0.009,-0.0,9.815,0.009,-0.008,0.007
0.006,-0.012,9.803,0.005,-0.005,0.02
-0.014,-0.014,9.792,-0.013,0.018,-0.001
-0.022,-0.018,9.795,-0.003,-0.026,0.009
-0.001,0.004,9.798,-0.016,-0.008,-0.015
0.018,0.018,9.778,0.004,-0.007,0.005
-0.016,0.004,9.803,0.016,0.015,-0.008
0.021,0.003,9.811,-0.004,0.018,-0.008
-0.002,0.014,9.812,-0.002,-0.007,-0.016
0.006,0.005,9.796,0.004,-0.003,0.008
