acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.01,0.028,9.805,-0.007,0.004,-0.003
-0.007,-0.009,9.81,-0.028,-0.009,-0.001
0.002,-0.009,9.798,-0.006,-0.004,-0.008
0.02,-0.003,9.819,0.012,0.006,-0.009
-0.01,-0.003,9.785,0.013,-0.008,0.022
-0.004,0.003,9.805,0.02,0.013,0.0
-0.015,-0.012,9.79,-0.007,-0.011,-0.0
-0.012,0.001,9.805,-0.001,0.011,-0.015
0.002,0.026,9.785,-0.013,0.018,-0.01
-0.001,-0.008,9.824,-0.001,-0.001,-0.002
0.002,-0.022,9.806,-0.006,-0.003,0.002
0.007,0.014,9.773,-0.004,-0.031,-0.013
0.015,0.011,9.797,-0.008,0.011,0.003
-0.007,-0.007,9.805,-0.011,0.014,0.009
-0.012,-0.01,9.78,-0.016,-0.013,-0.023
-0.0,0.004,9.792,-0.011,-0.007,0.005
-0.007,0.01,9.804,-0.019,-0.0,0.019
-0.014,0.013,9.808,-0.008,0.005,-0.002
0.006,-0.016,9.794,0.001,-0.009,-0.009
-0.006,0.001,9.803,0.007,0.016,0.0
-0.01,-0.003,9.809,0.002,-0.005,0.014
-0.026,0.01,10.321,0.031,-0.018,-0.012
-0.001,-0.014,10.804,-0.051,-0.021,-0.01
-0.003,-0.011,11.214,0.012,-0.01,0.001
0.003,-0.009,11.524,0.013,0.017,0.001
-0.006,0.005,11.719,0.046,-0.029,-0.007
-0.014,-0.007,11.777,-0.008,0.025,0.005
0.002,0.005,11.734,-0.015,0.038,-0.023
0.006,-0.009,11.525,-0.031,0.01,-0.0
0.017,0.001,11.21,-0.006,0.004,0.002
0.012,-0.015,10.805,0.011,0.004,-0.005
-0.017,-0.013,10.326,-0.046,0.006,0.003
0.005,-0.006,-0.179,-0.001,-0.025,-0.022
0.001,0.011,9.368,-0.005,-0.006,0.001
-0.001,0.004,8.934,-0.016,0.02,0.003
0.003,0.02,8.545,-0.021,0.02,-0.01
-0.008,0.001,8.244,0.034,-0.038,-0.014
0.001,-0.01,7.995,0.012,0.053,0.002
0.008,-0.0,7.86,-0.032,-0.007,-0.012
-0.01,0.013,7.804,0.018,-0.002,-0.01
-0.01,-0.006,7.849,-0.047,-0.024,-0.002
-0.013,0.011,7.991,-0.057,-0.001,-0.002
0.004,0.001,8.226,0.003,-0.01,0.004
-0.002,0.019,8.558,-0.023,-0.006,0.005
0.011,0.001,8.924,0.014,-0.023,-0.006
0.001,0.006,9.365,-0.019,-0.055,0.001
-0.021,-0.005,9.81,0.005,-0.013,0.004
0.0,-0.015,9.799,-0.01,-0.007,-0.001
-0.015,0.005,9.79,0.009,-0.001,-0.001
0.014,-0.002,9.808,-0.0,-0.004,-0.005
