acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.014,0.014,9.813,-0.021,0.013,0.017
-0.011,-0.018,9.809,0.019,-0.003,-0.008
-0.001,-0.006,9.801,0.005,0.002,0.016
-0.008,0.005,9.787,0.001,-0.005,0.01
0.001,0.008,9.803,0.003,-0.005,-0.007
-0.016,-0.013,9.785,0.005,-0.033,0.004
0.003,-0.002,9.816,0.008,0.008,0.018
0.004,0.003,9.809,-0.008,0.013,-0.008
0.011,-0.011,9.824,0.002,-0.02,-0.023
-0.016,-0.017,9.797,-0.004,-0.001,0.006
0.005,-0.001,9.8,-0.006,0.015,0.0
0.01,0.004,9.812,0.011,-0.006,0.007
0.005,-0.0,9.803,-0.017,0.003,-0.004
0.015,0.003,9.794,-0.003,0.007,0.006
-0.005,0.016,9.827,0.001,0.001,0.012
-0.007,-0.002,9.813,-0.019,-0.0,0.005
0.002,0.012,9.786,-0.006,-0.008,-0.016
-0.003,-0.011,9.799,0.02,0.007,-0.006
-0.013,0.008,9.803,0.011,-0.006,0.004
-0.009,0.005,9.798,0.006,-0.007,-0.004
0.016,-0.009,14.128,0.011,0.01,0.014
-0.006,0.021,18.035,-0.034,-0.024,0.019
-0.024,-0.003,21.115,0.012,-0.011,0.005
0.008,-0.003,23.11,-0.053,-0.019,0.01
0.002,0.008,23.8,-0.009,-0.019,0.006
0.007,0.01,23.128,0.059,-0.052,0.0
-0.001,0.001,21.135,-0.01,-0.021,-0.014
-0.009,0.008,18.046,0.018,-0.001,0.01
0.005,0.001,14.122,-0.029,0.005,-0.015
0.007,-0.015,0.126,-0.031,0.047,-0.013
0.024,0.011,5.021,-0.024,0.021,-0.006
0.008,0.008,0.801,-0.012,-0.027,-0.004
0.001,-0.014,-2.322,0.002,0.017,-0.003
-0.011,-0.005,-3.979,0.007,-0.005,-0.005
0.006,0.005,-3.994,-0.006,-0.027,-0.01
-0.003,0.017,-2.329,0.034,0.048,0.004
0.001,0.006,0.808,0.03,0.025,0.014
-0.001,-0.014,4.996,0.009,0.027,-0.01
0.014,0.005,9.799,-0.007,-0.004,-0.017
-0.006,-0.013,9.805,-0.016,0.014,0.004
-0.005,-0.008,9.802,-0.003,0.004,-0.014
0.015,-0.019,9.796,-0.001,0.011,0.001
0.002,0.011,9.793,0.002,-0.001,-0.001
0.007,0.007,9.803,-0.008,0.01,-0.013
-0.001,0.012,9.805,0.007,-0.017,-0.019
-0.001,0.006,9.816,0.0,-0.001,-0.015
-0.0,-0.003,9.829,0.004,0.012,-0.004
-0.003,0.021,9.799,-0.006,-0.008,-0.002
-0.01,-0.005,9.815,-0.002,-0.004,0.005
-0.009,-0.006,9.819,-0.005,-0.024,-0.017
